source_id,release_date,title,package
fc,1988-10-11,大戦略,true
fc,1988-10-18,ザ・ブラックバスII,true
fc,1988-10-21,コブラコマンド,true
fc,1988-10-21,源平討魔伝,true
fc,1988-10-23,スーパーマリオブラザーズ3,true
fc,1988-10-28,アメリカ大統領選挙,true
fc,1988-10-30,三國志,true
fc,1988-11-10,東方見文録,true
fc,1988-11-11,ぎゅわんぶらあ自己中心派,true
fc,1988-11-11,アメリカンフットボール タッチダウンフィーバー,true
fc,1988-11-11,西遊記ワールド,true
fc,1988-11-16,ファミリークイズ 4人はライバル,true
fc,1988-11-18,貝獣物語,true
fc,1988-11-22,ディジャブ 悪夢は本当にやって来た,true
fc,1988-11-22,燃えろ!!ジュニアバスケット ツーオンツー,true
fc,1988-11-25,たけしの戦国風雲児,true
fc,1988-11-25,ファミリーマージャンII 上海への道,true
fc,1988-11-29,中国占星術,true
fc,1988-12-02,エイリアンシンドローム,true
fc,1988-12-02,半熟英雄,true
fc,1988-12-02,桃太郎電鉄,true
fc,1988-12-02,突然!マッチョマン,true
fc,1988-12-09,キングオブキングス,true
fc,1988-12-09,ゴジラ,true
fc,1988-12-09,中嶋悟F-1ヒーロー,true
fc,1988-12-09,忍者龍剣伝,true
fc,1988-12-10,'89電脳九星占い by Gingukan,true
fc,1988-12-13,ファイティングロード,true
fc,1988-12-16,かぐや姫伝説,true
fc,1988-12-16,キャプテンシルバー,true
fc,1988-12-16,グラディウスII,true
fc,1988-12-16,ザ・トライアスロン,true
fc,1988-12-16,究極ハリキリスタジアム'88,true
fc,1988-12-17,サイクルレース ロードマン 〜激走!! 日本一周4000km〜,true
fc,1988-12-17,トップライダー,true
fc,1988-12-17,ファイナルファンタジーII,true
fc,1988-12-20,ファミリートレーナー 風雲!たけし城2,true
fc,1988-12-20,ファンタジーゾーン2,true
fc,1988-12-20,プロ野球ファミリースタジアム'88,true
fc,1988-12-20,ローラーボール,true
fc,1988-12-21,銀河英雄伝説,true
fc,1988-12-22,テトリス,true
fc,1988-12-23,燃えろ!!プロサッカー,true
fc,1988-12-24,AKIRA,true
fc,1988-12-24,エアー・ウルフ,true
fc,1988-12-24,プロ野球?殺人事件!,true
fc,1988-12-24,ロックマン2 Dr.ワイリーの謎,true
fc,1988-12-24,小公子セディ,true
fc,1988-12-26,ゲバラ,true
fc,1989-01-04,がんばれゴエモン2,true
fc,1989-01-06,100万$キッド 幻の帝王編,true
fc,1989-01-06,スペースハリアー,true
fc,1989-01-20,西村京太郎ミステリー ブルートレイン殺人事件,true
fc,1989-01-20,里見八犬伝,true
fc,1989-01-26,来来キョンシーズ ベビーキョンシーのあみだ大冒険,true
fc,1989-01-27,ゾイド2 ゼネバスの逆襲,true
fc,1989-01-27,モトクロスチャンピオン,true
fc,1989-01-27,電撃ビッグバン!,true
fc,1989-01-30,パチ夫くん2,true
fc,1989-01-31,POLE TO FINISH,true
fc,1989-02-06,トム・ソーヤーの冒険,true
fc,1989-02-09,ワギャンランド,true
fc,1989-02-10,赤龍王,true
fc,1989-02-11,山村美紗サスペンス 京都花の密室殺人事件,true
fc,1989-02-15,スペースシャドー,true
fc,1989-02-15,ファミコンジャンプ 英雄列伝,true
fc,1989-02-17,ハイドライド3 闇からの訪問者,true
fc,1989-02-17,飛ingヒーロー,true
fc,1989-02-21,ウィザードリィII リルガミンの遺産,true
fc,1989-02-23,百鬼夜行,true
fc,1989-02-28,がんばれペナントレース!,true
fc,1989-03-03,早打ちスーパー囲碁,true
fc,1989-03-03,魁!!男塾 疾風一号生,true
fc,1989-03-17,ジーザス 恐怖のバイオ・モンスター,true
fc,1989-03-17,ローリングサンダー,true
fc,1989-03-17,爆笑!!人生劇場,true
fc,1989-03-24,ファミリーピンボール,true
fc,1989-03-24,暗黒神話 ヤマトタケル伝説,true
fc,1989-03-28,じゃじゃ丸忍法帳,true
fc,1989-03-30,アフターバーナー,true
fc,1989-03-31,オペレーションウルフ,true
fc,1989-03-31,シャドウゲイト,true
fc,1989-03-31,ペナントリーグ ホームランナイター,true
fc,1989-03-31,松本亨の株式必勝学II,true
fc,1989-04-07,ガーフィールドの一週間,true
fc,1989-04-14,ドラゴンスピリット 新たなる伝説,true
fc,1989-04-18,マインドシーカー,true
