ID	title	language	region	release_date	serial
MS-021	Quantum Redshift	English	NTSC-J	2002-11-21	MS-021
MS-023	MechAssault	English / French / German	NTSC-U	2002-11-15	MS-023
MS-030	Brute Force	English / French / German / Italian / Spanish	NTSC-U	2003-05-27	MS-030
MS-033	Crimson Skies: High Road to Revenge	Chinese / English / French / German / Korean	NTSC-U	2003-10-21	MS-033
MS-035	Sneakers	Japanese	NTSC-U	2002-02-22	MS-035
MS-039	Whacked!	English	NTSC-U	2002-10-08	MS-039
MS-040	NFL Fever 2003	English	NTSC-U	2002-08	MS-040
MS-042	Midtown Madness 3	English	NTSC-U	2003-06-17	MS-042
MS-045	Dead or Alive 3	English / French / German / Italian / Japanese / Spanish	PAL	2001-11-15	MS-045
MS-046	Maximum Chase	Japanese	NTSC-U	2002-09-26	MS-046
MS-047	Tenku: Freestyle Snowboarding	English / Japanese	NTSC-J	2002-02-22	MS-047
MS-048	Jockey's Road	Japanese	NTSC-J	2002-10-10	MS-048
MS-049	Kung Fu Panic	English / French / German	NTSC-J	2003-05-29	MS-049
MS-050	Shenmue II	English	NTSC-U	2002-10-30	MS-050
MS-051	RalliSport Challenge	Japanese	NTSC-J	2002-03-14	MS-051
MS-052	Inside Pitch 2003	English	NTSC-U	2003-05-20	MS-052
MS-053	Top Spin	English / French / German	NTSC-U	2003-10-28	MS-053
MS-054	Counter-Strike	English / French / Italian / Korean / Spanish	NTSC-U	2003-10-12	MS-054
MS-055	NFL Fever 2003	N/A	NTSC-U	2002-08	MS-055
MS-057	RalliSport Challenge 2	English / French / German / Italian / Japanese / Spanish	NTSC-U	2004-05-17	MS-057
MS-060	N.U.D.E.@: Natural Ultimate Digital Experiment	Japanese	NTSC-J	2003-04-24	MS-060
MS-061	Sega GT 2002 + JSRF: Jet Set Radio Future	English / Japanese	NTSC-U	2002-10-15	MS-061
MS-065	Tenku 2	English	NTSC-J	2004-02-26	MS-065
MS-067	Phantasy Star Online: Episode I & II	N/A	NTSC-J	2003-04-15	MS-067
MS-069	NBA Inside Drive 2003	English	NTSC-U	2002-10-15	MS-069
MS-070	Phantom Dust	N/A	NTSC-U	2004-09-23	MS-070
MS-072	The Wild Rings	Japanese	NTSC-J	2003-04-10	MS-072
MS-074	Phantasy Star Online Episode I & II	English / French / German / Japanese / Spanish	NTSC-U	2002-09-12	MS-074
MS-075	Project Gotham Racing 2	Chinese / English / French / German / Italian / Japanese / Korean / Spanish	NTSC-U	2003	MS-075
MS-077	NFL Fever 2004	English	NTSC-U	2003-08-26	MS-077
MS-078	NHL Rivals 2004	English	NTSC-U	2003-11-18	MS-078
MS-081	Conker: Live & Reloaded	English	NTSC-U	2005-06	MS-081
MS-083	Grabbed by the Ghoulies	English / French / German / Italian / Spanish	NTSC-U	2003-10-21	MS-083
MS-087	Halo: Combat Evolved	Chinese / English	NTSC-J	2001-11-15	MS-087
MS-088	Halo: Jeonjaengui Seomak	English / Korean	NTSC-J	2002	MS-088
MS-089	Project Zero	English / French / German / Italian / Spanish	PAL	2002-08-30	MS-089
MS-090	Xbox Music Mixer	English	NTSC-U	2003-10-27	MS-090
MS-093	Links 2004	English	NTSC-U	2003	MS-093
MS-095	Voodoo Vince	English / French / German / Spanish	NTSC-U	2003	MS-095
MS-100	Halo 2	Chinese / English / French / German / Italian / Japanese / Korean / Spanish	NTSC-U	2004-11	MS-100
MS-101	Blinx 2: Masters of Time & Space	English / French / German / Italian / Japanese / Spanish	NTSC-U	2004-11-16	MS-101
MS-102	Magatama	Japanese	NTSC-J	2003-11	MS-102
MS-105	Dinosaur Hunting: Ushinawareta Daichi	N/A	NTSC-J	2003-09-18	MS-105
MS-107	MechAssault 2: Lone Wolf	English / French / German / Italian / Japanese / Spanish	NTSC-U	2004-12-28	MS-107
MS-109	Jade Empire: Hisui no Teikoku	English / Italian / Spanish	NTSC-J	2005-06-16	MS-109
MS-110	Forza Motorsport	Chinese / English / French / German / Italian / Japanese / Korean / Spanish	NTSC-U	2005-05-03	MS-110
MS-115	Halo 2	English	NTSC-U	2004-01	MS-115
MS-121	Project Gotham Racing 2	N/A	NTSC-U	2003	MS-121
MS-123	Crimson Skies: High Road to Revenge	N/A	NTSC-J	2003-10-21	MS-123
MS-124	Xbox Video Chat	N/A	NTSC-J	2004-11-25	MS-124
MS-125	Phantom Dust	Japanese	NTSC-J	2004-09-23	MS-125
MS-128	Fable (Limited Edition Bonus DVD)	N/A	NTSC-U	2004-09-14	MS-128
MS-130	Halo 2	English	NTSC-U	2004-11	MS-130
MS-131	MechAssault 2: Lone Wolf (Bonus Disc)	English / French / German / Italian / Japanese / Spanish	NTSC-U	2004-12-28	MS-131
MS-132	Volvo: Drive for Life	English	NTSC-U	2005-11	MS-132
MS-133	Jade Empire (Bonus Disc)	English / French / German / Italian / Spanish	NTSC-U	2005-04-12	MS-133
MS-200	Xbox Live Arcade	Chinese / English / French / German / Italian / Japanese / Korean / Portuguese / Spanish	NTSC-U	2004-11-04	MS-200
MS-202	MechAssault 2: Lone Wolf	English	NTSC-U	2004-12-28	MS-202
MS-205	Halo 2 Multiplayer Map Pack	Chinese / English / French / German / Italian / Japanese / Korean / Spanish	NTSC-U	2005-07-05	MS-205
MS-209	Fable: The Lost Chapters	English / Spanish	NTSC-U	2005-10-18	MS-209
MS-210	Big Bumpin'	English	NTSC-U	2006-11-19	MS-210
MS-211	Sneak King	English	NTSC-U	2006-11-19	MS-211
MS-212	PocketBike Racer	English	NTSC-U	2006-11-19	MS-212
MW-001	NFL Blitz 2002	N/A	NTSC-U	2002-03-18	MW-001
MW-002	Arctic Thunder	English	NTSC-U	2001-11-15	MW-002
MW-003	NHL Hitz 2002	English	NTSC-U	2001-11-14	MW-003
MW-004	Spy Hunter	English	NTSC-U	2002-03-14	MW-004
MW-005	Area 51	English	NTSC-U	2005-04-25	MW-005
MW-006	Defender	English	NTSC-U	2002-11-05	MW-006
MW-007	Freaky Flyers	English	NTSC-U	2003-08-04	MW-007
MW-008	MLB SlugFest 2003	N/A	NTSC-U	2002-08-26	MW-008
MW-009	MLB SlugFest 2004	N/A	NTSC-U	2003-03-16	MW-009
MW-010	NFL Blitz 2003	N/A	NTSC-U	2002-08-12	MW-010
MW-011	NHL Hitz 2003	English	NTSC-U	2002-09-16	MW-011
MW-012	Mortal Kombat: Deadly Alliance	English	NTSC-U	2002-11-19	MW-012
MW-013	Gravity Games Bike: Street. Vert. Dirt.	English / French / German / Italian / Spanish	NTSC-U	2002-09-04	MW-013
MW-014	Gauntlet: Dark Legacy	English	NTSC-U	2002-04-24	MW-014
MW-015	RedCard 20-03	English / French / German / Italian / Spanish	NTSC-U	2002-06-24	MW-015
MW-016	NBA Ballers	N/A	NTSC-U	2004-04-05	MW-016
MW-017	Dr. Muto	English / French / German / Italian / Spanish	NTSC-U	2002-11-11	MW-017
MW-018	Fire Blade	English / French / German / Italian / Spanish	NTSC-U	2002-11-17	MW-018
MW-020	NFL Blitz Pro	N/A	NTSC-U	2003-11	MW-020
MW-021	The Suffering	English	NTSC-U	2004	MW-021
MW-022	Psi-Ops: The Mindgate Conspiracy	English / French / German / Italian / Spanish	NTSC-U	2004-06-14	MW-022
MW-023	Freestyle Metal X	English / French / German / Italian / Spanish	NTSC-U	2003-09-14	MW-023
MW-024	RoadKill	English / French / Italian / Spanish	NTSC-U	2003-10-14	MW-024
MW-025	Mortal Kombat: Deception	English	NTSC-U	2004-10-06	MW-025
MW-026	NHL Hitz Pro	English	NTSC-U	2003-09-22	MW-026
MW-027	Spy Hunter 2	English	NTSC-U	2003-12-03	MW-027
MW-028	Midway Arcade Treasures	English	NTSC-U	2003-11-24	MW-028
MW-029	MLB SlugFest: Loaded	N/A	NTSC-U	2004-06-23	MW-029
MW-032	Midway Arcade Treasures 2	English	NTSC-U	2004-10-12	MW-032
MW-033	Unreal Championship 2: The Liandri Conflict	English / French / German / Italian / Spanish	NTSC-U	2005-04	MW-033
MW-034	Gauntlet: Seven Sorrows	English	NTSC-U	2005-12-12	MW-034
MW-035	Mortal Kombat: Deception	English / French / German / Italian / Spanish	PAL	2004-10-06	MW-035
MW-036	Narc	English	NTSC-U	2005-03-21	MW-036
MW-037	L.A. Rush	English / French / German / Italian / Spanish	NTSC-U	2005-10-11	MW-037
MW-038	Blitz: The League	N/A	NTSC-U	2005-10-18	MW-038
MW-040	Unreal Championship 2: The Liandri Conflict	English	NTSC-U	2005-04	MW-040
MW-041	Mortal Kombat: Shaolin Monks	English / French / German / Italian / Spanish	NTSC-U	2005-09-19	MW-041
MW-044	The Suffering: Ties That Bind	English / French	NTSC-U	2005	MW-044
MW-045	Midway Arcade Treasures 3	English	NTSC-U	2005-09-26	MW-045
MW-046	NBA Ballers: Phenom	N/A	NTSC-U	2006-03-29	MW-046
MW-050	Ed, Edd n Eddy: The Mis-Edventures	English / French	NTSC-U	2005-11-01	MW-050
MW-051	Gauntlet: Seven Sorrows	English / French / German / Italian / Spanish	PAL	2005-12-12	MW-051
MW-052	Mortal Kombat: Armageddon	English	NTSC-U	2006-10-17	MW-052
MW-054	NBA Ballers: Phenom	N/A	NTSC-U	2006-03-29	MW-054
MW-055	Spy Hunter: Nowhere to Run	English	NTSC-U	2006-09-05	MW-055
MW-056	MLB SlugFest 2006	N/A	NTSC-U	2006-06-05	MW-056
MX-001	Dreamfall: The Longest Journey	English / French / German	PAL	2006-04-18	MX-001
NK-001	Tom and Jerry in War of the Whiskers	English	NTSC-U	2003-12-16	NK-001
NL-002	Delta Force: Black Hawk Down	English / French / German / Italian / Spanish	NTSC-U	2005-07-26	NL-002
NM-001	Smashing Drive	N/A	NTSC-U	2002-05-13	NM-001
NM-003	Soulcalibur II	English	NTSC-U	2003	NM-003
NM-005	Dead to Rights	Japanese	NTSC-U	2002-08-20	NM-005
NM-006	Pac-Man World 2	N/A	NTSC-U	2002-10-15	NM-006
NM-007	Namco Museum	English	NTSC-U	2002-10-09	NM-007
NM-008	R: Racing Evolution	English / French / German / Italian / Spanish	NTSC-J	2003-11-27	NM-008
NM-009	Breakdown	English	NTSC-U	2004-01-29	NM-009
NM-011	kill.switch	English	NTSC-U	2003-10-28	NM-011
NM-012	Spawn: Armageddon	English / French / German / Italian / Spanish	NTSC-U	2003-11-21	NM-012
NM-015	I-Ninja	N/A	NTSC-U	2003-12-04	NM-015
NM-018	Breakdown	N/A	NTSC-U	2004-01-29	NM-018
NM-019	SRS: Street Racing Syndicate	English / French / German / Italian / Spanish	NTSC-U	2004-08-31	NM-019
NM-021	Dead to Rights II	English	NTSC-U	2005-04-12	NM-021
NM-022	Namco Museum 50th Anniversary	English / French / German / Italian / Spanish	NTSC-U	2005-08-30	NM-022
NM-023	Pac-Man World 3	English / French / German / Italian / Spanish	NTSC-U	2005-11-15	NM-023
NM-025	Curious George	N/A	NTSC-U	2006-02	NM-025
OX-001	Conspiracy: Weapons of Mass Destruction	English / French / German / Italian / Spanish	PAL	2005-08	OX-001
OX-002	Pilot Down: Behind Enemy Lines	English / French / German / Italian / Spanish	PAL	2005-09-09	OX-002
OX-004	ProStroke Golf: World Tour 2007	English / French / German / Italian / Spanish	NTSC-U	2006-11-11	OX-004
PC-001	Xyanide	English / French / German / Spanish	NTSC-U	2006-08-15	PC-001
PL-001	Phantom Crash	English	NTSC-U	2002	PL-001
PL-002	Kingdom Under Fire: The Crusaders	English / Korean	NTSC-U	2004-10-12	PL-002
PL-004	Kingdom Under Fire: The Crusaders	English / French / German / Italian	PAL	2004-10-12	PL-004
PL-005	Kingdom Under Fire: The Crusaders	N/A	NTSC-J	2004-10-12	PL-005
PL-006	Kingdom Under Fire: Heroes	English / French / German / Italian / Korean / Spanish	NTSC-U	2005-09-20	PL-006
RA-001	Lamborghini	English / French / German / Italian / Spanish	NTSC-U	2003	RA-001
RA-003	David Beckham Soccer	English / French / German / Italian / Spanish	PAL	2002-06	RA-003
RA-006	Crash	English / French / German / Italian / Spanish	PAL	2002-04-26	RA-006
RA-007	Rocky	English / French / German / Italian / Spanish	PAL	2002-11-12	RA-007
RA-008	Gun Metal	English / French / German / Italian / Spanish	PAL	2002-06-28	RA-008
RD-001	Yourself!Fitness	N/A	NTSC-U	2004	RD-001
SA-002	Guilty Gear XX #Reload	Japanese	NTSC-J	2004-04-29	SA-002
SA-003	Iron Phoenix	N/A	NTSC-U	2005-03-25	SA-003
SA-006	Guilty Gear X2 #Reload	English	PAL	2004-11-26	SA-006
SC-001	Conflict: Desert Storm	English	PAL	2002	SC-001
SC-003	The Great Escape	English	NTSC-U	2003	SC-003
SC-005	Richard Burns Rally	English / French / German / Italian / Spanish	PAL	2004-07-16	SC-005
SC-006	Conflict: Desert Storm II: Back to Baghdad	English / French / German / Italian / Spanish	NTSC-U	2003-10-08	SC-006
SC-007	Rolling	English / French / German / Italian / Spanish	PAL	2003-10-24	SC-007
SC-010	Conflict: Vietnam	English	NTSC-U	2004-09	SC-010
SC-011	Galleon	English / French / German	PAL	2004-06-11	SC-011
SC-012	Conflict: Global Terror	English / French / German / Italian / Spanish	NTSC-U	2005-09-09	SC-012
SC-014	Rogue Trooper	English / French / German / Italian	NTSC-U	2006-04-19	SC-014
SC-015	Constantine	English	NTSC-U	2005-02-14	SC-015
SC-016	Total Overdose	English / French / German / Italian / Spanish	NTSC-U	2005-09-16	SC-016
SC-247	Urban Chaos: Riot Response	English / French / German / Italian / Spanish	NTSC-U	2006-05-19	SC-247
SC-249	Commandos: Strike Force	English / French / German / Italian / Spanish	NTSC-U	2006-03-15	SC-249
SC-250	Hitman: Blood Money	English	NTSC-U	2006-05-25	SC-250
SC-251	Just Cause	English / French / German	NTSC-U	2006-09-22	SC-251
SC-253	Tomb Raider: Legend	English / French / German / Italian / Spanish	NTSC-U	2006-04-11	SC-253
SC-255	Reservoir Dogs	English	NTSC-U	2006-08-25	SC-255
SC-256	Championship Manager 2006	English / French / Italian	PAL	2006-05	SC-256
SE-002	NBA 2K2	N/A	NTSC-U	2002-02	SE-002
SE-003	Sega GT 2002	English / Japanese	NTSC-U	2002-09-03	SE-003
SE-004	Crazy Taxi 3: High Roller	English / Japanese	NTSC-U	2002	SE-004
SE-006	NFL 2K2	English	NTSC-U	2002-01-08	SE-006
SE-007	Panzer Dragoon Orta	English	NTSC-U	2002	SE-007
SE-008	The House of the Dead III	English	NTSC-U	2002-10-22	SE-008
SE-010	JSRF: Jet Set Radio Future	English	NTSC-U	2002-02-22	SE-010
SE-011	GunValkyrie	English / Japanese	NTSC-U	2002-03-18	SE-011
SE-014	World Series Baseball	English	NTSC-U	2002-05-22	SE-014
SE-015	ToeJam & Earl III: Mission to Earth	English	NTSC-U	2002-10-22	SE-015
SE-016	NCAA College Football 2K3	English	NTSC-U	2002-08-13	SE-016
SE-017	NFL 2K3	N/A	NTSC-U	2002-08-14	SE-017
SE-019	NBA 2K3	English	NTSC-U	2002-10-08	SE-019
SE-020	Sega Soccer Slam	N/A	NTSC-U	2002-08-21	SE-020
SE-022	JSRF: Jet Set Radio Future	Japanese	NTSC-J	2002-02-22	SE-022
SE-023	NHL 2K3	English	NTSC-U	2002-11-19	SE-023
SE-024	NCAA College Basketball 2K3	English	NTSC-U	2002-12-02	SE-024
SE-025	Crazy Taxi 3: High Roller	Japanese	NTSC-J	2002	SE-025
SE-026	World Series Baseball 2K3	English	NTSC-U	2003-03-10	SE-026
SE-028	Panzer Dragoon Orta	English	NTSC-U	2002	SE-028
SE-029	Rent a Hero No. 1	N/A	NTSC-J	2003-09-04	SE-029
SE-030	NBA 2K3	English	PAL	2002-10-08	SE-030
SE-031	NFL 2K3	English	PAL	2002-08-14	SE-031
SE-032	NHL 2K3	English	PAL	2002-11-19	SE-032
SE-033	Sega GT Online	English / Japanese	NTSC-U	2003-12-25	SE-033
SE-034	ESPN NFL Football	English	NTSC-U	2003-09-02	SE-034
SE-035	ESPN NBA Basketball	English	NTSC-U	2003-10-21	SE-035
SE-036	ESPN College Hoops	N/A	NTSC-U	2004-11-17	SE-036
SE-037	Headhunter: Redemption	English / French / German / Italian / Spanish	NTSC-U	2004-08-26	SE-037
SE-038	ESPN NHL Hockey	N/A	NTSC-U	2003-09-09	SE-038
SE-039	Puyo Puyo Fever	English / French / German / Italian / Japanese / Spanish	NTSC-J	2004-04-24	SE-039
SE-040	ESPN Major League Baseball	English	NTSC-U	2004-04-06	SE-040
SE-041	Spikeout: Battle Street	English / French / German / Italian / Japanese / Spanish	NTSC-U	2005-03-24	SE-041
SE-042	Worms 3D	English / French / German / Italian / Spanish	NTSC-U	2003-10-24	SE-042
SE-043	Sonic Heroes	English / French / German / Italian / Japanese / Spanish	NTSC-U	2003-12-30	SE-043
SE-044	ESPN NFL Football	English	PAL	2003-09-02	SE-044
SE-045	ESPN NHL Hockey	English	PAL	2003-09-09	SE-045
SE-046	ESPN NBA Basketball	English	PAL	2003-10-21	SE-046
SE-048	ESPN NFL 2K5	English	NTSC-U	2004-07-20	SE-048
SE-049	ESPN NBA 2K5	English	NTSC-U	2004-09-28	SE-049
SE-050	ESPN NHL 2K5	English	NTSC-U	2004-08-30	SE-050
SE-051	ESPN College Hoops 2K5	English	NTSC-U	2004-11-17	SE-051
SE-053	Worms Forts: Under Siege	English / French	NTSC-U	2004-11-19	SE-053
SE-054	OutRun 2	English	NTSC-U	2004-06-25	SE-054
SE-055	Major League Baseball 2K5	N/A	NTSC-U	2005-02-24	SE-055
SE-056	Super Monkey Ball Deluxe	English	NTSC-U	2005-03-15	SE-056
SE-057	OutRun 2	N/A	PAL	2004-06-25	SE-057
SE-060	Sonic Mega Collection Plus	English / Japanese	NTSC-U	2004-11-02	SE-060
SE-128	ESPN NBA 2K5	English	PAL	2004-09-28	SE-128
SE-129	World Snooker Championship 2005	English	PAL	2005-04-15	SE-129
SE-132	Spartan: Total Warrior	English / French / German / Italian / Spanish	PAL	2005-10-07	SE-132
SE-134	Shadow the Hedgehog	English / French / German / Italian / Japanese / Spanish	NTSC-U	2005-11-15	SE-134
SE-135	Sonic Riders	English / French / German / Italian / Japanese / Spanish	NTSC-U	2006	SE-135
SE-136	OutRun 2006: Coast 2 Coast	English / French / German / Italian / Spanish	NTSC-U	2006-03-31	SE-136
SE-138	Spartan: Total Warrior	English	NTSC-U	2005-10-07	SE-138
SE-139	Spartan: Total Warrior	N/A	NTSC-U	2005-10-07	SE-139
SN-001	SNK vs. Capcom: SVC Chaos	English / Japanese	NTSC-U	2004-09-28	SN-001
SN-002	Metal Slug 3	English / Japanese	NTSC-U	2004	SN-002
SN-003	The King of Fighters 2003	English / Japanese	NTSC-U	2005-08-25	SN-003
SN-004	Samurai Shodown V	English / French / German / Italian / Japanese / Spanish	NTSC-U	2006-01-18	SN-004
SN-005	Metal Slug 4	English / French / German / Italian / Japanese / Spanish	NTSC-U	2005-02-24	SN-005
SN-006	The King of Fighters 2002	English / French / German / Italian / Japanese / Spanish	NTSC-U	2005-03-24	SN-006
SN-007	The King of Fighters: Maximum Impact: Maniax	Japanese	NTSC-U	2005-06-28	SN-007
SN-008	Metal Slug 5	English / French / German / Italian / Japanese / Spanish	NTSC-U	2005-04-28	SN-008
SN-010	The King of Fighters: Neowave	English / French / German / Italian / Japanese / Spanish	NTSC-U	2006-03-30	SN-010
SP-001	Combat Elite: WWII Paratroopers	N/A	NTSC-U	2005-11-21	SP-001
SS-003	Outlaw Volleyball: Red Hot	English	NTSC-U	2003-10-01	SS-003
SS-005	Outlaw Golf: Holiday Golf	English	NTSC-U	2002-12-23	SS-005
SS-006	Outlaw Golf: 9 More Holes of X-Mas	English	NTSC-U	2003-11-15	SS-006
SS-007	Outlaw Volleyball	English / French / German	PAL	2003-07-09	SS-007
ST-001	Zillernet	N/A	NTSC-J	2005-06-10	ST-001
SU-001	Bistro Cupid	N/A	NTSC-J	2002-06-13	SU-001
SU-002	Nakajima Tetsuya no Othello Seminar	N/A	NTSC-J	2002-06-13	SU-002
SU-003	Umezawa Yukari no Igo Seminar	N/A	NTSC-J	2002-06-13	SU-003
SU-004	Yonenaga Kunio no Shougi Seminar	N/A	NTSC-J	2002-06-13	SU-004
SU-005	Takahashi Junko no Mahjong Seminar	N/A	NTSC-J	2002-06-13	SU-005
SU-006	Tetris Worlds	Japanese	NTSC-J	2002-06-25	SU-006
SU-007	Angelic Concert	Japanese	NTSC-J	2003-03-13	SU-007
SU-008	Bistro Cupid 2	N/A	NTSC-J	2003-08-28	SU-008
SU-009	Psyvariar 2: Extend Edition	N/A	NTSC-J	2004-10-28	SU-009
SW-001	Enclave	English / French / German	PAL	2002	SW-001
TA-001	Kikou Heidan J-Phoenix +	Japanese	NTSC-J	2002-12-05	TA-001
TC-001	Dead or Alive 3	English / Japanese	NTSC-U	2001-11-15	TC-001
TC-003	Ninja Gaiden	English / Japanese	NTSC-U	2004-02-28	TC-003
TC-004	Fatal Frame: Special Edition	N/A	NTSC-J	2003-02-06	TC-004
TC-005	Ninja Gaiden Video + Dead or Alive X-Treme Beach Volleyball Video + DOA 3 Bonus Materials	N/A	NTSC-U	2002	TC-005
TC-006	Dead or Alive 2 Ultimate	English / Japanese	NTSC-U	2004-10-26	TC-006
TC-007	Dead or Alive Xtreme Beach Volleyball	English / Japanese	NTSC-U	2003-01-22	TC-007
TC-009	Gungriffon: Allied Strike	English / Japanese / Korean	NTSC-U	2004-12-14	TC-009
TC-010	Project Zero II: Crimson Butterfly: Director's Cut	English / French / German / Italian / Spanish	PAL	2005-02-04	TC-010
TC-012	Gungriffon: Allied Strike	English / French / German / Italian / Spanish	PAL	2004-12-14	TC-012
TC-013	Ninja Gaiden Black	English / Japanese	NTSC-U	2005-09-20	TC-013
TC-014	Tecmo Classic Arcade	English / French / German / Italian / Japanese / Spanish	NTSC-U	2005-09-13	TC-014
TD-006	High Heat Major League Baseball 2004	English	NTSC-U	2003-03-11	TD-006
TK-001	Magi Death Fight!	N/A	NTSC-J	2002-07-04	TK-001
TK-004	Plus Plumb 2	Japanese	NTSC-J	2004-01-15	TK-004
TM-001	Shrek	English / French / German / Italian / Spanish	NTSC-U	2001-11-15	TM-001
TM-002	Robotech: Battlecry	English	NTSC-U	2002-09-23	TM-002
TM-003	Aquaman: Battle for Atlantis	English	NTSC-U	2003-07-30	TM-003
TM-004	Shrek Super Party	English / French / German / Italian / Spanish	NTSC-U	2002-11-29	TM-004
TM-005	World Racing	English	NTSC-U	2005-09-29	TM-005
TM-006	Outlaw Golf	English / French / German	PAL	2002-06-12	TM-006
TM-007	Knights of the Temple: Infernal Crusade	English / French / German / Spanish	PAL	2004-03-03	TM-007
TM-008	Conan	English / French / German / Italian / Spanish	PAL	2004-04-07	TM-008
TM-009	SeaBlade	English / French / German	PAL	2002-10-16	TM-009
TM-010	UFC: Ultimate Fighting Championship: Tapout 2	N/A	NTSC-U	2003-03-20	TM-010
TM-011	Corvette	English	NTSC-U	2003-12-10	TM-011
TM-013	Disney's The Haunted Mansion	English	PAL	2003-10-14	TM-013
TM-015	Dinotopia: The Sunstone Odyssey	English / French	NTSC-U	2003	TM-015
TM-016	Star Trek: Shattered Universe	English	NTSC-U	2004-01-14	TM-016
TM-017	Gene Troopers	English / French / German / Italian / Spanish	PAL	2006-01-05	TM-017
TM-018	World Racing 2	English / French / German / Italian / Spanish	NTSC-U	2005-09-29	TM-018
TM-019	Knights of the Temple II	English / French / German / Italian / Spanish	PAL	2005-11-24	TM-019
TQ-001	New Legends	English	NTSC-U	2002	TQ-001
TQ-002	WWF Raw	English	NTSC-U	2002-02-12	TQ-002
TQ-003	MX 2002 featuring Ricky Carmichael	English	NTSC-U	2001-12-04	TQ-003
TQ-004	Dark Summit	English	NTSC-U	2001-11-15	TQ-004
TQ-005	Red Faction II	English / French / German	NTSC-U	2003	TQ-005
TQ-006	Yager	English / French / German	NTSC-J	2003-05-03	TQ-006
TQ-007	Toxic Grind	English	NTSC-U	2002	TQ-007
TQ-008	MotoGP	English	NTSC-U	2003	TQ-008
TQ-009	FILA World Tour Tennis	English	PAL	2002	TQ-009
TQ-010	Tetris Worlds	English / French / German	NTSC-U	2002-06-25	TQ-010
TQ-011	Evil Dead: A Fistful of Boomstick	English	NTSC-U	2003	TQ-011
TQ-012	Circus Maximus: Chariot Wars	English	PAL	2002-02-25	TQ-012
TQ-013	WWE Raw 2	English	NTSC-U	2003-09-15	TQ-013
TQ-014	Scooby-Doo! Mystery Mayhem	English / French / German	NTSC-U	2004-03-02	TQ-014
TQ-015	Alter Echo	English	NTSC-U	2003-08-19	TQ-015
TQ-016	MX SuperFly	English	NTSC-U	2002-11-20	TQ-016
TQ-019	Metal Dungeon	English	PAL	2002	TQ-019
TQ-022	MotoGP URT2 Online Challenge	English / French / German / Italian / Japanese / Spanish	NTSC-J	2003-07-17	TQ-022
TQ-024	The Punisher	English	NTSC-U	2005-01-18	TQ-024
TQ-026	Nickelodeon SpongeBob SquarePants: Battle for Bikini Bottom	English	NTSC-U	2003-10-31	TQ-026
TQ-028	Tetris Worlds	English	NTSC-U	2002-06-25	TQ-028
TQ-029	Broken Sword: The Sleeping Dragon	English	NTSC-U	2003	TQ-029
TQ-030	Disney/Pixar Nemo-reul Chajaseo	Danish / Finnish / Norwegian / Swedish	NTSC-J	2003-12-06	TQ-030
TQ-031	Scooby-Doo! Night of 100 Frights	N/A	NTSC-U	2003-08-27	TQ-031
TQ-032	The Fairly OddParents: Breakin' da Rules	N/A	NTSC-U	2003-11-03	TQ-032
TQ-033	MX Unleashed	English	NTSC-U	2004	TQ-033
TQ-034	Full Spectrum Warrior	English	NTSC-U	2004-06-01	TQ-034
TQ-035	Sphinx and the Cursed Mummy	English	NTSC-U	2003-11-10	TQ-035
TQ-036	WWE WrestleMania 21	N/A	NTSC-U	2005-04-20	TQ-036
TQ-037	Evil Dead: Regeneration	English	NTSC-U	2005-09-13	TQ-037
TQ-038	Destroy All Humans!	English	NTSC-U	2005-06-21	TQ-038
TQ-039	The SpongeBob SquarePants Movie	English	NTSC-U	2004-10-27	TQ-039
TQ-040	Disney/Pixar The Incredibles	English	NTSC-U	2004-10-31	TQ-040
TQ-136	MotoGP: Ultimate Racing Technology 3	English / French / German / Spanish	NTSC-U	2005-08-30	TQ-136
TQ-137	Hot Wheels: Stunt Track Challenge	English	NTSC-U	2004-11-16	TQ-137
TQ-139	Tak 2: The Staff of Dreams	English / German	NTSC-U	2004-10-11	TQ-139
TQ-237	MX vs. ATV Unleashed	English	NTSC-U	2005-03-24	TQ-237
TQ-239	Juiced	English / French / German / Italian / Spanish	NTSC-U	2005-06-14	TQ-239
TQ-242	Disney/Pixar Cars	German	NTSC-U	2006-06-06	TQ-242
TQ-243	Juiced	English / French / German / Italian / Spanish	PAL	2005-06-14	TQ-243
TQ-244	Tak: The Great Juju Challenge	English	NTSC-U	2005-09-19	TQ-244
TQ-245	AFL Live Premiership Edition	English	PAL	2004-04-29	TQ-245
TQ-246	Disney/Pixar The Incredibles: Rise of the Underminer	English / French / German / Italian / Spanish	NTSC-U	2005-11-01	TQ-246
TQ-247	Scooby-Doo! Unmasked	English / French / Italian / Spanish	NTSC-U	2005-09-12	TQ-247
TQ-248	Full Spectrum Warrior: Ten Hammers	German	NTSC-U	2006-03-28	TQ-248
TQ-249	WWE WrestleMania 21	English	PAL	2005-04-20	TQ-249
TQ-250	Nickelodeon SpongeBob SquarePants: Lights, Camera, Pants!	English / Swedish	NTSC-U	2005-10-21	TQ-250
TQ-257	AFL Premiership	N/A	PAL	2005	TQ-257
TQ-258	Full Spectrum Warrior: Ten Hammers	English	NTSC-U	2006-03-28	TQ-258
TQ-261	Nickelodeon Avatar: The Last Airbender	N/A	NTSC-U	2006-10-10	TQ-261
TQ-262	Destroy All Humans! 2	English / French / German / Italian / Spanish	NTSC-U	2006-10-17	TQ-262
