ID	title	language	region	release_date	serial
TQ-265	Disney/Pixar Ratatouille	N/A	NTSC-U	2007-06-26	TQ-265
TS-002	Barbarian	English / French / German / Italian / Spanish	PAL	2003	TS-002
TS-005	RoboCop	English / French / German / Italian / Spanish	NTSC-U	2003	TS-005
TT-001	4x4 Evo 2	English	NTSC-U	2001-11	TT-001
TT-003	Max Payne	English	NTSC-U	2001-12-17	TT-003
TT-004	Serious Sam	English	NTSC-U	2005-10-13	TT-004
TT-005	Conflict: Desert Storm	English	NTSC-U	2002	TT-005
TT-006	State of Emergency	English	NTSC-U	2003	TT-006
TT-008	Midnight Club II	English / French / German / Italian / Spanish	NTSC-U	2003-06-03	TT-008
TT-009	Mafia	English	NTSC-U	2004-03-08	TT-009
TT-010	Vietcong: Purple Haze	English / French / German / Italian / Spanish	NTSC-U	2004-09-15	TT-010
TT-011	MTV Celebrity Deathmatch	English	NTSC-U	2003-10-14	TT-011
TT-012	Max Payne 2: The Fall of Max Payne	English	NTSC-U	2003-11-25	TT-012
TT-013	Serious Sam II	English / French / German / Italian	NTSC-U	2005-10-11	TT-013
TT-014	Grand Theft Auto III	English	NTSC-U	2003-11-04	TT-014
TT-015	Grand Theft Auto: Vice City	English	NTSC-U	2003-11-04	TT-015
TT-016	Carve	English / French / German / Italian / Spanish	NTSC-U	2004-02-24	TT-016
TT-017	Pure Pinball	English	NTSC-U	2004-08-05	TT-017
TT-018	Close Combat: First to Fight	English / French / German / Italian	NTSC-U	2005-04-06	TT-018
TT-020	Army Men: Sarge's War	English / French / German / Italian / Spanish	NTSC-U	2004-08-02	TT-020
TT-021	Motocross Mania 3	English / French / German / Italian / Spanish	NTSC-U	2005-04-27	TT-021
TT-022	Virtual Pool: Tournament Edition	English / French / German / Italian	NTSC-U	2005-05-11	TT-022
TT-023	Outlaw Golf 2	English	NTSC-U	2004-10-21	TT-023
TT-024	Wings of War	English / French / German / Italian	NTSC-U	2004-08-30	TT-024
TT-025	Manhunt	English	NTSC-U	2004-04-20	TT-025
TT-026	Red Dead Revolver	Japanese	NTSC-U	2004-05-03	TT-026
TT-027	Robotech: Invasion	English	NTSC-U	2004-10-05	TT-027
TT-115	Grand Theft Auto: Vice City	English	NTSC-U	2003-11-04	TT-115
TT-118	Outlaw Tennis	English / French / German / Italian / Spanish	NTSC-U	2005-07-26	TT-118
TT-119	Ford Mustang: The Legend Lives	English / French / German / Spanish	NTSC-U	2005-04-20	TT-119
TT-121	Midnight Club 3: DUB Edition Remix	English / French / German / Italian / Spanish	NTSC-U	2006-03-13	TT-121
TT-122	Scaler	English / French / German	NTSC-U	2004-10-20	TT-122
TT-123	The Guy Game	N/A	NTSC-U	2004-08-30	TT-123
TT-124	Spy vs. Spy	N/A	NTSC-U	2005-04-06	TT-124
TT-125	Classified: The Sentinel Crisis	English	NTSC-U	2006-04-14	TT-125
TT-126	Gotcha!	English / French / German	PAL	2005-04-15	TT-126
TT-127	Robotech: Invasion	English / French / German / Italian / Spanish	PAL	2005-01-14	TT-127
TT-129	Charlie and the Chocolate Factory	English / French / German / Italian	NTSC-U	2005-07-11	TT-129
TT-130	Grand Theft Auto: San Andreas	English / Spanish	NTSC-U	2005-06-07	TT-130
TT-131	Shattered Union	English / French / German / Italian	NTSC-U	2005-10-17	TT-131
TT-132	Spy vs. Spy	English / French / German / Spanish	PAL	2005-04-29	TT-132
TT-134	Grand Theft Auto: San Andreas	English / French / German / Italian / Spanish	PAL	2005-06-10	TT-134
TT-135	World Poker Tour	English / French / German	NTSC-U	2005-10-18	TT-135
TT-136	Army Men: Major Malfunction	English	NTSC-U	2006-04-14	TT-136
TT-137	Ford vs. Chevy	N/A	NTSC-U	2005-11-09	TT-137
TT-138	Codename: Kids Next Door: Operation: V.I.D.E.O.G.A.M.E.	English / German	NTSC-U	2005-10-11	TT-138
TT-140	Zathura	N/A	NTSC-U	2005-11-02	TT-140
TT-141	NHL 2K6	English	NTSC-U	2005-09-06	TT-141
TT-143	Sid Meier's Pirates!	English / French / German / Italian / Spanish	NTSC-U	2005-07-11	TT-143
TT-144	NBA 2K6	English	NTSC-U	2005-09-26	TT-144
TT-145	College Hoops 2K6	English	NTSC-U	2005-11-21	TT-145
TT-146	Major League Baseball 2K6	N/A	NTSC-U	2006-04-03	TT-146
TT-147	Splat Magazine Renegade Paintball	English	NTSC-U	2005-10-11	TT-147
TT-149	Grand Theft Auto: San Andreas	English / German	PAL	2005-06-10	TT-149
TT-150	Major League Baseball 2K5: World Series Edition	N/A	NTSC-U	2005-10-18	TT-150
TT-155	The Warriors	English / French / German / Italian / Spanish	NTSC-U	2005-10-17	TT-155
TT-156	Hummer Badlands	N/A	NTSC-U	2006-04-14	TT-156
TT-161	NBA 2K6	English / French / German / Italian / Spanish	PAL	2006-03-10	TT-161
TT-162	NHL 2K6	English / French / German	PAL	2005-09-07	TT-162
TT-163	Grand Theft Auto: San Andreas	English / Spanish	NTSC-U	2004-10-26	TT-163
TT-164	Grand Theft Auto: San Andreas	English / French / German / Italian / Spanish	PAL	2004-10-26	TT-164
TT-165	Grand Theft Auto: San Andreas	N/A	PAL	2004-10-26	TT-165
TT-167	Zathura	English / French / German / Italian / Spanish	PAL	2005-11-03	TT-167
TT-169	Torino 2006	English / French / German / Italian / Spanish	NTSC-U	2006-01-24	TT-169
TT-171	The Da Vinci Code	English / French / German / Italian / Spanish	NTSC-U	2006	TT-171
TT-173	NHL 2K7	English	NTSC-U	2006	TT-173
TT-174	NBA 2K7	English	NTSC-U	2006-09-25	TT-174
TT-175	College Hoops 2K7	N/A	NTSC-U	2006-11-20	TT-175
TT-176	Family Guy	English	NTSC-U	2006-10-02	TT-176
TT-177	Major League Baseball 2K7	N/A	NTSC-U	2007-02-27	TT-177
US-001	Batman: Vengeance	English / French / Spanish	NTSC-U	2001-10-16	US-001
US-002	Rayman 3: Hoodlum Havoc	English / French / German / Italian / Spanish	NTSC-U	2003	US-002
US-003	Rayman Arena	N/A	NTSC-U	2001	US-003
US-004	Deathrow	English / French / German	NTSC-U	2002-10-17	US-004
US-005	Tom Clancy's Ghost Recon 2	English / French / German / Italian / Spanish	NTSC-U	2005-08	US-005
US-006	Tom Clancy's Ghost Recon	English	NTSC-U	2001-11-13	US-006
US-007	Tom Clancy's Ghost Recon: Island Thunder	English	NTSC-U	2002-09-25	US-007
US-008	Far Cry Instincts	English / French / Italian / Spanish	NTSC-U	2005-09-27	US-008
US-009	XIII	English / French / German / Italian / Spanish	NTSC-U	2003	US-009
US-010	Tom Clancy's Ghost Recon	English	NTSC-J	2001-11-13	US-010
US-011	Largo Winch: Empire Under Threat	English / French / German / Italian / Spanish	PAL	2002-09	US-011
US-012	Tom Clancy's Splinter Cell	English / French	NTSC-U	2002-11	US-012
US-013	UFC: Ultimate Fighting Championship: Tapout	English	PAL	2002-09-20	US-013
US-015	Star Wars: Obi-Wan	French	PAL	2001-12-21	US-015
US-017	Myst III: Exile	English / French / German / Italian / Spanish	NTSC-U	2001	US-017
US-018	Dragon's Lair 3D: Return to the Lair	English	NTSC-U	2002-11-18	US-018
US-019	Tom Clancy's Rainbow Six 3	English / French / German / Italian / Spanish	NTSC-U	2004-08	US-019
US-020	Rocky	N/A	NTSC-U	2002-11-12	US-020
US-021	The Elder Scrolls III: Morrowind	English / French / German	PAL	2002-05	US-021
US-022	Murakumo: Renegade Mech Pursuit	English	NTSC-U	2002-07-25	US-022
US-024	Beyond Good & Evil	English / French / Spanish	NTSC-U	2003	US-024
US-025	Tom Clancy's Splinter Cell: Pandora Tomorrow	English / French / German / Italian / Spanish	NTSC-U	2004	US-025
US-028	Batman: Rise of Sin Tzu	English / French / Spanish	NTSC-U	2003	US-028
US-029	Prince of Persia: The Sands of Time	English / French / Spanish	NTSC-U	2003	US-029
US-031	Tom Clancy's Rainbow Six 3	English	NTSC-U	2004-08	US-031
US-032	Crouching Tiger, Hidden Dragon	English / French / German / Italian / Spanish	NTSC-U	2003-12-09	US-032
US-052	Rocky Legends	English / French / German	NTSC-U	2004-09-28	US-052
US-054	187: Ride or Die	English / French / German / Italian / Spanish	NTSC-U	2005-08-25	US-054
US-055	Tom Clancy's Rainbow Six 3: Black Arrow	English / French / German / Italian / Spanish	NTSC-U	2004-08	US-055
US-056	Tom Clancy's Splinter Cell: Chaos Theory	English / French / German / Italian / Spanish	NTSC-U	2005-03-28	US-056
US-057	Chessmaster	English	NTSC-U	2004-08-16	US-057
US-058	The Dukes of Hazzard: Return of the General Lee	English / French / Spanish	NTSC-U	2004-09-28	US-058
US-059	Prince of Persia: Warrior Within	English / French / German / Italian / Spanish	NTSC-U	2004	US-059
US-060	Brothers in Arms: Road to Hill 30	English / French / German / Italian / Spanish	NTSC-U	2005-03	US-060
US-061	XIII: Daitouryou o Koroshita Otoko	N/A	NTSC-J	2004-08-05	US-061
US-063	CSI: Crime Scene Investigation	English / French / German / Italian / Spanish	NTSC-U	2004-12-14	US-063
US-064	Tork: Prehistoric Punk	N/A	NTSC-U	2005-01-12	US-064
US-067	America's Army: Rise of a Soldier	English	NTSC-U	2005-11-17	US-067
US-072	Tom Clancy's Rainbow Six: Lockdown	English / French / German / Italian / Spanish	NTSC-U	2005-09-06	US-072
US-073	Monster 4x4: World Circuit	N/A	NTSC-U	2006-03-23	US-073
US-074	Myst IV: Revelation	N/A	NTSC-U	2004-09-10	US-074
US-075	Cold Fear	English / French / German / Italian / Spanish	NTSC-U	2005-03	US-075
US-076	Peter Jackson's King Kong: The Official Game of the Movie	Danish / Dutch / English / Finnish / French / German / Italian / Norwegian / Spanish / Swedish	NTSC-U	2005	US-076
US-077	Tom Clancy's Ghost Recon 2: Summit Strike	English / French / German / Italian / Spanish	NTSC-U	2005-08	US-077
US-084	Tom Clancy's Ghost Recon: Advanced Warfighter	English / French / German / Italian / Spanish	NTSC-U	2006-03	US-084
US-086	AND 1 Streetball	English / French / German / Italian / Spanish	NTSC-U	2006-06-06	US-086
US-087	Blazing Angels: Squadrons of WWII	English / French / German / Italian / Spanish	NTSC-U	2006	US-087
US-088	Prince of Persia: The Two Thrones	English / French / German / Italian / Spanish	NTSC-U	2005	US-088
US-090	Brothers in Arms: Earned in Blood	English / French / German / Italian / Spanish	NTSC-U	2005	US-090
US-091	Brothers in Arms: Road to Hill 30	English / Japanese	NTSC-J	2005-03	US-091
US-092	Darkwatch	English / French / German / Italian / Spanish	PAL	2005	US-092
US-094	Tom Clancy's Splinter Cell: Double Agent	English / French / German / Italian / Spanish	NTSC-U	2006	US-094
US-095	Tom Clancy's Rainbow Six: Critical Hour	English / French	NTSC-U	2006-03-14	US-095
US-096	Far Cry Instincts: Evolution	English / French / German / Italian / Spanish	NTSC-U	2006-03-28	US-096
US-097	Open Season	English / French / German / Italian / Spanish	NTSC-U	2006-05-31	US-097
VC-001	Muzzle Flash	English / Japanese	NTSC-J	2003-02-27	VC-001
VN-004	Hunter: The Reckoning	English / French / German / Italian / Spanish	PAL	2002-05-14	VN-004
VN-006	Baldur's Gate: Dark Alliance	English / French / German / Italian / Spanish	PAL	2001-12	VN-006
VU-003	Crash Bandicoot: The Wrath of Cortex	English	NTSC-U	2001-11	VU-003
VU-004	The Lord of the Rings: The Fellowship of the Ring	English	NTSC-U	2002-09-24	VU-004
VU-005	Buffy the Vampire Slayer: Chaos Bleeds	English	NTSC-U	2003-08-26	VU-005
VU-007	Hunter: The Reckoning	English	NTSC-U	2002-05-14	VU-007
VU-008	Futurama	N/A	NTSC-U	2003-08-01	VU-008
VU-009	Antz Extreme Racing	N/A	NTSC-U	2002-07-26	VU-009
VU-010	Metal Arms: Glitch in the System	English	NTSC-U	2003-11-19	VU-010
VU-013	The Thing	English	NTSC-U	2002	VU-013
VU-014	Enclave	English / French / German	NTSC-U	2002	VU-014
VU-015	Battlestar Galactica	English	NTSC-U	2003-11-15	VU-015
VU-016	Outlaw Golf	English	NTSC-U	2002-06-12	VU-016
VU-017	Hulk	English	NTSC-U	2003-05-27	VU-017
VU-019	Total Immersion Racing	English	NTSC-U	2002	VU-019
VU-020	James Cameron's Dark Angel	English	NTSC-U	2002-11-18	VU-020
VU-021	The Simpsons: Hit & Run	English	NTSC-U	2003-09-16	VU-021
VU-022	Bruce Lee: Quest of the Dragon	N/A	NTSC-U	2002	VU-022
VU-023	SeaBlade	English	NTSC-U	2002-10-16	VU-023
VU-024	Mace Griffin: Bounty Hunter	N/A	NTSC-U	2003	VU-024
VU-025	Men of Valor	English	NTSC-U	2004	VU-025
VU-026	Baldur's Gate: Dark Alliance	English	NTSC-U	2001-12	VU-026
VU-027	Outlaw Golf: 9 Holes of X-Mas	N/A	NTSC-U	2002	VU-027
VU-031	Crash Nitro Kart	English	NTSC-U	2003-11-11	VU-031
VU-033	Jurassic Park: Operation Genesis	English	NTSC-U	2003	VU-033
VU-034	Aliens Versus Predator: Extinction	English	NTSC-U	2003	VU-034
VU-035	The Hobbit: The Prelude to the Lord of the Rings	English	NTSC-U	2003-11-11	VU-035
VU-038	The Chronicles of Riddick: Escape from Butcher Bay	English	NTSC-U	2004-06-01	VU-038
VU-039	Red Ninja: End of Honour	English	PAL	2005-04-01	VU-039
VU-040	Dr. Seuss' The Cat in the Hat	English	NTSC-U	2003-11-04	VU-040
VU-041	Van Helsing	English	NTSC-U	2004-05-06	VU-041
VU-042	Barbie Horse Adventures: Wild Horse Rescue	English / French / German / Italian / Spanish	NTSC-U	2003-11	VU-042
VU-045	Hunter: The Reckoning: Redeemer	English	NTSC-U	2003-10-28	VU-045
VU-046	Metal Arms: Glitch in the System	English	NTSC-U	2003-11-19	VU-046
VU-047	Fight Club	English	NTSC-U	2004-11-16	VU-047
VU-048	Predator: Concrete Jungle	English	NTSC-U	2005-04-15	VU-048
VU-049	Leisure Suit Larry: Magna Cum Laude	English	NTSC-U	2004-10-05	VU-049
VU-052	Spyro: A Hero's Tail	English	NTSC-U	2004-11-02	VU-052
VU-054	Crash Twinsanity	English / French / German / Italian	NTSC-U	2004-09-28	VU-054
VU-055	Robots	English	NTSC-U	2005	VU-055
VU-057	The Incredible Hulk: Ultimate Destruction	English	NTSC-U	2005-08-23	VU-057
VU-059	The Chronicles of Riddick: Escape from Butcher Bay	N/A	PAL	2004-06-01	VU-059
VU-063	Scarface: The World Is Yours	English	NTSC-U	2006-10	VU-063
VU-064	Men of Valor	German	PAL	2004	VU-064
VU-065	Crash Tag Team Racing	Dutch / English / French / German / Italian / Spanish	NTSC-U	2005-10-14	VU-065
VU-066	50 Cent: Bulletproof	English	NTSC-U	2005-11-17	VU-066
VU-067	Eragon	English	NTSC-U	2006-11-14	VU-067
VU-072	Bass Pro Shops: Trophy Hunter 2007	N/A	NTSC-U	2006-11-17	VU-072
VU-073	Bass Pro Shops: Trophy Bass 2007	N/A	NTSC-U	2006	VU-073
VU-074	The Legend of Spyro: A New Beginning	English / French / German / Italian / Spanish	NTSC-U	2006	VU-074
VU-075	Ice Age 2: The Meltdown	Dutch / English / German / Italian / Spanish	NTSC-U	2006-03-14	VU-075
VV-001	Crash Bandicoot: The Wrath of Cortex	Dutch / English / French / German / Italian / Spanish	PAL	2001-11	VV-001
VV-002	Bruce Lee: Quest of the Dragon	English / French / German / Italian / Spanish	PAL	2002	VV-002
VV-003	The Thing	German	PAL	2002	VV-003
VV-005	The Lord of the Rings: The Fellowship of the Ring	English / French / German / Italian / Spanish	PAL	2002-09-24	VV-005
VV-008	Hulk	English / French / German / Italian / Spanish	PAL	2003-05-27	VV-008
VV-010	Jurassic Park: Operation Genesis	English / French / German / Italian / Spanish	PAL	2003	VV-010
VV-013	Judge Dredd: Dredd vs. Death	English / German	PAL	2003-10-17	VV-013
VV-016	James Cameron's Dark Angel	English / French / German	PAL	2002-11-18	VV-016
VV-017	Mace Griffin: Bounty Hunter	English / German	PAL	2003	VV-017
VV-033	BloodRayne	English / French / Italian / Spanish	PAL	2002-10-15	VV-033
VV-037	SWAT: Global Strike Team	English / German	NTSC-U	2003	VV-037
VV-041	Die Hard: Vendetta	English / German	PAL	2002-11-08	VV-041
WE-001	Ultimate Beach Soccer	English / French / German / Italian / Portuguese / Spanish	NTSC-U	2003-08-27	WE-001
WE-005	Curse: The Eye of Isis	English / French / German / Italian / Portuguese / Spanish	NTSC-U	2003-10-24	WE-005
WR-001	Justice League Heroes	English	NTSC-U	2006-10-17	WR-001
XB-001	Test Equipment Boot Loader Utility	N/A	NTSC-U	2001-09	XB-001
XB-011	Xbox Hardware Refresh Disc	N/A	NTSC-U	2001	XB-011
XD-007	Xbox-ism: TGS2002 Playable Disc	Japanese	NTSC-J	2002-09-20	XD-007
XD-010	Xbox-ism: Winter 2002	N/A	NTSC-J	2002	XD-010
XI-001	Metal Dungeon	English	NTSC-U	2002	XI-001
XI-004	Black Stone: Magic & Steel	English	NTSC-U	2003	XI-004
XI-005	Motor Trend Presents Lotus Challenge	English / French / German / Italian / Spanish	NTSC-U	2003-04-30	XI-005
XI-007	Judge Dredd: Dredd vs. Death	English	NTSC-U	2005-02-23	XI-007
XK-001	Xbox Demo Disk Version 1.0	N/A	NTSC-U	2001	XK-001
XK-002	Xbox Demo Disk Version 1.1	English	NTSC-U	2001	XK-002
XK-003	Xbox Retailer's Demo Disc Vol. 1	Japanese	NTSC-J	2002	XK-003
XK-004	Xbox Demo Disk Version 4.0	English	PAL	2003	XK-004
XK-005	Xbox Demo Disk Version 5.0	German	PAL	2003	XK-005
XK-006	Xbox Demo Disk Version 2.0	N/A	NTSC-U	2002	XK-006
XK-007	Xbox Demo Disk Version 7.0	English / German	PAL	2003	XK-007
XK-008	Xbox Line-up Movies 2002 Summer	N/A	NTSC-J	2002	XK-008
XK-009	Xbox Exhibition	English	NTSC-U	2002-01-01	XK-009
XK-010	Xbox the Best of Demo Disk Version 10.0	Dutch / English / French / German / Italian / Spanish / Swedish	PAL	2004	XK-010
XK-011	Xbox Demo Disc Version 2.2a	English	NTSC-U	2003	XK-011
XK-012	Xbox Exhibition Volume 2	English	NTSC-U	2003-03-05	XK-012
XK-013	Xbox Demo Disk Version 13	N/A	PAL	2004	XK-013
XK-015	Xbox Demo Disc Version 2.3	English	NTSC-U	2003	XK-015
XK-016	Xbox Demo Disc Version 2.4	English	NTSC-U	2003	XK-016
XK-017	Xbox-ism: Spring 2003	Japanese	NTSC-J	2003	XK-017
XK-018	Xbox Exhibition Volume 3	English	NTSC-U	2003-07-17	XK-018
XK-020	Xbox Demo Disc Version 2.5	English	NTSC-U	2003	XK-020
XK-022	Xbox Demo Disc Version 3.0	English	NTSC-U	2003	XK-022
XK-024	Xbox Demo Disc Version 3.1	N/A	NTSC-U	2003	XK-024
XK-025	Xbox Demo Disc Version 3.2	English	NTSC-U	2003	XK-025
XK-026	Xbox Demo Disc Version 3.3	English	NTSC-U	2003	XK-026
XK-027	Xbox Demo Disc Version 3.4	English	NTSC-U	2003	XK-027
XK-028	Xbox Demo Disc Version 3.5	English	NTSC-U	2003	XK-028
XK-030	Xbox-ism: Tokyo Game Show 2003 (Disc 1) (Eizou-shuu + Taikenban)	N/A	NTSC-J	2003-09-26	XK-030
XK-031	Xbox Exhibition Volume 4	English	NTSC-U	2003-11-26	XK-031
XK-032	Xbox-ism: Winter 2003	N/A	NTSC-J	2003	XK-032
XK-033	Xbox-ism: New Year 2004	Japanese	NTSC-J	2004	XK-033
XK-035	Xbox-ism: Spring 2004	Japanese	NTSC-J	2004	XK-035
XK-036	Xbox Exhibition Volume 5	English	NTSC-U	2004-05-27	XK-036
XK-037	Xbox Demo Disc Version 3.6	English	NTSC-U	2003	XK-037
XK-038	Xbox-ism: Summer 2004	Japanese	NTSC-J	2004	XK-038
XK-039	Xbox Demo Disc Version 4.0	N/A	NTSC-U	2003	XK-039
XK-041	Xbox Demo Disc Version 4.1	English	NTSC-U	2003	XK-041
XK-042	Xbox-ism: Tokyo Game Show 2004 (Disc 1) (Taikenban)	N/A	NTSC-J	2004-09-24	XK-042
XK-043	Xbox Exhibition Volume 6	English	NTSC-U	2004-11-17	XK-043
XK-044	Xbox Demo Disc Version 4.2	English	NTSC-U	2003	XK-044
XK-045	Xbox Exhibition Volume 7	English	NTSC-U	2004-12	XK-045
XK-047	Xbox Demo Disc Version 4.3	English	NTSC-U	2003	XK-047
XK-049	Microsoft Game Studios New Year 2005	N/A	NTSC-J	2005-01-01	XK-049
XK-050	Xbox Demo Disc Version 4.4	English	NTSC-U	2003	XK-050
XK-051	Xbox Demo Disc Version 4.5	English	NTSC-U	2003	XK-051
XK-053	Xbox Demo Disc Version 4.6	N/A	NTSC-U	2003	XK-053
XL-004	Xbox Live Beta Starter Kit Disc v. 1.0	N/A	NTSC-U	2002	XL-004
XL-006	Xbox Live Beta Starter Kit Disc	English	NTSC-U	2002	XL-006
XL-007	Xbox Live Starter Kit Disc	English / French / German / Italian / Japanese / Spanish	NTSC-U	2002	XL-007
XL-008	Re-Volt	English / French / German / Italian / Japanese / Spanish	NTSC-U	2002-02-26	XL-008
XL-011	Xbox Live Starter Kit Disc / Zunou Taisen Live	Japanese	NTSC-J	2002	XL-011
XL-013	Star Wars: The Clone Wars + Tetris Worlds	English	NTSC-U	2003	XL-013
XL-015	NCAA Football 2005 + Top Spin	English / French / German	NTSC-U	2005-10-31	XL-015
XL-016	Xbox Live Starter Kit Disc	N/A	NTSC-U	2002	XL-016
XL-019	MechAssault 2: Lone Wolf + OutRun 2	English	NTSC-U	2004	XL-019
XL-020	Forza Motorsport + Xbox Live Arcade	Chinese / English / French / German / Italian / Japanese / Korean / Spanish	NTSC-U	2005-05-03	XL-020
XM-002	Malice	English / French / German / Italian / Spanish	PAL	2004-04-08	XM-002
XM-003	Championship Bowling	N/A	NTSC-U	2006-03-01	XM-003
XP-001	Gui Yi	N/A	NTSC-J	2003	XP-001
XP-004	Hello Kitty: Roller Rescue	English / French / German / Italian / Spanish	PAL	2005	XP-004
XX-007	Microsoft Windows Media Center Extender for Xbox v1.01	English	NTSC-U	2005	XX-007
YB-001	Murakumo	Korean	NTSC-J	2002-07-25	YB-001
YB-002	Otogi	Korean	NTSC-J	2002-12-12	YB-002
ZD-001	Pool Shark 2	English / French / German / Italian / Spanish	PAL	2004-11-19	ZD-001
ZD-004	Alien Hominid	English / French / German / Italian / Spanish	PAL	2004-11-21	ZD-004
