ID	title	language	region	release_date	serial
RVL-RSME-USA	Super Monkey Ball: Banana Blitz	English	NTSC-U	N/A	RVL-RSME-USA
RVL-RSMJ-JPN	Super Monkey Ball: Uki Uki Party Daishuugou	N/A	NTSC-J	N/A	RVL-RSMJ-JPN
RVL-RSMP-EUR	Super Monkey Ball: Banana Blitz	English / French / German / Italian / Spanish	PAL	N/A	RVL-RSMP-EUR
RVL-RSND-NOE	Die Simpsons: Das Spiel	German	PAL	N/A	RVL-RSND-NOE
RVL-RSNE-USA	The Simpsons Game	English	NTSC-U	N/A	RVL-RSNE-USA
RVL-RSNF-FRA	Les Simpson: Le Jeu	French	PAL	N/A	RVL-RSNF-FRA
RVL-RSNP-UKV	The Simpsons Game	English	PAL	N/A	RVL-RSNP-UKV
RVL-RSNX-EUS	The Simpsons Game	Italian / Spanish	PAL	N/A	RVL-RSNX-EUS
RVL-RSOE-USA	Solitaire & Mahjong	English	NTSC-U	N/A	RVL-RSOE-USA
RVL-RSPE-USA	Wii Sports	English	NTSC-U	N/A	RVL-RSPE-USA
RVL-RSPJ-JPN	Wii Sports	Japanese	NTSC-J	N/A	RVL-RSPJ-JPN
RVL-RSPK-KOR	Wii Sports	Korean	NTSC-J	N/A	RVL-RSPK-KOR
RVL-RSPP-EUR	Wii Sports	English / French / German / Italian / Spanish	PAL	N/A	RVL-RSPP-EUR
RVL-RSPW-TWN	Wii Sports	Chinese	NTSC-J	N/A	RVL-RSPW-TWN
RVL-RSQE-USA	We Ski	English / French / Spanish	NTSC-U	N/A	RVL-RSQE-USA
RVL-RSQJ-JPN	Family Ski	N/A	NTSC-J	N/A	RVL-RSQJ-JPN
RVL-RSQP-EUR	Family Ski	English / French / German / Italian / Spanish	PAL	N/A	RVL-RSQP-EUR
RVL-RSRE-USA	Sonic and the Secret Rings	English / French / German / Italian / Japanese / Spanish	NTSC-U	N/A	RVL-RSRE-USA
RVL-RSRJ-JPN	Sonic to Himitsu no Ring	N/A	NTSC-J	N/A	RVL-RSRJ-JPN
RVL-RSRP-EUR	Sonic and the Secret Rings	English / French / German / Italian / Japanese / Spanish	PAL	N/A	RVL-RSRP-EUR
RVL-RSSE-USA	Samurai Shodown Anthology	English	NTSC-U	N/A	RVL-RSSE-USA
RVL-RSSJ-JPN	Samurai Spirits: Rokuban Shoubu	Japanese	NTSC-J	N/A	RVL-RSSJ-JPN
RVL-RSSK-KOR	Samurai Spirits: 6beonui Seungbu	Korean	NTSC-J	N/A	RVL-RSSK-KOR
RVL-RSSP-EUR	Samurai Shodown Anthology	English	PAL	N/A	RVL-RSSP-EUR
RVL-RSTE-USA	Star Wars: The Force Unleashed	English / French	NTSC-U	N/A	RVL-RSTE-USA
RVL-RSTJ-JPN	Star Wars: The Force Unleashed	Japanese	NTSC-J	N/A	RVL-RSTJ-JPN
RVL-RSTP-EUR	Star Wars: The Force Unleashed	English / French / German / Italian / Spanish	PAL	N/A	RVL-RSTP-EUR
RVL-RSUE-USA	Summer Sports: Paradise Island	English	NTSC-U	N/A	RVL-RSUE-USA
RVL-RSUP-UKV	Sports Party	English	PAL	N/A	RVL-RSUP-UKV
RVL-RSVE-USA	Sonic Unleashed	English / French / German / Italian / Japanese / Spanish	NTSC-U	N/A	RVL-RSVE-USA
RVL-RSVJ-JPN	Sonic World Adventure	N/A	NTSC-J	N/A	RVL-RSVJ-JPN
RVL-RSVP-EUR	Sonic Unleashed	English / French / German / Italian / Japanese / Spanish	PAL	N/A	RVL-RSVP-EUR
RVL-RSWE-USA	Spyborgs	English / French / Spanish	NTSC-U	N/A	RVL-RSWE-USA
RVL-RSWP-EUR	Spyborgs	English / French / German / Italian / Spanish	PAL	N/A	RVL-RSWP-EUR
RVL-RSXE-USA	SSX Blur	English / French	NTSC-U	N/A	RVL-RSXE-USA
RVL-RSXJ-JPN	SSX Blur	Japanese	NTSC-J	N/A	RVL-RSXJ-JPN
RVL-RSXK-KOR	SSX Blur	Korean	NTSC-J	N/A	RVL-RSXK-KOR
RVL-RSXP-EUR	SSX Blur	English / French / German / Italian / Spanish	PAL	N/A	RVL-RSXP-EUR
RVL-RSYE-USA	Showtime Championship Boxing	English	NTSC-U	N/A	RVL-RSYE-USA
RVL-RSYP-EUR	Showtime Championship Boxing	English / French / German / Italian / Spanish	PAL	N/A	RVL-RSYP-EUR
RVL-RSZJ-JPN	Yukinko Daisenpuu: Sayuki to Koyuki no Hie Hie Daisoudou	Japanese	NTSC-J	N/A	RVL-RSZJ-JPN
RVL-RSZP-EUR	Legend of Sayuki	English / French / Italian / Spanish	PAL	N/A	RVL-RSZP-EUR
RVL-RT2E-USA	Arctic Tale	English	NTSC-U	N/A	RVL-RT2E-USA
RVL-RT2P-EUR	Arctic Tale	English / French / German / Italian / Spanish	PAL	N/A	RVL-RT2P-EUR
RVL-RT3E-USA	Rockstar Games Presents Table Tennis	English	NTSC-U	N/A	RVL-RT3E-USA
RVL-RT3J-JPN	Rockstar Games Presents Table Tennis	Japanese	NTSC-J	N/A	RVL-RT3J-JPN
RVL-RT3P-EUR	Rockstar Games Presents Table Tennis	English / French / German / Italian / Spanish	PAL	N/A	RVL-RT3P-EUR
RVL-RT4E-USA	Tales of Symphonia: Dawn of the New World	English	NTSC-U	N/A	RVL-RT4E-USA
RVL-RT4J-JPN	Tales of Symphonia: Ratatosk no Kishi	Japanese	NTSC-J	N/A	RVL-RT4J-JPN
RVL-RT4P-EUR	Tales of Symphonia: Dawn of the New World	English / French / German / Italian / Spanish	PAL	N/A	RVL-RT4P-EUR
RVL-RT5E-USA	Sega Superstars Tennis	English / French / Spanish	NTSC-U	N/A	RVL-RT5E-USA
RVL-RT5P-EUR	Sega Superstars Tennis	English / French / German / Italian / Spanish	PAL	N/A	RVL-RT5P-EUR
RVL-RT6P-EUR	The Magic Roundabout	Dutch / English / French / German / Italian / Spanish	PAL	N/A	RVL-RT6P-EUR
RVL-RT7E-USA	Tiger Woods PGA Tour 07	English	NTSC-U	N/A	RVL-RT7E-USA
RVL-RT7F-FRA	Tiger Woods PGA Tour 07	French	PAL	N/A	RVL-RT7F-FRA
RVL-RT7P-UKV	Tiger Woods PGA Tour 07	English	PAL	N/A	RVL-RT7P-UKV
RVL-RT8E-USA	Tiger Woods PGA Tour 08	English / French	NTSC-U	N/A	RVL-RT8E-USA
RVL-RT8J-JPN	Tiger Woods PGA Tour 08	N/A	NTSC-J	N/A	RVL-RT8J-JPN
RVL-RT8K-KOR	Tiger Woods PGA Tour 08	Korean	NTSC-J	N/A	RVL-RT8K-KOR
RVL-RT8P-EUR	Tiger Woods PGA Tour 08	English / French	PAL	N/A	RVL-RT8P-EUR
RVL-RT9E-USA	Tony Hawk's Proving Ground	English	NTSC-U	N/A	RVL-RT9E-USA
RVL-RT9P-EUR	Tony Hawk's Proving Ground	English / French / German / Italian / Spanish	PAL	N/A	RVL-RT9P-EUR
RVL-RTAE-USA	Tom Clancy's H.A.W.X. 2	English / French / Spanish	NTSC-U	N/A	RVL-RTAE-USA
RVL-RTAP-EUR	Tom Clancy's H.A.W.X. 2	English / French / German / Italian / Spanish	PAL	N/A	RVL-RTAP-EUR
RVL-RTBE-USA	Rapala's Fishing Frenzy	English	NTSC-U	N/A	RVL-RTBE-USA
RVL-RTBP-UKV	Rapala's Fishing Frenzy	English	PAL	N/A	RVL-RTBP-UKV
RVL-RTCE-USA	Tom Clancy's Splinter Cell: Double Agent	English / French / Spanish	NTSC-U	N/A	RVL-RTCE-USA
RVL-RTCP-EUR	Tom Clancy's Splinter Cell: Double Agent	English / French / German / Italian / Spanish	PAL	N/A	RVL-RTCP-EUR
RVL-RTDE-USA	The Monkey King: The Legend Begins	English	NTSC-U	N/A	RVL-RTDE-USA
RVL-RTDJ-JPN	Shin Chuuka Taisen: Michael to Meimei no Bouken	N/A	NTSC-J	N/A	RVL-RTDJ-JPN
RVL-RTDK-KOR	Sin Junghwa-daeseon: Michaelgwa Meimeiui Moheom	Korean	NTSC-J	N/A	RVL-RTDK-KOR
RVL-RTEE-USA	Paws & Claws: Pet Vet	English / French / Spanish	NTSC-U	N/A	RVL-RTEE-USA
RVL-RTEP-EUR	My Vet Practice	English / French / German / Italian / Spanish	PAL	N/A	RVL-RTEP-EUR
RVL-RTEP-FRA	My Vet Practice	English / French / German / Italian / Spanish	PAL	N/A	RVL-RTEP-FRA
RVL-RTFE-USA	Transformers: The Game	English	NTSC-U	N/A	RVL-RTFE-USA
RVL-RTFJ-JPN	Transformers: The Game	Japanese	NTSC-J	N/A	RVL-RTFJ-JPN
RVL-RTFK-KOR	Transformers: The Game	Korean	NTSC-J	N/A	RVL-RTFK-KOR
RVL-RTFP-UKV	Transformers: The Game	English	PAL	N/A	RVL-RTFP-UKV
RVL-RTFX-EUR	Transformers: The Game	German / Italian	PAL	N/A	RVL-RTFX-EUR
RVL-RTFY-EUU	Transformers: The Game	French / Spanish	PAL	N/A	RVL-RTFY-EUU
RVL-RTGJ-JPN	Wi-Fi Taiou: Gensen Table Game Wii	Japanese	NTSC-J	N/A	RVL-RTGJ-JPN
RVL-RTHE-USA	Tony Hawk's Downhill Jam	English	NTSC-U	N/A	RVL-RTHE-USA
RVL-RTHP-EUR	Tony Hawk's Downhill Jam	English / French / German / Italian / Spanish	PAL	N/A	RVL-RTHP-EUR
RVL-RTIE-USA	Wacky World of Sports	English / French / Spanish	NTSC-U	N/A	RVL-RTIE-USA
RVL-RTIJ-JPN	Chin Sports	Japanese	NTSC-J	N/A	RVL-RTIJ-JPN
RVL-RTIP-EUR	Wacky World of Sports	English / French / German / Italian / Spanish	PAL	N/A	RVL-RTIP-EUR
RVL-RTJE-USA	Star Trek: Conquest	English	NTSC-U	N/A	RVL-RTJE-USA
RVL-RTJP-EUR	Star Trek: Conquest	English / German	PAL	N/A	RVL-RTJP-EUR
RVL-RTKE-USA	Octomania	English	NTSC-U	N/A	RVL-RTKE-USA
RVL-RTKJ-JPN	Sharuui Takoron	N/A	NTSC-J	N/A	RVL-RTKJ-JPN
RVL-RTKK-KOR	Modu Hamkke Takoron	Korean	NTSC-J	N/A	RVL-RTKK-KOR
RVL-RTLE-USA	Fishing Master World Tour	English / French / Spanish	NTSC-U	N/A	RVL-RTLE-USA
RVL-RTLJ-JPN	Mezase!! Tsuri Master: Sekai ni Challenge-hen	N/A	NTSC-J	N/A	RVL-RTLJ-JPN
RVL-RTME-USA	TMNT	English / French / Spanish	NTSC-U	N/A	RVL-RTME-USA
RVL-RTMP-EUR	TMNT	English / French / German / Italian / Spanish	PAL	N/A	RVL-RTMP-EUR
RVL-RTNE-USA	Tenchu: Shadow Assassins	English / French / Spanish	NTSC-U	N/A	RVL-RTNE-USA
RVL-RTNJ-JPN	Tenchu 4	Japanese	NTSC-J	N/A	RVL-RTNJ-JPN
RVL-RTNP-UKV	Tenchu: Shadow Assassins	English / French / German / Italian / Spanish	PAL	N/A	RVL-RTNP-UKV
RVL-RTOJ-JPN	428: Fuusa Sareta Shibuya de	Japanese	NTSC-J	N/A	RVL-RTOJ-JPN
RVL-RTPP-EUR	Top Trumps Adventures	English / French / German / Italian / Spanish	PAL	N/A	RVL-RTPP-EUR
RVL-RTQE-USA	Monster Trux Offroad	English	NTSC-U	N/A	RVL-RTQE-USA
RVL-RTQP-UKV	Monster Trux Offroad	English	PAL	N/A	RVL-RTQP-UKV
RVL-RTQX-EUR	Monster Trux Offroad	Dutch / English / French / German / Italian / Spanish	PAL	N/A	RVL-RTQX-EUR
RVL-RTRE-USA	Fishing Master	English	NTSC-U	N/A	RVL-RTRE-USA
RVL-RTRJ-JPN	Mezase!! Tsuri Master	Japanese	NTSC-J	N/A	RVL-RTRJ-JPN
RVL-RTRP-EUR	Fishing Master	English / French / German / Italian / Spanish	PAL	N/A	RVL-RTRP-EUR
RVL-RTSE-USA	Totally Spies! Totally Party	English / French / Spanish	NTSC-U	N/A	RVL-RTSE-USA
RVL-RTSP-EUR	Totally Spies! Totally Party	Dutch / English / French / German / Italian / Spanish	PAL	N/A	RVL-RTSP-EUR
RVL-RTTJ-JPN	Tamagotchi no Furi Furi Kagekidan!	N/A	NTSC-J	N/A	RVL-RTTJ-JPN
RVL-RTUE-USA	Secret Files: Tunguska	English	NTSC-U	N/A	RVL-RTUE-USA
RVL-RTUP-EUR	Secret Files: Tunguska	English / French / German / Italian / Spanish	PAL	N/A	RVL-RTUP-EUR
RVL-RTVE-USA	Thrillville: Off the Rails	English	NTSC-U	N/A	RVL-RTVE-USA
RVL-RTVP-EUR	Thrillville: Off the Rails	English / French / German / Italian / Spanish	PAL	N/A	RVL-RTVP-EUR
RVL-RTWE-USA	TNA Impact! Total Nonstop Action Wrestling	English / French	NTSC-U	N/A	RVL-RTWE-USA
RVL-RTWP-EUR	TNA Impact! Total Nonstop Action Wrestling	English / French / German / Italian / Spanish	PAL	N/A	RVL-RTWP-EUR
RVL-RTYP-EUR	Wii Chess	English / French / German / Italian / Spanish	PAL	N/A	RVL-RTYP-EUR
RVL-RTZE-USA	Zack & Wiki: Quest for Barbaros' Treasure	English	NTSC-U	N/A	RVL-RTZE-USA
RVL-RTZJ-JPN	Takarajima Z: Barbaros no Hihou	N/A	NTSC-J	N/A	RVL-RTZJ-JPN
RVL-RTZK-KOR	Zack & Wiki: Barbarosui Bomul	Korean	NTSC-J	N/A	RVL-RTZK-KOR
RVL-RTZP-EUR	Zack & Wiki: Quest for Barbaros' Treasure	English / French / German / Italian / Spanish	PAL	N/A	RVL-RTZP-EUR
RVL-RU2E-USA	Winter Sports 2: The Next Challenge	English / French	NTSC-U	N/A	RVL-RU2E-USA
RVL-RU3E-USA	Summer Athletics: The Ultimate Challenge	English / French / Spanish	NTSC-U	N/A	RVL-RU3E-USA
RVL-RU4E-USA	My Fitness Coach 2: Exercise and Nutrition	English / French / Spanish	NTSC-U	N/A	RVL-RU4E-USA
RVL-RU4P-EUR	NewU Fitness First Personal Trainer	English / French / German / Italian / Spanish	PAL	N/A	RVL-RU4P-EUR
RVL-RU4X-EUU	NewU Fitness First Personal Trainer	English / French / German / Italian / Spanish	PAL	N/A	RVL-RU4X-EUU
RVL-RU5E-USA	Disney The Princess and the Frog	English / French / Spanish	NTSC-U	N/A	RVL-RU5E-USA
RVL-RU5P-EUR	Disney The Princess and the Frog	English / German / Italian / Russian	PAL	N/A	RVL-RU5P-EUR
RVL-RU5V-SCN	Disney The Princess and the Frog	Danish / English / Norwegian / Swedish	PAL	N/A	RVL-RU5V-SCN
RVL-RU5X-EUU	Disney The Princess and the Frog	Dutch / English / French / Spanish	PAL	N/A	RVL-RU5X-EUU
RVL-RU5Y-USA	Disney The Princess and the Frog	English / French / Spanish	NTSC-U	N/A	RVL-RU5Y-USA
RVL-RU6E-USA	Free Running	English / French / Spanish	NTSC-U	N/A	RVL-RU6E-USA
RVL-RU6P-EUR	Free Running	English / French / German / Italian / Spanish	PAL	N/A	RVL-RU6P-EUR
RVL-RU7E-USA	Night at the Museum: Battle of the Smithsonian: The Video Game	English	NTSC-U	N/A	RVL-RU7E-USA
RVL-RU7X-EUR	Night at the Museum 2: The Video Game	English / French / German	PAL	N/A	RVL-RU7X-EUR
RVL-RU8E-USA	Bass Pro Shops: The Hunt	English	NTSC-U	N/A	RVL-RU8E-USA
RVL-RU9E-USA	My Ballet Studio	English / French / Spanish	NTSC-U	N/A	RVL-RU9E-USA
RVL-RU9P-EUR	Diva Ballerina	English / French / German / Italian / Spanish	PAL	N/A	RVL-RU9P-EUR
RVL-RUAE-USA	Monster Jam: Urban Assault	English / French	NTSC-U	N/A	RVL-RUAE-USA
RVL-RUAP-EUR	Monster Jam: Urban Assault	English / French / German / Italian / Spanish	PAL	N/A	RVL-RUAP-EUR
RVL-RUBE-USA	Ultimate Board Game Collection	English	NTSC-U	N/A	RVL-RUBE-USA
RVL-RUBP-EUR	Ultimate Board Game Collection	English / French / German / Italian / Spanish	PAL	N/A	RVL-RUBP-EUR
RVL-RUCE-USA	Winter Sports: The Ultimate Challenge	English / French	NTSC-U	N/A	RVL-RUCE-USA
RVL-RUCP-EUR	Winter Sports 2008: The Ultimate Challenge	English / French	PAL	N/A	RVL-RUCP-EUR
RVL-RUCX-EUU	RTL Winter Sports 2008: The Ultimate Challenge	English / German	PAL	N/A	RVL-RUCX-EUU
RVL-RUEE-USA	Disney G-Force	English / French / Spanish	NTSC-U	N/A	RVL-RUEE-USA
RVL-RUEP-EUR	Disney G-Force	Dutch / English / French / Spanish	PAL	N/A	RVL-RUEP-EUR
RVL-RUER-RUS	Disney G-Force	Russian	PAL	N/A	RVL-RUER-RUS
RVL-RUEX-EUU	Disney G-Force	German / Italian	PAL	N/A	RVL-RUEX-EUU
RVL-RUEY-SCN	Disney G-Force	Danish / English / Norwegian / Swedish	PAL	N/A	RVL-RUEY-SCN
RVL-RUFE-USA	Rune Factory: Frontier	English	NTSC-U	N/A	RVL-RUFE-USA
RVL-RUFJ-JPN	Rune Factory: Frontier	Japanese	NTSC-J	N/A	RVL-RUFJ-JPN
RVL-RUFP-EUR	Rune Factory: Frontier	English / French / German	PAL	N/A	RVL-RUFP-EUR
RVL-RUGE-USA	Goosebumps HorrorLand	English	NTSC-U	N/A	RVL-RUGE-USA
RVL-RUGP-UKV	Goosebumps HorrorLand	English	PAL	N/A	RVL-RUGP-UKV
RVL-RUHE-USA	Bakugan: Battle Brawlers	English / French	NTSC-U	N/A	RVL-RUHE-USA
RVL-RUHP-EUR	Bakugan: Battle Brawlers	Dutch / English / French / German / Italian / Spanish / Swedish	PAL	N/A	RVL-RUHP-EUR
RVL-RUHX-USA	Bakugan: Battle Brawlers	English / French	NTSC-U	N/A	RVL-RUHX-USA
RVL-RUHZ-EUU	Bakugan: Battle Brawlers	Dutch / English / French / German / Italian / Spanish / Swedish	PAL	N/A	RVL-RUHZ-EUU
RVL-RUIE-USA	Disney Sing It	English / French / Spanish	NTSC-U	N/A	RVL-RUIE-USA
RVL-RUIP-EUR	Disney Sing It	Dutch / English / French / German / Italian / Spanish	PAL	N/A	RVL-RUIP-EUR
RVL-RUIX-SCN	Disney Sing It	Danish / English / Norwegian / Swedish	PAL	N/A	RVL-RUIX-SCN
RVL-RUKE-USA	Rolling Stone: Drum King	English / French / Spanish	NTSC-U	N/A	RVL-RUKE-USA
RVL-RUKP-EUR	We Rock: Drum King	English / French / German / Italian / Spanish	PAL	N/A	RVL-RUKP-EUR
RVL-RULE-USA	Ultimate Band	English / French / Spanish	NTSC-U	N/A	RVL-RULE-USA
RVL-RULP-EUR	Ultimate Band	Dutch / English / French / German / Italian / Spanish	PAL	N/A	RVL-RULP-EUR
RVL-RULR-RUS	Ultimate Band	Russian	PAL	N/A	RVL-RULR-RUS
RVL-RUME-USA	Ski and Shoot	English / French	NTSC-U	N/A	RVL-RUME-USA
RVL-RUMP-EUR	Summer Athletics	English / French / German / Italian / Spanish	PAL	N/A	RVL-RUMP-EUR
RVL-RUNJ-JPN	New Unou Kids Wii	Japanese	NTSC-J	N/A	RVL-RUNJ-JPN
RVL-RUOE-USA	Aliens in the Attic	English / Spanish	NTSC-U	N/A	RVL-RUOE-USA
RVL-RUOP-EUR	Aliens in the Attic	English / French / German / Italian / Spanish	PAL	N/A	RVL-RUOP-EUR
RVL-RUPJ-JPN	Winning Post 7 Maximum 2008	Japanese	NTSC-J	N/A	RVL-RUPJ-JPN
RVL-RUQD-NOE	Disney/Pixar Oben	German	PAL	N/A	RVL-RUQD-NOE
RVL-RUQE-USA	Disney/Pixar Up	English / French	NTSC-U	N/A	RVL-RUQE-USA
RVL-RUQI-ITA	Disney/Pixar Up	Italian	PAL	N/A	RVL-RUQI-ITA
RVL-RUQJ-JPN	Disney/Pixar Carl Jiisan no Soratobu Ie	Japanese	NTSC-J	N/A	RVL-RUQJ-JPN
RVL-RUQP-EUR	Disney/Pixar Up	English / French	PAL	N/A	RVL-RUQP-EUR
RVL-RUQS-ESP	Disney/Pixar Up	Spanish	PAL	N/A	RVL-RUQS-ESP
RVL-RUQX-EUU	Disney/Pixar Up	Dutch / French	PAL	N/A	RVL-RUQX-EUU
RVL-RURE-USA	Pool Hall Pro	English / French / Spanish	NTSC-U	N/A	RVL-RURE-USA
RVL-RURP-EUR	Pool Hall Pro	English / French / German / Italian / Spanish	PAL	N/A	RVL-RURP-EUR
RVL-RUSE-USA	Nickelodeon SpongeBob SquarePants featuring Nicktoons: Globs of Doom	English / French	NTSC-U	N/A	RVL-RUSE-USA
RVL-RUSK-KOR	Nickelodeon SpongeBob SquarePants featuring Nicktoons: Globs of Doom	Korean	NTSC-J	N/A	RVL-RUSK-KOR
RVL-RUSP-EUR	Nickelodeon SpongeBob SquarePants featuring Nicktoons: Globs of Doom	Danish / English / Finnish / Norwegian / Swedish	PAL	N/A	RVL-RUSP-EUR
RVL-RUSX-EUU	Nickelodeon SpongeBob SquarePants featuring Nicktoons: Globs of Doom	English / French	PAL	N/A	RVL-RUSX-EUU
RVL-RUSY-EUR	Nickelodeon SpongeBob SquarePants featuring Nicktoons: Globs of Doom	German / Italian / Spanish	PAL	N/A	RVL-RUSY-EUR
RVL-RUUE-MDE	Animal Crossing: City Folk	English / French / Spanish	NTSC-U	N/A	RVL-RUUE-MDE
RVL-RUUE-USA	Animal Crossing: City Folk	English / French / Spanish	NTSC-U	N/A	RVL-RUUE-USA
RVL-RUUJ-JPN	Machi e Ikou yo: Doubutsu no Mori	Japanese	NTSC-J	N/A	RVL-RUUJ-JPN
RVL-RUUK-KOR	Tauneuro Nolleogayo: Dongmurui Sup	Korean	NTSC-J	N/A	RVL-RUUK-KOR
RVL-RUUP-EUR	Animal Crossing: Let's Go to the City	English / French / German / Italian / Spanish	PAL	N/A	RVL-RUUP-EUR
RVL-RUWJ-JPN	Winning Post World	Japanese	NTSC-J	N/A	RVL-RUWJ-JPN
RVL-RUXX-EUR	Urban Extreme: Street Rage	Dutch / English / French / German / Italian / Spanish	PAL	N/A	RVL-RUXX-EUR
RVL-RUYE-USA	No More Heroes 2: Desperate Struggle	English / French / Spanish	NTSC-U	N/A	RVL-RUYE-USA
RVL-RUYJ-JPN	No More Heroes 2: Desperate Struggle	Japanese	NTSC-J	N/A	RVL-RUYJ-JPN
RVL-RUYP-EUR	No More Heroes 2: Desperate Struggle	English / French / German / Italian / Spanish	PAL	N/A	RVL-RUYP-EUR
RVL-RUZE-USA	Ultimate I Spy	English	NTSC-U	N/A	RVL-RUZE-USA
RVL-RUZP-UKV	Ultimate I Spy	English	PAL	N/A	RVL-RUZP-UKV
RVL-RV2E-USA	Game Party 2	English / French / Spanish	NTSC-U	N/A	RVL-RV2E-USA
RVL-RV2P-EUR	More Game Party	English / French / German / Italian / Spanish	PAL	N/A	RVL-RV2P-EUR
RVL-RV3P-EUR	Clever Kids: Creepy Crawlies	English / French / German / Italian / Spanish	PAL	N/A	RVL-RV3P-EUR
RVL-RV7S-ESP	Supervivientes	Spanish	PAL	N/A	RVL-RV7S-ESP
RVL-RV8E-USA	Beach Fun: Summer Challenge	English / French / Spanish	NTSC-U	N/A	RVL-RV8E-USA
RVL-RV8P-EUR	Beach Fun: Summer Challenge	English / French / German / Italian / Spanish	PAL	N/A	RVL-RV8P-EUR
RVL-RV9E-USA	Nickelodeon Avatar: The Last Airbender: Into the Inferno	English	NTSC-U	N/A	RVL-RV9E-USA
RVL-RV9P-EUR	Nickelodeon Avatar: The Legend of Aang: Into the Inferno	Danish / Dutch / English / Finnish / German / Norwegian / Swedish	PAL	N/A	RVL-RV9P-EUR
RVL-RVAE-USA	Nickelodeon Avatar: The Last Airbender: The Burning Earth	English	NTSC-U	N/A	RVL-RVAE-USA
RVL-RVAP-EUR	Nickelodeon Avatar: The Legend of Aang: The Burning Earth	Dutch / English / French / German	PAL	N/A	RVL-RVAP-EUR
RVL-RVBE-USA	Alvin and the Chipmunks	English / French	NTSC-U	N/A	RVL-RVBE-USA
RVL-RVBP-EUR	Alvin and the Chipmunks	English / French / German / Italian / Spanish	PAL	N/A	RVL-RVBP-EUR
RVL-RVDP-EUR	Diabolik: The Original Sin	Dutch / English / French / German / Italian / Spanish	PAL	N/A	RVL-RVDP-EUR
RVL-RVEF-FRA	Bienvenue chez les Ch'tis	French	PAL	N/A	RVL-RVEF-FRA
RVL-RVFE-USA	Bigfoot: Collision Course	English	NTSC-U	N/A	RVL-RVFE-USA
RVL-RVFP-EUR	Bigfoot: Collision Course	Dutch / English / French / German / Italian / Spanish	PAL	N/A	RVL-RVFP-EUR
RVL-RVGE-USA	Merv Griffin's Crosswords	English	NTSC-U	N/A	RVL-RVGE-USA
RVL-RVHP-EUR	Scrabble Interactive	English / French / Spanish	PAL	N/A	RVL-RVHP-EUR
RVL-RVIE-USA	Bionicle Heroes	English	NTSC-U	N/A	RVL-RVIE-USA
RVL-RVIP-EUR	Bionicle Heroes	Danish / English / French / German / Italian / Spanish	PAL	N/A	RVL-RVIP-EUR
RVL-RVJP-EUR	So Blonde: Back to the Island	English / French / German / Italian / Spanish	PAL	N/A	RVL-RVJP-EUR
RVL-RVKE-USA	Valhalla Knights: Eldar Saga	English	NTSC-U	N/A	RVL-RVKE-USA
RVL-RVKJ-JPN	Valhalla Knights: Eldar Saga	N/A	NTSC-J	N/A	RVL-RVKJ-JPN
RVL-RVKK-KOR	Valhalla Knights: Eldar Saga	Korean	NTSC-J	N/A	RVL-RVKK-KOR
RVL-RVKP-EUR	Eldar Saga	English / French / German / Italian / Spanish	PAL	N/A	RVL-RVKP-EUR
RVL-RVLP-EUR	Rock Revolution	Danish / English / Finnish / French / German / Italian / Norwegian / Spanish / Swedish	PAL	N/A	RVL-RVLP-EUR
RVL-RVNE-USA	Calvin Tucker's Redneck Jamboree	English	NTSC-U	N/A	RVL-RVNE-USA
RVL-RVNP-EUR	Calvin Tucker's Redneck Jamboree	English / French / German / Italian / Spanish	PAL	N/A	RVL-RVNP-EUR
RVL-RVOE-USA	Vertigo	English / French / Spanish	NTSC-U	N/A	RVL-RVOE-USA
RVL-RVOP-EUR	Vertigo	English / French / German / Italian / Spanish	PAL	N/A	RVL-RVOP-EUR
RVL-RVPE-USA	PopStar Guitar	English	NTSC-U	N/A	RVL-RVPE-USA
RVL-RVPP-EUR	PopStar Guitar	English / French / German / Italian / Spanish	PAL	N/A	RVL-RVPP-EUR
RVL-RVQE-USA	Movie Games	English / French / Spanish	NTSC-U	N/A	RVL-RVQE-USA
RVL-RVQP-EUR	Movie Studios Party	Danish / Dutch / English / French / German / Italian / Norwegian / Spanish / Swedish	PAL	N/A	RVL-RVQP-EUR
RVL-RVRE-USA	Rebel Raiders: Operation Nighthawk	English / French / Spanish	NTSC-U	N/A	RVL-RVRE-USA
RVL-RVRP-FRA	Rebel Raiders: Operation Nighthawk	English / French / German / Italian / Spanish	PAL	N/A	RVL-RVRP-FRA
RVL-RVSE-USA	Skate It	English / French / Spanish	NTSC-U	N/A	RVL-RVSE-USA
RVL-RVSJ-JPN	Skate It	Japanese	NTSC-J	N/A	RVL-RVSJ-JPN
RVL-RVSP-EUR	Skate It	Dutch / English / French / German / Italian / Spanish	PAL	N/A	RVL-RVSP-EUR
RVL-RVTF-FRA	Real Stories: Vétérinaire	French	PAL	N/A	RVL-RVTF-FRA
RVL-RVTP-EUR	My Pet World	Dutch / English / Spanish	PAL	N/A	RVL-RVTP-EUR
RVL-RVTX-EUU	Tierliebe: Groß Geschrieben ~ Veterinario: Cuccioli in Pericolo	German / Italian	PAL	N/A	RVL-RVTX-EUU
RVL-RVUE-USA	Virtua Tennis 2009	English / French / Spanish	NTSC-U	N/A	RVL-RVUE-USA
RVL-RVUP-EUR	Virtua Tennis 2009	Dutch / English / French / German / Italian / Spanish	PAL	N/A	RVL-RVUP-EUR
