ID	title	language	region	release_date	serial
RVL-RI3E-USA	The Ant Bully	English / French	NTSC-U	N/A	RVL-RI3E-USA
RVL-RI3P-EUR	The Ant Bully	English / French / German / Italian / Spanish	PAL	N/A	RVL-RI3P-EUR
RVL-RI6E-USA	Summer Sports 2: Island Sports Party	English	NTSC-U	N/A	RVL-RI6E-USA
RVL-RI6P-EUR	Summer Sports Party	Dutch / English / French / German / Italian / Spanish	PAL	N/A	RVL-RI6P-EUR
RVL-RI7E-USA	Monster Mayhem: Build and Battle	English	NTSC-U	N/A	RVL-RI7E-USA
RVL-RI8E-USA	Brothers in Arms: Double Time (Disc 1) (Brothers in Arms: Road to Hill 30)	English / French / Spanish	NTSC-U	N/A	RVL-RI8E-USA
RVL-RI8P-EUR	Brothers in Arms: Road to Hill 30	English / French / German / Italian / Spanish	PAL	N/A	RVL-RI8P-EUR
RVL-RI9E-USA	Diva Girls: Divas on Ice	English / French / Spanish	NTSC-U	N/A	RVL-RI9E-USA
RVL-RI9P-EUR	Diva Girls: Princess on Ice	English / French / German / Italian / Spanish	PAL	N/A	RVL-RI9P-EUR
RVL-RIAE-USA	Ice Age: Dawn of the Dinosaurs	English / French	NTSC-U	N/A	RVL-RIAE-USA
RVL-RIAI-ITA	L'Era Glaciale 3: L'Alba dei Dinosauri	Italian	PAL	N/A	RVL-RIAI-ITA
RVL-RIAP-EUR	Ice Age 3: Dawn of the Dinosaurs	Dutch / English / French / German / Spanish / Swedish	PAL	N/A	RVL-RIAP-EUR
RVL-RIBE-USA	Igor: The Game	English	NTSC-U	N/A	RVL-RIBE-USA
RVL-RIBP-EUR	Igor: The Game	English / French / German / Italian / Spanish	PAL	N/A	RVL-RIBP-EUR
RVL-RICE-USA	Iron Chef America: Supreme Cuisine	English	NTSC-U	N/A	RVL-RICE-USA
RVL-RIDE-USA	Smiley World: Island Challenge	English / French / Spanish	NTSC-U	N/A	RVL-RIDE-USA
RVL-RIDP-EUR	Smiley World: Island Challenge	English / French / German / Italian / Spanish	PAL	N/A	RVL-RIDP-EUR
RVL-RIEE-USA	Karaoke Revolution Presents: American Idol Encore	English	NTSC-U	N/A	RVL-RIEE-USA
RVL-RIFE-USA	Karaoke Revolution Presents: American Idol Encore 2	English / French / Spanish	NTSC-U	N/A	RVL-RIFE-USA
RVL-RIGE-USA	Nickelodeon Go Diego Go! Great Dinosaur Rescue	English	NTSC-U	N/A	RVL-RIGE-USA
RVL-RIGP-EUR	Nickelodeon Go Diego Go! Great Dinosaur Rescue	Dutch / English / French	PAL	N/A	RVL-RIGP-EUR
RVL-RIHE-USA	The Incredible Hulk	English / French	NTSC-U	N/A	RVL-RIHE-USA
RVL-RIHP-EUR	The Incredible Hulk	English / French / German / Italian / Spanish	PAL	N/A	RVL-RIHP-EUR
RVL-RIIE-USA	Kart Racer	English	NTSC-U	N/A	RVL-RIIE-USA
RVL-RIIP-EUR	Kart Racer	English / French / German / Italian / Spanish	PAL	N/A	RVL-RIIP-EUR
RVL-RIJE-USA	G.I. Joe: The Rise of Cobra	English / French	NTSC-U	N/A	RVL-RIJE-USA
RVL-RIJP-EUR	G.I. Joe: The Rise of Cobra	English / French / German / Italian / Spanish	PAL	N/A	RVL-RIJP-EUR
RVL-RIKE-USA	Truck Racer	English	NTSC-U	N/A	RVL-RIKE-USA
RVL-RIKP-EUR	Truck Racer	English / French / German / Italian / Spanish	PAL	N/A	RVL-RIKP-EUR
RVL-RILJ-JPN	Puzzle Series Vol. 2: Illust Logic + Colorful Logic	Japanese	NTSC-J	N/A	RVL-RILJ-JPN
RVL-RIME-USA	Impossible Mission	English	NTSC-U	N/A	RVL-RIME-USA
RVL-RIMP-EUR	Impossible Mission	English / French / German / Italian / Spanish	PAL	N/A	RVL-RIMP-EUR
RVL-RINE-USA	Dead Rising: Chop Till You Drop	English / French / Spanish	NTSC-U	N/A	RVL-RINE-USA
RVL-RINJ-JPN	Dead Rising: Zombie no Ikenie	Japanese	NTSC-J	N/A	RVL-RINJ-JPN
RVL-RINP-EUR	Dead Rising: Chop Till You Drop	English / French / German / Italian / Spanish	PAL	N/A	RVL-RINP-EUR
RVL-RIOP-EUR	Horrible Histories: Ruthless Romans	English / French / German / Italian / Spanish	PAL	N/A	RVL-RIOP-EUR
RVL-RIPE-USA	Shonen Jump One Piece: Unlimited Adventure	English	NTSC-U	N/A	RVL-RIPE-USA
RVL-RIPJ-JPN	One Piece: Unlimited Adventure	N/A	NTSC-J	N/A	RVL-RIPJ-JPN
RVL-RIQP-UKV	Dancing on Ice	English	PAL	N/A	RVL-RIQP-UKV
RVL-RIRE-USA	Iron Man	English / French / Spanish	NTSC-U	N/A	RVL-RIRE-USA
RVL-RIRP-EUR	Iron Man	English / French / German / Italian / Spanish	PAL	N/A	RVL-RIRP-EUR
RVL-RITF-FRA	Intervilles: Le Jeu Officiel	French	PAL	N/A	RVL-RITF-FRA
RVL-RIUJ-JPN	One Piece: Unlimited Cruise: Episode 2: Mezameru Yuusha	Japanese	NTSC-J	N/A	RVL-RIUJ-JPN
RVL-RIUP-EUR	One Piece: Unlimited Cruise 2: Awakening of a Hero	English / French / German / Italian / Spanish	PAL	N/A	RVL-RIUP-EUR
RVL-RIVE-USA	Ivy the Kiwi?	English / French / Spanish	NTSC-U	N/A	RVL-RIVE-USA
RVL-RIVJ-JPN	Ivy the Kiwi?	N/A	NTSC-J	N/A	RVL-RIVJ-JPN
RVL-RIVP-EUR	Ivy the Kiwi?	English / French / German / Italian / Spanish	PAL	N/A	RVL-RIVP-EUR
RVL-RIWE-USA	Burger Island	English	NTSC-U	N/A	RVL-RIWE-USA
RVL-RIXE-USA	Dodge Racing: Charger vs Challenger	English / French / Spanish	NTSC-U	N/A	RVL-RIXE-USA
RVL-RIXP-EUR	Dodge Racing: Charger vs Challenger	English / French / German / Italian / Spanish	PAL	N/A	RVL-RIXP-EUR
RVL-RIYE-USA	Space Camp	English / French	NTSC-U	N/A	RVL-RIYE-USA
RVL-RIYP-EUR	Space Camp	English / French / German / Italian / Spanish	PAL	N/A	RVL-RIYP-EUR
RVL-RIZE-USA	Indianapolis 500 Legends	English	NTSC-U	N/A	RVL-RIZE-USA
RVL-RJ2E-USA	007: Quantum of Solace	English / French	NTSC-U	N/A	RVL-RJ2E-USA
RVL-RJ2J-JPN	007: Nagusame no Houshuu	Japanese	NTSC-J	N/A	RVL-RJ2J-JPN
RVL-RJ2P-EUR	007: Quantum of Solace	English / French / German / Italian / Spanish	PAL	N/A	RVL-RJ2P-EUR
RVL-RJ3E-USA	Jeep Thrills	English	NTSC-U	N/A	RVL-RJ3E-USA
RVL-RJ3P-EUR	Jeep Thrills	English / French / German / Italian / Spanish	PAL	N/A	RVL-RJ3P-EUR
RVL-RJ4E-USA	Jewel Master: Cradle of Rome	English	NTSC-U	N/A	RVL-RJ4E-USA
RVL-RJ4P-EUR	Jewel Master: Cradle of Rome	Dutch / English / French / German / Italian / Spanish	PAL	N/A	RVL-RJ4P-EUR
RVL-RJ6E-USA	MySims SkyHeroes	English / French / Spanish	NTSC-U	N/A	RVL-RJ6E-USA
RVL-RJ6P-EUR	MySims SkyHeroes	Dutch / English / French / German / Italian / Spanish	PAL	N/A	RVL-RJ6P-EUR
RVL-RJ7F-FRA	Télé 7 Jeux: Mots Fléchés	French	PAL	N/A	RVL-RJ7F-FRA
RVL-RJ8E-USA	Indiana Jones and the Staff of Kings	English / French / Spanish	NTSC-U	N/A	RVL-RJ8E-USA
RVL-RJ8P-EUR	Indiana Jones and the Staff of Kings	English / French / German / Italian / Spanish	PAL	N/A	RVL-RJ8P-EUR
RVL-RJ9E-USA	Think Logic Trainer	English	NTSC-U	N/A	RVL-RJ9E-USA
RVL-RJ9F-FRA	L'Entraîneur Cérébral et Sportif	French	PAL	N/A	RVL-RJ9F-FRA
RVL-RJ9H-HOL	Think: Train Je Brein	Dutch	PAL	N/A	RVL-RJ9H-HOL
RVL-RJ9P-EUR	Think: Logik Trainer	English / German	PAL	N/A	RVL-RJ9P-EUR
RVL-RJ9X-EUU	Think: Logic Trainer	English / German / Spanish	PAL	N/A	RVL-RJ9X-EUU
RVL-RJAD-NOE	Call of Duty: Modern Warfare: Reflex	German	PAL	N/A	RVL-RJAD-NOE
RVL-RJAE-USA	Call of Duty: Modern Warfare: Reflex	English / French	NTSC-U	N/A	RVL-RJAE-USA
RVL-RJAP-EUR	Call of Duty: Modern Warfare: Reflex	English / French	PAL	N/A	RVL-RJAP-EUR
RVL-RJAX-EUU	Call of Duty: Modern Warfare: Reflex	Italian / Spanish	PAL	N/A	RVL-RJAX-EUU
RVL-RJBJ-JPN	Daikaijuu Battle: Ultra Coliseum	Japanese	NTSC-J	N/A	RVL-RJBJ-JPN
RVL-RJCE-USA	Score International Baja 1000: The Official Game	English	NTSC-U	N/A	RVL-RJCE-USA
RVL-RJCP-EUR	Score International Baja 1000: World Championship Off Road Racing	English	PAL	N/A	RVL-RJCP-EUR
RVL-RJDP-EUR	My Animal Centre	Dutch / English / French / German / Italian / Spanish	PAL	N/A	RVL-RJDP-EUR
RVL-RJEE-USA	Jenga World Tour	English / French / German / Italian / Spanish	NTSC-U	N/A	RVL-RJEE-USA
RVL-RJEP-EUR	Jenga World Tour	English / French / German / Italian / Spanish	PAL	N/A	RVL-RJEP-EUR
RVL-RJFE-USA	Jillian Michaels' Fitness Ultimatum 2009	English	NTSC-U	N/A	RVL-RJFE-USA
RVL-RJFP-EUR	Jillian Michaels' Fitness Ultimatum 2009	English / French / German / Italian / Spanish	PAL	N/A	RVL-RJFP-EUR
RVL-RJGJ-JPN	Jinsei Game Wii	Japanese	NTSC-J	N/A	RVL-RJGJ-JPN
RVL-RJHE-USA	DreamWorks Madagascar Kartz	English / French	NTSC-U	N/A	RVL-RJHE-USA
RVL-RJHP-EUR	DreamWorks Madagascar Kartz	Dutch / English / French / German / Italian / Spanish / Swedish	PAL	N/A	RVL-RJHP-EUR
RVL-RJIP-EUR	Ferrari: The Race Experience	English / French / German / Italian / Spanish	PAL	N/A	RVL-RJIP-EUR
RVL-RJJE-USA	Jambo! Safari: Animal Rescue	English / French / Spanish	NTSC-U	N/A	RVL-RJJE-USA
RVL-RJJP-EUR	Jambo! Safari: Ranger Adventure	English / French / German / Italian / Spanish	PAL	N/A	RVL-RJJP-EUR
RVL-RJME-USA	Jumper: Griffin's Story	English / French	NTSC-U	N/A	RVL-RJME-USA
RVL-RJMP-EUR	Jumper: Griffin's Story	English / French / German / Italian / Spanish	PAL	N/A	RVL-RJMP-EUR
RVL-RJNE-USA	Build'n Race	English / French / Spanish	NTSC-U	N/A	RVL-RJNE-USA
RVL-RJOE-USA	Ju-on: The Grudge: Haunted House Simulator	English / French / Spanish	NTSC-U	N/A	RVL-RJOE-USA
RVL-RJOJ-JPN	Kyoufu Taikan: Juon	Japanese	NTSC-J	N/A	RVL-RJOJ-JPN
RVL-RJOP-EUR	Ju-on: The Grudge	Dutch / English / French / German / Italian / Spanish	PAL	N/A	RVL-RJOP-EUR
RVL-RJPJ-JPN	Jikkyou Powerful Pro Yakyuu Wii	Japanese	NTSC-J	N/A	RVL-RJPJ-JPN
RVL-RJQE-USA	Pajama Sam: Don't Fear the Dark	English	NTSC-U	N/A	RVL-RJQE-USA
RVL-RJQP-EUR	Pajama Sam: No Need to Hide When It's Dark Outside	Dutch / English / French / German	PAL	N/A	RVL-RJQP-EUR
RVL-RJRE-USA	Dance Dance Revolution: Hottest Party 3	English	NTSC-U	N/A	RVL-RJRE-USA
RVL-RJRJ-JPN	Dance Dance Revolution: Music Fit	Japanese	NTSC-J	N/A	RVL-RJRJ-JPN
RVL-RJRP-EUR	Dance Dance Revolution: Hottest Party 3	English / French / German / Italian / Spanish	PAL	N/A	RVL-RJRP-EUR
RVL-RJSE-USA	Kawasaki Jet Ski	English	NTSC-U	N/A	RVL-RJSE-USA
RVL-RJSP-UKV	Kawasaki Jet Ski	English	PAL	N/A	RVL-RJSP-UKV
RVL-RJSX-EUR	Kawasaki Jet Ski	Dutch / English / French / German / Italian / Spanish	PAL	N/A	RVL-RJSX-EUR
RVL-RJTJ-JPN	Minna no Joushiki Ryoku TV	N/A	NTSC-J	N/A	RVL-RJTJ-JPN
RVL-RJVE-USA	Hysteria Hospital: Emergency Ward	English / French / Spanish	NTSC-U	N/A	RVL-RJVE-USA
RVL-RJVP-EUR	Hysteria Hospital: Emergency Ward	English / French / German / Italian / Spanish	PAL	N/A	RVL-RJVP-EUR
RVL-RJWJ-JPN	Jawa: Mammoth to Himitsu no Ishi	Japanese	NTSC-J	N/A	RVL-RJWJ-JPN
RVL-RJXE-USA	Go Play: Lumberjacks	English	NTSC-U	N/A	RVL-RJXE-USA
RVL-RJXX-EUR	Go Play: Lumberjacks	English / French / German	PAL	N/A	RVL-RJXX-EUR
RVL-RJYE-USA	Doctor Fizzwizzle's Animal Rescue	English	NTSC-U	N/A	RVL-RJYE-USA
RVL-RJZP-UKV	SNK Arcade Classics Vol. 1	English	PAL	N/A	RVL-RJZP-UKV
RVL-RK2E-USA	Trauma Center: New Blood	English	NTSC-U	N/A	RVL-RK2E-USA
RVL-RK2J-JPN	Caduceus: New Blood	Japanese	NTSC-J	N/A	RVL-RK2J-JPN
RVL-RK2P-EUR	Trauma Center: New Blood	English / French / German / Italian / Spanish	PAL	N/A	RVL-RK2P-EUR
RVL-RK3J-JPN	And-Kensaku	Japanese	NTSC-J	N/A	RVL-RK3J-JPN
RVL-RK4J-JPN	Kekkaishi: Kokubourou no Kage	N/A	NTSC-J	N/A	RVL-RK4J-JPN
RVL-RK5E-USA	Kirby's Epic Yarn	English / French / Spanish	NTSC-U	N/A	RVL-RK5E-USA
RVL-RK5J-JPN	Keito no Kirby	Japanese	NTSC-J	N/A	RVL-RK5J-JPN
RVL-RK5K-KOR	Teolsil Kirby Iyagi	Korean	NTSC-J	N/A	RVL-RK5K-KOR
RVL-RK5P-EUR	Kirby's Epic Yarn	English / French / German / Italian / Spanish	PAL	N/A	RVL-RK5P-EUR
RVL-RK6E-USA	Marble Saga: Kororinpa	English / French / Spanish	NTSC-U	N/A	RVL-RK6E-USA
RVL-RK6J-JPN	Kororinpa 2: Anthony to Kin'iro Himawari no Tane	Japanese	NTSC-J	N/A	RVL-RK6J-JPN
RVL-RK6P-EUR	Marbles! Balance Challenge	English / French / German / Italian / Spanish	PAL	N/A	RVL-RK6P-EUR
RVL-RK7J-JPN	Ougon no Kizuna	Japanese	NTSC-J	N/A	RVL-RK7J-JPN
RVL-RK8E-USA	Major League Baseball 2K8	English	NTSC-U	N/A	RVL-RK8E-USA
RVL-RK9E-USA	Karaoke Revolution	English / French / Portuguese / Spanish	NTSC-U	N/A	RVL-RK9E-USA
RVL-RK9P-EUR	Karaoke Revolution	Danish / English / Finnish / French / German / Italian / Norwegian / Portuguese / Spanish / Swedish	PAL	N/A	RVL-RK9P-EUR
RVL-RKAE-USA	Ultimate Shooting Collection	English	NTSC-U	N/A	RVL-RKAE-USA
RVL-RKAJ-JPN	Milestone Shooting Collection: Karous Wii	Japanese	NTSC-J	N/A	RVL-RKAJ-JPN
RVL-RKAK-KOR	Milestone Shooting Collection: Karous Wii	Korean	NTSC-J	N/A	RVL-RKAK-KOR
RVL-RKBE-USA	Cranium Kabookii	English / French / Spanish	NTSC-U	N/A	RVL-RKBE-USA
RVL-RKBP-EUR	Cranium Kabookii	English / French / German / Italian / Spanish	PAL	N/A	RVL-RKBP-EUR
RVL-RKDE-USA	Trauma Center: Second Opinion	English	NTSC-U	N/A	RVL-RKDE-USA
RVL-RKDJ-JPN	Caduceus Z: Futatsu no Chou Shittou	Japanese	NTSC-J	N/A	RVL-RKDJ-JPN
RVL-RKDP-EUR	Trauma Center: Second Opinion	English / French / German / Italian / Spanish	PAL	N/A	RVL-RKDP-EUR
RVL-RKEE-USA	Cate West: The Vanishing Files	English	NTSC-U	N/A	RVL-RKEE-USA
RVL-RKEP-EUR	Cate West: The Vanishing Files	English	PAL	N/A	RVL-RKEP-EUR
RVL-RKFE-USA	The King of Fighters Collection: The Orochi Saga	English	NTSC-U	N/A	RVL-RKFE-USA
RVL-RKFK-KOR	The King of Fighters Collection: The Orochi Saga	Korean	NTSC-J	N/A	RVL-RKFK-KOR
RVL-RKFP-UKV	The King of Fighters Collection: The Orochi Saga	English	PAL	N/A	RVL-RKFP-UKV
RVL-RKGE-USA	Bratz Kidz	English / French / Spanish	NTSC-U	N/A	RVL-RKGE-USA
RVL-RKGP-EUR	Bratz Kidz: Party	Danish / English / French / German / Italian / Norwegian / Spanish / Swedish	PAL	N/A	RVL-RKGP-EUR
RVL-RKHE-USA	DreamWorks Kung Fu Panda: Legendary Warriors	English / French	NTSC-U	N/A	RVL-RKHE-USA
RVL-RKHP-EUR	DreamWorks Kung Fu Panda: Legendary Warriors	Dutch / English / French / German / Italian / Spanish	PAL	N/A	RVL-RKHP-EUR
RVL-RKIE-USA	Kidz Sports Ice Hockey	English	NTSC-U	N/A	RVL-RKIE-USA
RVL-RKIP-UKV	Kidz Sports Ice Hockey	English	PAL	N/A	RVL-RKIP-UKV
RVL-RKIX-EUR	Kidz Sports Ice Hockey	Dutch / English / French / German / Italian / Spanish	PAL	N/A	RVL-RKIX-EUR
RVL-RKJJ-JPN	Zaidan Houjin Nihon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 250 Mannin no Kanken: Wii de Tokoton Kanji Nou	N/A	NTSC-J	N/A	RVL-RKJJ-JPN
RVL-RKKE-USA	Heavenly Guardian	English	NTSC-U	N/A	RVL-RKKE-USA
RVL-RKLE-USA	Coraline	English / French / Spanish	NTSC-U	N/A	RVL-RKLE-USA
RVL-RKLP-EUR	Coraline	English / French / German / Italian / Spanish	PAL	N/A	RVL-RKLP-EUR
RVL-RKME-USA	Mortal Kombat: Armageddon	English	NTSC-U	N/A	RVL-RKME-USA
RVL-RKMP-EUR	Mortal Kombat: Armageddon	English / French / German / Italian / Spanish	PAL	N/A	RVL-RKMP-EUR
RVL-RKNJ-JPN	Zaidan Houjin Nihon Kanji Nouryoku Kentei Kyoukai Kounin: Kanken Wii: Kanji-ou Ketteisen	Japanese	NTSC-J	N/A	RVL-RKNJ-JPN
RVL-RKOJ-JPN	Rilakkuma: Minna de Goyururi Seikatsu	Japanese	NTSC-J	N/A	RVL-RKOJ-JPN
RVL-RKPE-USA	DreamWorks Kung Fu Panda	English / French	NTSC-U	N/A	RVL-RKPE-USA
RVL-RKPJ-JPN	DreamWorks Kung Fu Panda	Japanese	NTSC-J	N/A	RVL-RKPJ-JPN
RVL-RKPK-KOR	DreamWorks Kung Fu Panda	Korean	NTSC-J	N/A	RVL-RKPK-KOR
RVL-RKPP-EUR	DreamWorks Kung Fu Panda	Dutch / English / French	PAL	N/A	RVL-RKPP-EUR
RVL-RKPV-SWE	DreamWorks Kung Fu Panda	Swedish	PAL	N/A	RVL-RKPV-SWE
RVL-RKPX-EUU	DreamWorks Kung Fu Panda	English / Italian	PAL	N/A	RVL-RKPX-EUU
RVL-RKPY-EUT	DreamWorks Kung Fu Panda	German / Spanish	PAL	N/A	RVL-RKPY-EUT
RVL-RKQE-USA	Candace Kane's Candy Factory	English	NTSC-U	N/A	RVL-RKQE-USA
RVL-RKSE-USA	Kidz Sports Basketball	English	NTSC-U	N/A	RVL-RKSE-USA
RVL-RKSP-UKV	Kidz Sports Basketball	English	PAL	N/A	RVL-RKSP-UKV
RVL-RKSX-EUR	Kidz Sports Basketball	Dutch / English / French / German / Italian / Spanish	PAL	N/A	RVL-RKSX-EUR
RVL-RKTE-USA	Kidz Sports International Soccer	English	NTSC-U	N/A	RVL-RKTE-USA
RVL-RKTX-EUR	Kidz Sports International Football	Dutch / English / French / German / Italian / Spanish	PAL	N/A	RVL-RKTX-EUR
RVL-RKVE-USA	The Bigs 2	English	NTSC-U	N/A	RVL-RKVE-USA
RVL-RKVP-UKV	The Bigs 2: Baseball	English	PAL	N/A	RVL-RKVP-UKV
RVL-RKWJ-JPN	Jigsaw Puzzle: Kyou no Wanko	N/A	NTSC-J	N/A	RVL-RKWJ-JPN
RVL-RKXE-USA	Rock Band	English	NTSC-U	N/A	RVL-RKXE-USA
RVL-RKXP-UKV	Rock Band	English / French / German / Italian / Spanish	PAL	N/A	RVL-RKXP-UKV
RVL-RKYE-USA	Army Men: Soldiers of Misfortune	English / French / Spanish	NTSC-U	N/A	RVL-RKYE-USA
RVL-RKYP-EUR	Army Men: Soldiers of Misfortune	English / French / German / Italian / Spanish	PAL	N/A	RVL-RKYP-EUR
RVL-RKZE-USA	Lost in Blue: Shipwrecked	English / French / Spanish	NTSC-U	N/A	RVL-RKZE-USA
RVL-RKZJ-JPN	Survival Kids Wii	Japanese	NTSC-J	N/A	RVL-RKZJ-JPN
RVL-RKZP-EUR	Lost in Blue: Shipwrecked	English / French / German / Italian / Spanish	PAL	N/A	RVL-RKZP-EUR
RVL-RL2E-USA	Gallop & Ride!	English	NTSC-U	N/A	RVL-RL2E-USA
RVL-RL2H-HOL	Paard & Pony: Mijn Paardenstal: Al Jouw Ruiterdromen Komen Uit!	Dutch	PAL	N/A	RVL-RL2H-HOL
RVL-RL2P-EUR	Horse & Pony: My Riding Stables	English / French / German / Italian / Spanish	PAL	N/A	RVL-RL2P-EUR
RVL-RL3E-USA	Luxor 3	English	NTSC-U	N/A	RVL-RL3E-USA
RVL-RL4E-USA	LEGO Indiana Jones 2: The Adventure Continues	English / French / Spanish	NTSC-U	N/A	RVL-RL4E-USA
RVL-RL4P-EUR	LEGO Indiana Jones 2: The Adventure Continues	Danish / English / French / German / Italian / Spanish	PAL	N/A	RVL-RL4P-EUR
RVL-RL5E-USA	Nickelodeon iCarly	English / French	NTSC-U	N/A	RVL-RL5E-USA
RVL-RL5P-EUR	Nickelodeon iCarly	Dutch / English / French / German / Italian / Spanish	PAL	N/A	RVL-RL5P-EUR
RVL-RL6E-USA	Nerf N-Strike Elite	English	NTSC-U	N/A	RVL-RL6E-USA
RVL-RL7E-USA	Littlest Pet Shop: Friends	English / French / Spanish	NTSC-U	N/A	RVL-RL7E-USA
RVL-RL7P-EUR	Littlest Pet Shop: Friends	Danish / Dutch / English / Finnish / French / German / Italian / Norwegian / Portuguese / Spanish / Swedish	PAL	N/A	RVL-RL7P-EUR
RVL-RL8E-USA	MLB Power Pros 2008	English	NTSC-U	N/A	RVL-RL8E-USA
RVL-RL9P-EUR	King of Pool	English / French / German / Italian / Spanish	PAL	N/A	RVL-RL9P-EUR
RVL-RLAD-NOE	Deal or No Deal: Der Banker schlägt zurück	German	PAL	N/A	RVL-RLAD-NOE
RVL-RLAE-USA	Deal or No Deal	English	NTSC-U	N/A	RVL-RLAE-USA
RVL-RLAP-UKV	Deal or No Deal: The Banker Is Back	English	PAL	N/A	RVL-RLAP-UKV
RVL-RLBE-USA	LEGO Batman: The Videogame	English / French / Spanish	NTSC-U	N/A	RVL-RLBE-USA
RVL-RLBP-EUR	LEGO Batman: The Videogame	Danish / English / French / German / Italian / Spanish	PAL	N/A	RVL-RLBP-EUR
RVL-RLCP-EUR	Love Is... in Bloom	Dutch / English / French / German / Italian / Spanish	PAL	N/A	RVL-RLCP-EUR
RVL-RLDE-USA	Legend of the Dragon	English / French / Spanish	NTSC-U	N/A	RVL-RLDE-USA
RVL-RLDP-EUR	Legend of the Dragon	English / French / German / Italian / Spanish	PAL	N/A	RVL-RLDP-EUR
RVL-RLEE-USA	Ten Pin Alley 2	English / French / Spanish	NTSC-U	N/A	RVL-RLEE-USA
RVL-RLFE-USA	Star Wars: The Clone Wars: Lightsaber Duels	English / French	NTSC-U	N/A	RVL-RLFE-USA
RVL-RLFP-EUR	Star Wars: The Clone Wars: Lightsaber Duels	English / French / German / Italian / Spanish	PAL	N/A	RVL-RLFP-EUR
RVL-RLGE-USA	LEGO Star Wars: The Complete Saga	English / French / Spanish	NTSC-U	N/A	RVL-RLGE-USA
RVL-RLGJ-JPN	LEGO Star Wars: The Complete Saga	Japanese	NTSC-J	N/A	RVL-RLGJ-JPN
RVL-RLGP-EUR	LEGO Star Wars: The Complete Saga	Danish / English / French / German / Italian / Spanish	PAL	N/A	RVL-RLGP-EUR
RVL-RLHE-USA	Little League World Series Baseball 2008	English	NTSC-U	N/A	RVL-RLHE-USA
RVL-RLHP-UKV	Little League World Series Baseball 2008	English	PAL	N/A	RVL-RLHP-UKV
RVL-RLIE-USA	LEGO Indiana Jones: The Original Adventures	English / French / Spanish	NTSC-U	N/A	RVL-RLIE-USA
RVL-RLIP-EUR	LEGO Indiana Jones: The Original Adventures	Danish / English / French / German / Italian / Spanish	PAL	N/A	RVL-RLIP-EUR
RVL-RLJE-USA	Line Rider 2: Unbound	English	NTSC-U	N/A	RVL-RLJE-USA
RVL-RLJP-EUR	Line Rider Freestyle	English / French / German / Italian / Spanish	PAL	N/A	RVL-RLJP-EUR
RVL-RLKE-USA	Code Lyoko: Quest for Infinity	English / French / Spanish	NTSC-U	N/A	RVL-RLKE-USA
RVL-RLKP-FRA	Code Lyoko: Quest for Infinity	English / French / Italian / Spanish	PAL	N/A	RVL-RLKP-FRA
RVL-RLLP-EUR	Go West! A Lucky Luke Adventure	Dutch / English / French / German / Italian / Spanish	PAL	N/A	RVL-RLLP-EUR
RVL-RLNE-USA	Survivor	English	NTSC-U	N/A	RVL-RLNE-USA
RVL-RLNF-FRA	Koh-Lanta	French	PAL	N/A	RVL-RLNF-FRA
RVL-RLNH-HOL	Expeditie Robinson	Dutch	PAL	N/A	RVL-RLNH-HOL
RVL-RLNI-ITA	L'Isola dei Famosi	Italian	PAL	N/A	RVL-RLNI-ITA
RVL-RLNP-UKV	Survivor	Danish / English / Norwegian / Swedish	PAL	N/A	RVL-RLNP-UKV
RVL-RLPE-USA	Littlest Pet Shop	English / French / Spanish	NTSC-U	N/A	RVL-RLPE-USA
RVL-RLPP-EUR	Littlest Pet Shop	Czech / Danish / Dutch / English / Finnish / French / German / Italian / Norwegian / Polish / Spanish / Swedish	PAL	N/A	RVL-RLPP-EUR
RVL-RLQE-USA	Big League Sports	English / French	NTSC-U	N/A	RVL-RLQE-USA
RVL-RLQP-EUR	World Championship Sports	English / French / German / Italian / Spanish	PAL	N/A	RVL-RLQP-EUR
RVL-RLRE-USA	Lara Croft Tomb Raider: Anniversary	English / French / Spanish	NTSC-U	N/A	RVL-RLRE-USA
RVL-RLRJ-JPN	Lara Croft Tomb Raider: Anniversary	Japanese	NTSC-J	N/A	RVL-RLRJ-JPN
RVL-RLRP-EUR	Lara Croft Tomb Raider: Anniversary	English / French / German / Italian / Spanish	PAL	N/A	RVL-RLRP-EUR
RVL-RLSE-USA	Alien Syndrome	English	NTSC-U	N/A	RVL-RLSE-USA
RVL-RLSP-EUR	Alien Syndrome	English / French / German / Italian / Spanish	PAL	N/A	RVL-RLSP-EUR
RVL-RLTE-USA	London Taxi: Rushour	English	NTSC-U	N/A	RVL-RLTE-USA
RVL-RLTX-EUR	London Taxi: Rushour	Dutch / English / French / German / Italian / Spanish	PAL	N/A	RVL-RLTX-EUR
RVL-RLUE-USA	Walt Disney Pictures Bolt	English / French / Spanish	NTSC-U	N/A	RVL-RLUE-USA
RVL-RLUP-EUR	Disney Bolt	English / Italian / Spanish	PAL	N/A	RVL-RLUP-EUR
RVL-RLUR-RUS	Disney Bolt	Russian	PAL	N/A	RVL-RLUR-RUS
RVL-RLUX-EUU	Disney Bolt	Dutch / French / German	PAL	N/A	RVL-RLUX-EUU
RVL-RLUY-SCN	Disney Bolt	Danish / English / Norwegian / Swedish	PAL	N/A	RVL-RLUY-SCN
RVL-RLVE-USA	Nickelodeon Avatar: The Last Airbender	English	NTSC-U	N/A	RVL-RLVE-USA
