発売日,メーカー,タイトル,⭐クロスレビュー(評価),パッケージ併売,ジャンル,開発元,ID,販売本数,ジャンル(詳細),プラットフォーム
2020-11-12,ソニー・インタラクティブエンタテインメント,ASTRO's PLAYROOM,-,,ETC,ソニー・インタラクティブエンタテインメント,0,1,その他,その他
2020-11-12,Young Horses（英語版）,Bugsnax（英語版）,32,,SPT,Young Horses（英語版）,6820_0m_4923,1,野球,その他
2020-11-12,Starbreeze Studios（英語版）,Dead by Daylight,-,,ETC,Starbreeze Studios（英語版）,1964_0m_1295,1,その他,その他
2020-11-12,ソニー・インタラクティブエンタテインメント,Demon's Souls,-,YES,ETC,ソニー・インタラクティブエンタテインメント,4474_0m_2260n,1,その他,その他
2020-11-12,Gearbox Publishing,Godfall（英語版）,32,YES,SPT,Gearbox Publishing,6820_0m_4923,1,野球,その他
2020-11-12,ソニー・インタラクティブエンタテインメント,Marvel's Spider-Man: Miles Morales,38,YES,AADV,ソニー・インタラクティブエンタテインメント,4308_0m_2184,1,アクションアドベンチャー,その他
2020-11-12,テイクツー・インタラクティブ,NBA 2K21（英語版）,32,YES,SPT,テイクツー・インタラクティブ,6820_0m_4923,1,野球,その他
2020-11-12,Hello Games,No Man's Sky,32,YES,AADV,Hello Games,0,1,アクションアドベンチャー,その他
2020-11-12,Team17（英語版）,Overcooked! 王国のフルコース,-,YES,ETC,Team17（英語版）,0,1,その他,その他
2020-11-12,ソニー・インタラクティブエンタテインメント,Share Factory Studio,-,,ETC,ソニー・インタラクティブエンタテインメント,0,1,その他,その他
2020-11-12,アンナプルナ・インタラクティブ,The Pathless,-,,ETC,アンナプルナ・インタラクティブ,0,1,その他,その他
2020-11-12,ユービーアイソフト,アサシン クリード ヴァルハラ,35,YES,ARPG,ユービーアイソフト,4230_0m_2167,1,アクションRPG,その他
2020-11-12,ユービーアイソフト,ウォッチドッグス レギオン,36,YES,ACT,ユービーアイソフト,43_0m_43,1,ハッキングアクション,その他
2020-11-12,MUTAN,グーニャファイター ぷるぷる触感Edition,-,,ETC,MUTAN,0,1,その他,その他
2020-11-12,カプコン,デビルメイクライ5 スペシャルエディション,37,YES,ACT,カプコン,4475_0m_2261,1,スタイリッシュアクション,その他
2020-11-12,Epic Games,フォートナイト,-,,ETC,Epic Games,0,1,その他,その他
2020-11-12,Frontier Developments,プラネットコースター: コンソール版,-,,ETC,Frontier Developments,0,1,その他,その他
2020-11-12,テイクツー・インタラクティブ,ボーダーランズ3,35,,SHT,テイクツー・インタラクティブ,2878_0m_1624,1,RPGシューター,その他
2020-11-12,ソニー・インタラクティブエンタテインメント,リビッツ! ビッグ・アドベンチャー（英語版）,35,YES,ACT,ソニー・インタラクティブエンタテインメント,4307_0m_2183,1,3Dアクション,その他
2020-11-13,ソニー・インタラクティブエンタテインメント,Call of Duty: Black Ops Cold War,-,YES,ETC,ソニー・インタラクティブエンタテインメント,0,1,その他,その他
2020-11-17,EXNOA,War Thunder,31,,MMO,EXNOA,0,1,MMOコンバットシミュレーター,その他
2020-11-24,ユービーアイソフト,ジャストダンス2021,32,YES,音,ユービーアイソフト,0,1,ダンス,その他
2020-11-26,Merge Games,Spirit of the North（英語版）: Enhanced Edition,32,,SPT,Merge Games,6820_0m_4923,1,野球,その他
2020-11-27,Digital Extremes（英語版）,Warframe,-,,ETC,Digital Extremes（英語版）,0,1,その他,その他
2020-12-01,Team17,Worms Rumble（英語版）,32,,SPT,Team17,6820_0m_4923,1,野球,その他
2020-12-01,ユービーアイソフト,レインボーシックス シージ,34,,SHT,ユービーアイソフト,287_0m_232,1,タクティカルシューター,その他
2020-12-03,The Game Bakers（英語版）,Haven（英語版）,32,,SPT,The Game Bakers（英語版）,6820_0m_4923,1,野球,その他
2020-12-03,ユービーアイソフト,イモータルズ フィニクス ライジング（英語版）,34,YES,AADV,ユービーアイソフト,4382_0m_2214,1,アクションアドベンチャー,その他
2020-12-03,コーエーテクモゲームス,ライザのアトリエ2 〜失われた伝承と秘密の妖精〜,33,,RPG,コーエーテクモゲームス,4482_0m_2268,1,錬金術RPG,その他
2020-12-04,エレクトロニック・アーツ,FIFA 21,-,YES,ETC,エレクトロニック・アーツ,0,1,その他,その他
2020-12-04,エレクトロニック・アーツ,Madden NFL 21（英語版）,32,,SPT,エレクトロニック・アーツ,6820_0m_4923,1,野球,その他
2020-12-08,Humble Bundle,Temtem,30,,MMO,Humble Bundle,0,1,MMORPG,その他
2020-12-09,バンジー,Destiny 2,35,,ASHT,バンジー,0,1,アクションシューティング,その他
2020-12-10,セガ,ぷよぷよテトリス2,34,YES,ACT,セガ,0,1,アクションパズル,その他
2020-12-15,EXNOA,CRSED,-,,ETC,EXNOA,0,1,その他,その他
2020-12-17,コンパイルハート,Go!Go!5次元GAME ネプテューヌ re★Verse,-,YES,ETC,コンパイルハート,0,1,その他,その他
2020-12-17,Tripwire Interactive（英語版）,Maneater（英語版）,32,YES,SPT,Tripwire Interactive（英語版）,6820_0m_4923,1,野球,その他
2021-01-21,EXNOA,RIDE 4（英語版）,32,,SPT,EXNOA,6820_0m_4923,1,野球,その他
2021-01-26,インティ・クリエイツ,サイバーシャドウ（英語版）,31,,ACT,インティ・クリエイツ,0,1,探索アクション,その他
2021-01-28,バンダイナムコエンターテインメント,機動戦士ガンダム バトルオペレーション2,-,,ETC,バンダイナムコエンターテインメント,0,1,その他,その他
2021-01-29,Skookum Arts LLC,The Pedestrian,-,,ETC,Skookum Arts LLC,0,1,その他,その他
2021-02-02,マーベラス,CONTROL アルティメット・エディション,-,YES,ETC,マーベラス,0,1,その他,その他
2021-02-02,ソニー・インタラクティブエンタテインメント,Destruction AllStars（英語版）,32,,SPT,ソニー・インタラクティブエンタテインメント,6820_0m_4923,1,野球,その他
2021-02-04,コーエーテクモゲームス,仁王 Remastered Complete Edition,-,YES,ETC,コーエーテクモゲームス,0,1,その他,その他
2021-02-04,コーエーテクモゲームス,仁王2 Remastered Complete Edition,-,YES,ETC,コーエーテクモゲームス,0,1,その他,その他
2021-02-18,ラタライカゲームス,Anodyne 2: Return to Dust（英語版）,32,,SPT,ラタライカゲームス,6820_0m_4923,1,野球,その他
2021-02-18,日本一ソフトウェア,void tRrLM();++ver; //ボイド・テラリウム・プラス,-,YES,ETC,日本一ソフトウェア,0,1,その他,その他
2021-02-19,Frogwares Ireland（英語版）,The Sinking City（英語版）,32,,SPT,Frogwares Ireland（英語版）,6820_0m_4923,1,野球,その他
2021-02-23,Indie Remix Studios LLC,Buster's Quest: Trials of Hamsterdam,-,,ETC,Indie Remix Studios LLC,0,1,その他,その他
2021-02-25,ラタライカゲームス,サンダーフラッシュ,-,,ETC,ラタライカゲームス,0,1,その他,その他
2021-03-02,アンナプルナ・インタラクティブ,マケット（英語版）,-,,ETC,アンナプルナ・インタラクティブ,0,1,その他,その他
2021-03-02,セガ,龍が如く7 光と闇の行方 インターナショナル,-,YES,ETC,セガ,0,1,その他,その他
2021-03-03,TribalWire,UniPlex,-,,ETC,TribalWire,0,1,その他,その他
2021-03-12,アクティビジョン,クラッシュ・バンディクー4 とんでもマルチバース,33,,ACT,アクティビジョン,4212_0m_2151,1,3Dアクション,その他
2021-03-18,スクウェア・エニックス,Marvel's Avengers,-,YES,ETC,スクウェア・エニックス,4091_0m_2097,1,その他,その他
2021-03-19,Pixel Maniacs,Can't Drive This,-,,ETC,Pixel Maniacs,0,1,その他,その他
2021-03-26,エレクトロニック・アーツ,It Takes Two,35,,AADV,エレクトロニック・アーツ,0,1,アクションアドベンチャー,その他
2021-03-26,アクティビジョン,トニー・ホーク プロスケーター 1 + 2,-,,ETC,アクティビジョン,0,1,その他,その他
2021-03-26,スクウェア・エニックス,バランワンダーワールド,30,YES,ACT,スクウェア・エニックス,0,1,ワンダーアクション,その他
2021-03-30,Hi-Rez Studios（英語版）,Rogue Company,-,,ETC,Hi-Rez Studios（英語版）,0,1,その他,その他
2021-03-31,Long Entertainment Company,オートチェス（英語版）,-,,ETC,Long Entertainment Company,0,1,その他,その他
2021-04-01,スクウェア・エニックス,OUTRIDERS（英語版）,32,YES,SPT,スクウェア・エニックス,6820_0m_4923,1,野球,その他
2021-04-01,コトブキソリューション,ルインバース,-,,ETC,コトブキソリューション,0,1,その他,その他
2021-04-05,ラタライカゲームス,ワン・エスケープ 俺の脱獄作戦,-,,ETC,ラタライカゲームス,0,1,その他,その他
2021-04-06,Oddworld Inhabitants（英語版）,Oddworld: Soulstorm（英語版）,32,,SPT,Oddworld Inhabitants（英語版）,6820_0m_4923,1,野球,その他
2021-04-08,Gamuzumi,タリアの伝説 女騎士アルカディア,-,,ETC,Gamuzumi,0,1,その他,その他
2021-04-15,EXNOA,Monster Energy Supercross - The Official Videogame 4（英語版）,32,,SPT,EXNOA,6820_0m_4923,1,野球,その他
2021-04-15,Eastasiasoft,キングダム・オブ・アルカディア,-,,ETC,Eastasiasoft,0,1,その他,その他
2021-04-20,ソニー・インタラクティブエンタテインメント,MLB The Show 21（英語版）,31,YES,SPT,ソニー・インタラクティブエンタテインメント,6820_0m_4923,1,メジャーリーグベースボール,その他
2021-04-22,Gamuzumi,サクラ・サキュバス ～モテ期は唐突に～,-,,ETC,Gamuzumi,0,1,その他,その他
2021-04-22,オーイズミ・アミュージオ,ワーウルフ：ジ・アポカリプス（英語版）,-,YES,ETC,オーイズミ・アミュージオ,0,1,その他,その他
2021-04-23,セガ,JUDGE EYES:死神の遺言 Remastered,-,YES,ETC,セガ,0,1,その他,その他
2021-04-26,ウォーゲーミング,World of Warships: Legends,32,,MMO,ウォーゲーミング,0,1,オンライン海戦アクション,その他
2021-04-26,ラタライカゲームス,クロスクラッシュ,-,,ETC,ラタライカゲームス,0,1,その他,その他
2021-04-28,miHoYo,原神,35,,ARPG,miHoYo,0,1,アクションRPG,その他
2021-04-30,ラタライカゲームス,Heal,-,,ETC,ラタライカゲームス,0,1,その他,その他
2021-04-30,ソニー・インタラクティブエンタテインメント,Returnal,35,YES,TPS,ソニー・インタラクティブエンタテインメント,0,1,ローグライクTPS,その他
2021-05-06,THQ Nordic,Wreckfest（英語版）,32,,SPT,THQ Nordic,6820_0m_4923,1,野球,その他
2021-05-08,カプコン,バイオハザード ヴィレッジ,38,YES,ETC,カプコン,4693_0m_2515,1,サバイバルホラー,その他
2021-05-08,カプコン,バイオハザード ヴィレッジ Z Version,-,YES,ETC,カプコン,0,1,その他,その他
2021-05-10,EXNOA,Enlisted,-,,ETC,EXNOA,0,1,その他,その他
2021-05-13,EXNOA,MotoGP 21（英語版）,32,,SPT,EXNOA,6820_0m_4923,1,野球,その他
2021-05-14,PLAYISM,Subnautica,32,,ADV,PLAYISM,3464_0m_1859,1,サバイバルアドベンチャー,その他
2021-05-14,Unknown Worlds Entertainment（英語版）,Subnautica: Below Zero,-,YES,ETC,Unknown Worlds Entertainment（英語版）,0,1,その他,その他
2021-05-14,Eastasiasoft,エクソデーモン,-,,ETC,Eastasiasoft,0,1,その他,その他
2021-05-20,DMM GAMES,Mortal Shell,-,YES,ETC,DMM GAMES,0,1,その他,その他
2021-05-20,Gamuzumi,サクラ・サキュバス2 ～止まらぬ出会い～,-,,ETC,Gamuzumi,0,1,その他,その他
2021-05-20,PLAYISM,マニフォールド ガーデン（英語版）,31,,FPS,PLAYISM,0,1,一人称パズル,その他
2021-05-21,Raw Fury,Call of The Sea（英語版）,32,,SPT,Raw Fury,6820_0m_4923,1,野球,その他
2021-05-21,エレクトロニック・アーツ,Knockout City（英語版）,32,,SPT,エレクトロニック・アーツ,6820_0m_4923,1,野球,その他
2021-05-25,スクウェア・エニックス,ファイナルファンタジーXIV,-,,ETC,スクウェア・エニックス,2_0m_2,1,その他,その他
2021-05-27,Reef Entertainment,TERMINATOR: RESISTANCE ENHANCED,-,YES,ETC,Reef Entertainment,0,1,その他,その他
2021-05-27,コーラス・ワールドワイド,ブリッジコンストラクター：ウォーキング・デッド,-,,ETC,コーラス・ワールドワイド,0,1,その他,その他
2021-06-01,Clever Plays,オペレーション：タンゴ,32,,ADV,Clever Plays,0,1,協力型スパイアドベンチャー,その他
2021-06-03,Eastasiasoft,イービル・インサイド,-,,ETC,Eastasiasoft,0,1,その他,その他
2021-06-05,PLAYISM,マイティ・グース（英語版）,33,,ASHT,PLAYISM,0,1,アクションシューティング,その他
2021-06-08,Tripwire Interactive,Chivalry 2（英語版）,32,YES,SPT,Tripwire Interactive,6820_0m_4923,1,野球,その他
2021-06-08,アークシステムワークス,GUILTY GEAR -STRIVE- デラックスエディション,-,YES,ETC,アークシステムワークス,0,1,その他,その他
2021-06-10,スクウェア・エニックス,ファイナルファンタジーVII リメイク インターグレード,-,YES,ETC,スクウェア・エニックス,4736_0m_2558,1,その他,その他
2021-06-11,エレクトロニック・アーツ,STAR WARS ジェダイ：フォールン・オーダー,34,,AADV,エレクトロニック・アーツ,6113_0m_3943,1,アクションアドベンチャー,その他
2021-06-11,ソニー・インタラクティブエンタテインメント,ラチェット&クランク パラレル・トラブル,37,YES,ACT,ソニー・インタラクティブエンタテインメント,4738_0m_2560,1,アクション,その他
2021-06-12,ベセスダ・ソフトワークス,Doom Eternal Deluxe Edition,-,,ETC,ベセスダ・ソフトワークス,0,1,その他,その他
2021-06-15,M2H,Verdun（英語版）,32,,SPT,M2H,6820_0m_4923,1,野球,その他
2021-06-15,M2H,タンネンベルク（英語版）,-,,ETC,M2H,0,1,その他,その他
2021-06-17,Eastasiasoft,Pretty Girls Klondike Solitaire,-,,ETC,Eastasiasoft,0,1,その他,その他
2021-06-22,Merge Games,Alex Kidd in Miracle World DX,-,YES,ETC,Merge Games,0,1,その他,その他
2021-06-22,ウィザーズ・オブ・ザ・コースト,Dark Alliance（英語版）,32,YES,SPT,ウィザーズ・オブ・ザ・コースト,6820_0m_4923,1,野球,その他
2021-06-24,バンダイナムコエンターテインメント,SCARLET NEXUS,34,YES,ARPG,バンダイナムコエンターテインメント,0,1,ブレインパンク・アクションRPG,その他
2021-06-24,Gamuzumi,サクラ・サキュバス3 ～魔性の支配者～,-,,ETC,Gamuzumi,0,1,その他,その他
2021-06-24,オーイズミ・アミュージオ,テニス ワールドツアー 2 COMPLETE EDITION,-,YES,ETC,オーイズミ・アミュージオ,0,1,その他,その他
2021-06-25,Eastasiasoft,サー・ラブロット,-,,ETC,Eastasiasoft,0,1,その他,その他
2021-07-02,Eastasiasoft,ドランク・フィスト,-,,ETC,Eastasiasoft,0,1,その他,その他
2021-07-06,オーイズミ・アミュージオ,プレイグ テイル -イノセンス-,32,,AADV,オーイズミ・アミュージオ,0,1,アクションアドベンチャー,その他
2021-07-08,NAパブリッシング,Observer: System Redux,-,YES,ETC,NAパブリッシング,0,1,その他,その他
2021-07-08,M2H,クラッシュドライブ3,-,,ETC,M2H,0,1,その他,その他
2021-07-13,エレクトロニック・アーツ,F1 2021,34,YES,RCG,エレクトロニック・アーツ,0,1,レース,その他
2021-07-15,Eastasiasoft,エイト・ドラゴン,-,,ETC,Eastasiasoft,0,1,その他,その他
2021-07-15,スパイク・チュンソフト,メトロ エクソダス,34,YES,SHT,スパイク・チュンソフト,0,1,シネマティック・サバイバルシューター,その他
2021-07-16,ラタライカゲームス,ウィズン・ザ・ブレード,-,,ETC,ラタライカゲームス,0,1,その他,その他
2021-07-19,アソビモ,ETERNAL,-,,ETC,アソビモ,3087_0m_1700,1,その他,その他
2021-07-20,Modus Games（英語版）,Cris Tales（英語版）,32,YES,SPT,Modus Games（英語版）,6820_0m_4923,1,野球,その他
2021-07-21,サン電子,Alba Wildlife Adventure（英語版）,32,,SPT,サン電子,6820_0m_4923,1,野球,その他
2021-07-21,ラタライカゲームス,フレディ スパゲッティ 2,-,,ETC,ラタライカゲームス,0,1,その他,その他
2021-07-22,アンナプルナ・インタラクティブ,Last Stop（英語版）,32,,SPT,アンナプルナ・インタラクティブ,6820_0m_4923,1,野球,その他
2021-07-22,アクアプラス,うたわれるもの斬2,31,YES,ARPG,アクアプラス,0,1,連撃アクションRPG,その他
2021-07-23,Eastasiasoft,112th Seed,-,,ETC,Eastasiasoft,0,1,その他,その他
2021-07-23,ケムコ,彩色のカルテット,-,,ETC,ケムコ,0,1,その他,その他
2021-07-27,Gearbox Software,Tribes of Midgard（英語版）,32,,SPT,Gearbox Software,6820_0m_4923,1,野球,その他
2021-07-27,Merge Games,Yonder: The Cloud Catcher Chronicles（英語版）,32,,SPT,Merge Games,6820_0m_4923,1,野球,その他
2021-07-29,CI Games（英語版）,Eldest Souls,-,,ETC,CI Games（英語版）,0,1,その他,その他
2021-07-29,Eastasiasoft,りっく☆じあ～す 麻雀ソリティア,-,,ETC,Eastasiasoft,0,1,その他,その他
2021-07-29,NAパブリッシング,ワールドスプリッター,-,,ETC,NAパブリッシング,0,1,その他,その他
2021-07-29,サイバーコネクトツー,戦場のフーガ,33,,SRPG,サイバーコネクトツー,0,1,シミュレーションRPG,その他
2021-08-03,マンティスコ,ハンターズアリーナ：レジェンド,-,,ETC,マンティスコ,0,1,その他,その他
2021-08-05,コードマスターズ,DIRT 5（英語版）,32,YES,SPT,コードマスターズ,6820_0m_4923,1,野球,その他
2021-08-05,Gamuzumi,Dating Life: マイリー&エミリー,-,,ETC,Gamuzumi,0,1,その他,その他
2021-08-05,3goo,ファルコニア（英語版） ウォリアー エディション,-,YES,ETC,3goo,0,1,その他,その他
2021-08-09,アンナプルナ・インタラクティブ,アイ・アム・デッド（英語版）,-,,ETC,アンナプルナ・インタラクティブ,0,1,その他,その他
2021-08-12,Merge Games,FORECLOSED,-,,ETC,Merge Games,0,1,その他,その他
2021-08-13,Eastasiasoft,Zero Strain,-,,ETC,Eastasiasoft,0,1,その他,その他
2021-08-17,Team17,Greak: Memories of Azur,30,,AADV,Team17,0,1,アクションアドベンチャー,その他
2021-08-17,エレクトロニック・アーツ,Madden NFL 22（英語版）,32,,SPT,エレクトロニック・アーツ,6820_0m_4923,1,野球,その他
2021-08-18,Eastasiasoft,Rogue Explorer,-,,ETC,Eastasiasoft,0,1,その他,その他
2021-08-19,Gamuzumi,サクラ・サキュバス4 ～真夏のハーレム休暇～,-,,ETC,Gamuzumi,0,1,その他,その他
2021-08-19,コーラス・ワールドワイド,夕鬼,-,YES,ETC,コーラス・ワールドワイド,0,1,その他,その他
2021-08-20,ソニー・インタラクティブエンタテインメント,Ghost of Tsushima DIRECTOR'S CUT,-,YES,ETC,ソニー・インタラクティブエンタテインメント,0,1,その他,その他
2021-08-20,ケムコ,アルファディア ジェネシス,-,,ETC,ケムコ,0,1,その他,その他
2021-08-25,バンダイナムコエンターテインメント,リトルナイトメア2,33,,ADV,バンダイナムコエンターテインメント,4561_0m_2347,1,サスペンスアドベンチャー,その他
2021-08-26,IO Interactive,Hitman 3,-,YES,ETC,IO Interactive,0,1,その他,その他
2021-08-26,Eastasiasoft,Pretty Girls Panic!,-,,ETC,Eastasiasoft,0,1,その他,その他
2021-08-26,オーイズミ・アミュージオ,オーバーライド 2：スーパーメカリーグ（英語版）,-,YES,ETC,オーイズミ・アミュージオ,0,1,その他,その他
2021-08-27,Eastasiasoft,Poker Pretty Girls Battle: Fantasy World Edition,-,,ETC,Eastasiasoft,0,1,その他,その他
2021-09-02,アークシステムワークス,ニャンザの冒険,-,,ETC,アークシステムワークス,0,1,その他,その他
2021-09-02,Kalypso Media Japan,ポート ロイヤル 4,-,YES,ETC,Kalypso Media Japan,0,1,その他,その他
2021-09-03,ケムコ,アルファディア ジェネシス2,-,,ETC,ケムコ,0,1,その他,その他
2021-09-07,Bilibili HK Limited,フィスト 紅蓮城の闇（英語版）,33,YES,ACT,Bilibili HK Limited,0,1,探索アクション,その他
2021-09-09,バンダイナムコエンターテインメント,テイルズ オブ アライズ,35,YES,RPG,バンダイナムコエンターテインメント,4872_0m_2694,1,心の黎明を告げるRPG,その他
2021-09-10,ラタライカゲームス,Love Choice 愛の選択,-,,ETC,ラタライカゲームス,0,1,その他,その他
2021-09-10,テイクツー・インタラクティブ,NBA 2K22,32,YES,SPT,テイクツー・インタラクティブ,0,1,バスケットボール,その他
2021-09-10,Eastasiasoft,りっく☆じあ～す サイバーパニック！,-,,ETC,Eastasiasoft,0,1,その他,その他
2021-09-10,エレクトロニック・アーツ,ロスト・イン・ランダム（英語版）,-,,ETC,エレクトロニック・アーツ,0,1,その他,その他
2021-09-14,ベセスダ・ソフトワークス,DEATHLOOP,38,YES,FPS,ベセスダ・ソフトワークス,0,1,FPS,その他
2021-09-16,3goo,Aliens: Fireteam Elite,32,YES,TPS,3goo,0,1,TPS,その他
2021-09-16,Phoenixx,Evergate,-,,ETC,Phoenixx,0,1,その他,その他
2021-09-16,Bigben Interactive（英語版）,Hunting Simulator 2,-,,ETC,Bigben Interactive（英語版）,0,1,その他,その他
2021-09-16,Kalypso Media Japan,スペースベース スタートピア（英語版）,-,YES,ETC,Kalypso Media Japan,0,1,その他,その他
2021-09-17,CI Games S.A.,テイルズ・オブ・アイアン,-,,ETC,CI Games S.A.,0,1,その他,その他
2021-09-21,Ember Lab,Kena: Bridge of Spirits（英語版）,32,YES,SPT,Ember Lab,6820_0m_4923,1,野球,その他
2021-09-22,3goo,リムズ レーシング,31,YES,SLG,3goo,0,1,リアル・バイク・シミュレーター,その他
2021-09-24,ソニー・インタラクティブエンタテインメント,DEATH STRANDING DIRECTOR'S CUT,-,YES,ETC,ソニー・インタラクティブエンタテインメント,0,1,その他,その他
2021-09-24,Eastasiasoft,Delicious! Pretty Girls Mahjong Solitaire,-,,ETC,Eastasiasoft,0,1,その他,その他
2021-09-24,セガ,LOST JUDGMENT 裁かれざる記憶,38,YES,ACT,セガ,4877_0m_2699,1,リーガルサスペンスアクション,その他
2021-09-24,ブリザード・エンターテイメント,ディアブロ II リザレクテッド,-,,ETC,ブリザード・エンターテイメント,0,1,その他,その他
2021-09-27,エレクトロニック・アーツ,FIFA 22,36,,SPT,エレクトロニック・アーツ,4879_0m_2701,1,サッカー,その他
2021-09-27,Milestone（英語版）,HOT WHEELS UNLEASHED,30,,RCG,Milestone（英語版）,0,1,アクションレース,その他
2021-09-28,Frontier Developments,レムニスゲート,-,,ETC,Frontier Developments,0,1,その他,その他
2021-09-29,ATARI,Centipede: Recharged,-,,ETC,ATARI,0,1,その他,その他
2021-09-30,Draknek,Bonfire Peaks,-,,ETC,Draknek,0,1,その他,その他
2021-09-30,Supergiant Games（英語版）,HADES,38,YES,ACT,Supergiant Games（英語版）,0,1,ローグライトアクション,その他
2021-09-30,DANGEN ENTERTAINMENT,Smelter,31,,ACT,DANGEN ENTERTAINMENT,0,1,アクションストラテジー,その他
2021-09-30,オーイズミ・アミュージオ,WRC9 FIA ワールドラリーチャンピオンシップ（英語版）,32,YES,RCG,オーイズミ・アミュージオ,0,1,ラリーレーシング,その他
2021-09-30,コナミデジタルエンタテインメント,eFootball 2022,34,,SPT,コナミデジタルエンタテインメント,0,1,サッカー,その他
2021-09-30,ケムコ,アスディバインサーガ,-,,ETC,ケムコ,0,1,その他,その他
2021-09-30,Eastasiasoft,クライシス・ウィング,-,,ETC,Eastasiasoft,0,1,その他,その他
2021-09-30,Gamuzumi,サクラ水泳部 ～転校生の決意～,-,,ETC,Gamuzumi,0,1,その他,その他
2021-09-30,EXNOA,セインツロウ ザ・サード：リマスタード,36,YES,ACT,EXNOA,0,1,クライムアクション,その他
2021-10-01,ラタライカゲームス,タコリタ・ミーツ・ポテト,-,,ETC,ラタライカゲームス,0,1,その他,その他
2021-10-05,Epic Games,Alan Wake Remastered,-,,ETC,Epic Games,0,1,その他,その他
2021-10-05,Team17,Hell let loose,31,YES,FPS,Team17,0,1,ミリタリーFPS,その他
2021-10-05,Superbrothers（英語版）,JETT: The Far Shore（英語版）,32,,SPT,Superbrothers（英語版）,6820_0m_4923,1,野球,その他
2021-10-05,タイトー,パズルボブル3D バケーション・オデッセイ,-,,ETC,タイトー,0,1,その他,その他
2021-10-07,Eastasiasoft,Pretty Girls Mahjong Solitaire,-,,ETC,Eastasiasoft,0,1,その他,その他
2021-10-07,セガ,たべごろ！スーパーモンキーボール 1＆2リメイク,-,YES,ETC,セガ,4882_0m_2704,1,その他,その他
2021-10-07,3goo,アストリア アセンディング（英語版）,-,YES,ETC,3goo,0,1,その他,その他
2021-10-07,PLAYISM,ドキドキ文芸部プラス！,-,YES,ETC,PLAYISM,4952_0m_2774,1,その他,その他
2021-10-07,ユービーアイソフト,ファークライ6,35,YES,AADV,ユービーアイソフト,4881_0m_2703,1,アクションアドベンチャー,その他
2021-10-08,ワーナー・ブラザース・インタラクティブ・エンターテイメント（英語版）,Back 4 Blood,32,YES,MMO,ワーナー・ブラザース・インタラクティブ・エンターテイメント（英語版）,4884_0m_2706,1,オンラインFPS,その他
2021-10-13,ゼニマックス・メディア,Quake,-,,ETC,ゼニマックス・メディア,0,1,その他,その他
2021-10-14,フリュー,モナーク/Monark,30,YES,RPG,フリュー,4955_0m_2777,1,RPG,その他
2021-10-14,マーベラス,リフトブレイカー（英語版）,-,YES,ETC,マーベラス,0,1,その他,その他
2021-10-14,アニプレックス,鬼滅の刃 ヒノカミ血風譚,33,YES,ACT,アニプレックス,4885_0m_2707,1,鬼殺対戦アクション,その他
2021-10-15,エレクトロニック・アーツ,NHL 22（英語版）,32,,SPT,エレクトロニック・アーツ,6820_0m_4923,1,野球,その他
2021-10-17,ATARI,Black Widow: Recharged（英語版）,32,,SPT,ATARI,6820_0m_4923,1,野球,その他
2021-10-21,H2インタラクティブ,Ghostrunner（英語版）,32,,SPT,H2インタラクティブ,6820_0m_4923,1,野球,その他
2021-10-21,ケムコ,アーキタイプ・アーカディア,32,,ADV,ケムコ,0,1,終末仮想世界ノベルアドベンチャー,その他
2021-10-21,Gamuzumi,サクラ・ノヴァ ～騎士学園物語～,-,,ETC,Gamuzumi,0,1,その他,その他
2021-10-22,バンダイナムコエンターテインメント,The Dark Pictures Anthology: House of Ashes（英語版）,32,,SPT,バンダイナムコエンターテインメント,6820_0m_4923,1,野球,その他
2021-10-22,Eastasiasoft,ダンジョン・エスケープ,-,,ETC,Eastasiasoft,0,1,その他,その他
2021-10-22,Joindots GmbH,ハーベスト ライフ,-,,ETC,Joindots GmbH,0,1,その他,その他
2021-10-26,スクウェア・エニックス,Marvel's Guardians of the Galaxy,36,YES,AADV,スクウェア・エニックス,4887_0m_2709,1,アクションアドベンチャー,その他
2021-10-26,ウォーゲーミング,World of Tanks,-,,ETC,ウォーゲーミング,0,1,その他,その他
2021-10-27,Eastasiasoft,ルーシッド・サイクル,-,,ETC,Eastasiasoft,0,1,その他,その他
2021-10-28,EXNOA,Iron Harvest（英語版）,32,YES,SPT,EXNOA,6820_0m_4923,1,野球,その他
2021-10-28,Game Source Entertainment,KeyWe -キーウィ-（英語版）,32,YES,SPT,Game Source Entertainment,6820_0m_4923,1,野球,その他
2021-10-28,Beep Japan,Pumpkin Jack,30,,AADV,Beep Japan,0,1,アクションアドベンチャー,その他
2021-10-28,3goo,WRC10 FIA世界ラリー選手権（英語版）,32,YES,SPT,3goo,6820_0m_4923,1,野球,その他
2021-10-28,ユービーアイソフト,ライダーズ リパブリック（英語版）,35,YES,SPT,ユービーアイソフト,0,1,アウトドアスポーツ,その他
2021-10-28,コーエーテクモゲームス,零 ～濡鴉ノ巫女～,-,,ETC,コーエーテクモゲームス,0,1,その他,その他
2021-11-04,Eastasiasoft,Pretty Girls Panic! PLUS,-,,ETC,Eastasiasoft,0,1,その他,その他
2021-11-04,ユービーアイソフト,ジャストダンス2022,31,,音,ユービーアイソフト,0,1,ダンス,その他
2021-11-04,バンダイナムコエンターテインメント,ミスタードリラーアンコール,-,,ETC,バンダイナムコエンターテインメント,0,1,その他,その他
