発売日,メーカー,タイトル,⭐クロスレビュー(評価),パッケージ併売,ジャンル,開発元,ID,販売本数,ジャンル(詳細),プラットフォーム
2020-01-30,コーラス・ワールドワイド,コーヒートーク,31,YES,ADV,コーラス・ワールドワイド,0,1,バリスタ体験ノベル,その他
2020-01-30,イントラゲームズ,ブックバウンド・ブリゲード,-,YES,ETC,イントラゲームズ,0,1,その他,その他
2020-01-30,qureate,プリズンプリンセス,-,,ETC,qureate,0,1,その他,その他
2020-01-30,エンターグラム,ボクと彼女(女医)の診察日誌,-,,ETC,エンターグラム,0,1,その他,その他
2020-01-30,レイニーフロッグ,ヴァルシリア アーク ヒーロースクールストーリー,-,,ETC,レイニーフロッグ,0,1,その他,その他
2020-01-30,MAGES.,幻想マネージュ,-,YES,ETC,MAGES.,0,1,その他,その他
2020-01-30,TAKUYO,恋の花咲く百花園,-,YES,ETC,TAKUYO,0,1,その他,その他
2020-01-30,メディアスケープ,東方幻想麻雀,-,,ETC,メディアスケープ,0,1,その他,その他
2020-02-06,tinyBuild Games（英語版）,Graveyard Keeper（英語版）,-,,ETC,tinyBuild Games（英語版）,0,1,その他,その他
2020-02-06,イントラゲームズ,KUNAI,32,,ACT,イントラゲームズ,0,1,忍者アクション,その他
2020-02-06,eastasiasoft,Roof Rage,30,,ACT,eastasiasoft,0,1,対戦アクション,その他
2020-02-06,SAT-BOX,Voxel Pirates,-,,ETC,SAT-BOX,0,1,その他,その他
2020-02-06,カイロソフト,きらめきスキー白書,-,,ETC,カイロソフト,0,1,その他,その他
2020-02-06,フライハイワークス,キャットクエスト2,32,,ARPG,フライハイワークス,0,1,アクションRPG,その他
2020-02-06,Rising Win Tech.,ローリングスカイ2,-,,ETC,Rising Win Tech.,0,1,その他,その他
2020-02-06,トライコア,夕鬼 零 -Yuoni:ゼロ-,-,,ETC,トライコア,0,1,その他,その他
2020-02-06,タイトー,東方スペルバブル,-,,ETC,タイトー,0,1,その他,その他
2020-02-07,M2H,キャスタウェイズ,-,,ETC,M2H,0,1,その他,その他
2020-02-12,ポケモン,Pokémon HOME,-,,ETC,ポケモン,0,1,その他,その他
2020-02-13,PLAYISM,Everything（英語版）,31,,SLG,PLAYISM,0,1,シミュレーション,その他
2020-02-13,Annapurna Interactive,Florence,-,,ETC,Annapurna Interactive,0,1,その他,その他
2020-02-13,スターサイン,Super Tennis Blast,-,,ETC,スターサイン,0,1,その他,その他
2020-02-13,Forever Entertainment,チャイルド・サイト,-,,ETC,Forever Entertainment,0,1,その他,その他
2020-02-13,ALL IN! GAMES,デッドリングス,-,,ETC,ALL IN! GAMES,0,1,その他,その他
2020-02-13,ALL IN! GAMES,リトルレーサー,-,,ETC,ALL IN! GAMES,0,1,その他,その他
2020-02-13,セガゲームス,初音ミク Project DIVA MEGA39's,32,YES,音,セガゲームス,3473_0m_1565,1,リズムアクション,その他
2020-02-13,ALL IN! GAMES,脳食いエイリアン,-,,ETC,ALL IN! GAMES,0,1,その他,その他
2020-02-14,THQ Nordic ジャパン,Darksiders Genesis（英語版）,-,,ETC,THQ Nordic ジャパン,0,1,その他,その他
2020-02-14,ユービーアイソフト,レイルウェイ エンパイア Nintendo Switchエディション,-,,ETC,ユービーアイソフト,0,1,その他,その他
2020-02-20,Neopopcorn,3000th Duel,-,,ETC,Neopopcorn,0,1,その他,その他
2020-02-20,オーイズミ・アミュージオ,SCRAP,-,,ETC,オーイズミ・アミュージオ,0,1,その他,その他
2020-02-20,アークシステムワークス,UNDER NIGHT IN-BIRTH Exe:Late[cl-r],-,YES,ETC,アークシステムワークス,0,1,その他,その他
2020-02-20,レジスタ,アサルトチェーンガンズKM,-,,ETC,レジスタ,0,1,その他,その他
2020-02-20,スターサイン,アドベンチャーピンボール バンドル,-,,ETC,スターサイン,0,1,その他,その他
2020-02-20,Shinyuden,ディープ スペース ラッシュ,-,,ETC,Shinyuden,0,1,その他,その他
2020-02-20,カプコン,デビル メイ クライ トリプル パック,-,YES,ETC,カプコン,0,1,その他,その他
2020-02-20,ラタライカゲームス,ナイティン' クロス,-,,ETC,ラタライカゲームス,0,1,その他,その他
2020-02-20,ジー・モード,ナンプレ Relax 4 Winter Snow,-,,ETC,ジー・モード,0,1,その他,その他
2020-02-20,PLiCy,ヘルズ・ハイ・ハーモナイザーズ,-,,ETC,PLiCy,0,1,その他,その他
2020-02-20,アトラス,ペルソナ5 スクランブル ザ ファントム ストライカーズ,36,YES,ARPG,アトラス,3474_0m_1566,1,アクションRPG,その他
2020-02-20,スパイク・チュンソフト,侍道外伝 KATANAKAMI,32,YES,ARPG,スパイク・チュンソフト,0,1,剣術アクションRPG,その他
2020-02-20,プロトタイプ,蝶の毒 華の鎖〜大正艶恋異聞〜,32,YES,ADV,プロトタイプ,3477_0m_1569,1,恋愛アドベンチャー,その他
2020-02-27,505 Games,ABZÛ,-,,ETC,505 Games,0,1,その他,その他
2020-02-27,RED FLAG SHIP,EVE rebirth terror,-,,ETC,RED FLAG SHIP,0,1,その他,その他
2020-02-27,Ironhide Game Studio（英語版）,Kingdom Rush Frontiers（英語版）,-,,ETC,Ironhide Game Studio（英語版）,0,1,その他,その他
2020-02-27,角川ゲームス,LoveR Kiss,33,YES,SLG,角川ゲームス,3484_0m_1574n,1,恋愛シミュレーション,その他
2020-02-27,Vertex Pop,Super Crush KO,30,,ACT,Vertex Pop,0,1,ベルトスクロールアクション,その他
2020-02-27,eastasiasoft,Vortex Attack EX,-,,ETC,eastasiasoft,0,1,その他,その他
2020-02-27,日本一ソフトウェア,ケモノヒーローズ,-,,ETC,日本一ソフトウェア,0,1,その他,その他
2020-02-27,タイトー,バブルボブル 4 フレンズ,30,YES,ACT,タイトー,3486_0m_1575,1,アクション,その他
2020-02-27,テヨンジャパン,リディーマー 僧侶の怒り（英語版）,-,,ETC,テヨンジャパン,0,1,その他,その他
2020-02-27,カプコン,ロックマン ゼロ&ゼクス ダブルヒーローコレクション,-,YES,ETC,カプコン,0,1,その他,その他
2020-02-27,デジカ,勇者死す。again,-,,ETC,デジカ,0,1,その他,その他
2020-02-27,ケムコ,千里の棋譜 〜現代将棋ミステリー〜,30,YES,TBL,ケムコ,0,1,現代将棋ミステリーADV,その他
2020-02-27,SAT-BOX,机でバスケ,-,,ETC,SAT-BOX,0,1,その他,その他
2020-02-27,レジスタ,滅やばたにえん,-,,ETC,レジスタ,0,1,その他,その他
2020-03-05,賈船,BALTHAZAR'S DREAM,-,,ETC,賈船,0,1,その他,その他
2020-03-05,Sparpweed,イッブとオッブ（英語版）,-,,ETC,Sparpweed,0,1,その他,その他
2020-03-05,フリュー,ゲーム ドラえもん のび太の新恐竜,-,YES,ETC,フリュー,0,1,その他,その他
2020-03-05,PLAYISM,タイニーバン・ストーリー,30,,ADV,PLAYISM,0,1,パズルアドベンチャー,その他
2020-03-05,イレギュラー・コーポレーション,パズル探偵スカウト 失われたデータの陰謀,-,,ETC,イレギュラー・コーポレーション,0,1,その他,その他
2020-03-05,スターサイン,ホラーピンボール バンドル,-,,ETC,スターサイン,0,1,その他,その他
2020-03-05,スティング,ユグドラ・ユニオン,-,,ETC,スティング,0,1,その他,その他
2020-03-05,カイロソフト,星になったカイロくん,-,,ETC,カイロソフト,0,1,その他,その他
2020-03-05,ゲームスタジオ,棋士・藤井聡太の将棋トレーニング,-,YES,ETC,ゲームスタジオ,3624_0m_1660,1,その他,その他
2020-03-06,ポケモン,ポケモン不思議のダンジョン 救助隊DX,35,YES,RPG,ポケモン,3501_0m_1581,1,ローグライク・ダンジョンRPG,その他
2020-03-12,アイディアファクトリー,Collar×Malice for Nintendo Switch,-,YES,ETC,アイディアファクトリー,3627_0m_1663,1,その他,その他
2020-03-12,qureate,NinNinDays,-,,ETC,qureate,0,1,その他,その他
2020-03-12,スターサイン,SPEEDWAY RACING,-,,ETC,スターサイン,0,1,その他,その他
2020-03-12,コーエーテクモゲームス,Winning Post 9 2020,-,YES,ETC,コーエーテクモゲームス,0,1,その他,その他
2020-03-12,CFK,のらねこものがたり,-,,ETC,CFK,0,1,その他,その他
2020-03-12,オレンジ,ゴシックマーダー -運命を変えるアドベンチャー-,-,,ETC,オレンジ,0,1,その他,その他
2020-03-12,ユービーアイソフト,ジャストダンス2020,32,YES,音,ユービーアイソフト,0,1,ダンス,その他
2020-03-12,サクセス,ナンプレ10000+パズルの窓,-,YES,ETC,サクセス,0,1,その他,その他
2020-03-12,フライハイワークス,ヒューマン・リソース・マシーン デラックス,-,YES,ETC,フライハイワークス,0,1,その他,その他
2020-03-12,バンダイナムコエンターテインメント,僕のヒーローアカデミア One's Justice2,33,YES,ACT,バンダイナムコエンターテインメント,3672_0m_1691,1,対戦アクション,その他
2020-03-12,カプコン,囚われのパルマ Refrain,-,YES,ETC,カプコン,0,1,その他,その他
2020-03-19,Hanaji Games,Dezatopia,32,,SHT,Hanaji Games,0,1,横スクロールシューティング,その他
2020-03-19,Nimble,Earthfall: Alien Horde（英語版）,-,,ETC,Nimble,0,1,その他,その他
2020-03-19,Devolver Digital,Exit the Gungeon,-,,ETC,Devolver Digital,0,1,その他,その他
2020-03-19,eastasiasoft,Red Death,-,,ETC,eastasiasoft,0,1,その他,その他
2020-03-19,Fruitbat Factory,SeaBed,-,,ETC,Fruitbat Factory,0,1,その他,その他
2020-03-19,ブシロード,クレヨンしんちゃん 嵐を呼ぶ 炎のカスカベランナー!!,-,,ETC,ブシロード,0,1,その他,その他
2020-03-19,CFK,サイレント ワールド,-,,ETC,CFK,0,1,その他,その他
2020-03-19,スターサイン,タッチダウンピンボール,-,,ETC,スターサイン,0,1,その他,その他
2020-03-19,レイニーフロッグ,ファクトタム 90 ダブルウォーカーズ,-,,ETC,レイニーフロッグ,0,1,その他,その他
2020-03-19,ピグミースタジオ,ボコスカウォーズII,-,,ETC,ピグミースタジオ,0,1,その他,その他
2020-03-19,アイディアファクトリー,新次元ゲイム ネプテューヌVII,32,,RPG,アイディアファクトリー,0,1,RPG,その他
2020-03-19,メディアスケープ,秘封ぼうえんきょう,-,,ETC,メディアスケープ,0,1,その他,その他
2020-03-19,日本一ソフトウェア,英雄伝説 閃の軌跡III,33,YES,RPG,日本一ソフトウェア,0,1,ストーリーRPG,その他
2020-03-20,任天堂,あつまれ どうぶつの森,38,YES,ETC,任天堂,3555_0m_1613,1,コミュニケーション,その他
2020-03-25,ガンホー・オンライン・エンターテイメント,グランディア HDコレクション,-,,ETC,ガンホー・オンライン・エンターテイメント,0,1,その他,その他
2020-03-26,DANGEN Entertainment,Ara Fell: Enhanced Edition,-,,ETC,DANGEN Entertainment,0,1,その他,その他
2020-03-26,ベセスダ・ソフトワークス,DOOM 64,-,,ETC,ベセスダ・ソフトワークス,0,1,その他,その他
2020-03-26,任天堂,Good Job!,-,,ETC,任天堂,0,1,その他,その他
2020-03-26,スターサイン,LOCO-SPORTS,-,,ETC,スターサイン,0,1,その他,その他
2020-03-26,eastasiasoft,Lumini,-,,ETC,eastasiasoft,0,1,その他,その他
2020-03-26,Baltoro Games,Moto Rush GT:モトラッシュGT,-,,ETC,Baltoro Games,0,1,その他,その他
2020-03-26,バンダイナムコエンターテインメント,ONE PIECE 海賊無双4,-,YES,ETC,バンダイナムコエンターテインメント,0,1,その他,その他
2020-03-26,Humble Bundle,One Step From Eden,-,,ETC,Humble Bundle,0,1,その他,その他
2020-03-26,Zodiac Interactive,Wanba Warriors,-,,ETC,Zodiac Interactive,0,1,その他,その他
2020-03-26,indienova,Wenjia,-,,ETC,indienova,0,1,その他,その他
2020-03-26,オレンジ,イヌワシ〜うらぶれ探偵とお嬢様刑事の池袋事件ファイル〜,-,,ETC,オレンジ,0,1,その他,その他
2020-03-26,アークシステムワークス,カオスコード -ニューサインオブカタストロフィ-,-,,ETC,アークシステムワークス,0,1,その他,その他
2020-03-26,CIRCLE Ent.,ザ・シェイプシフティング・ディテクティヴ,-,,ETC,CIRCLE Ent.,0,1,その他,その他
2020-03-26,タイトー,スペースインベーダー インヴィンシブルコレクション,-,YES,ETC,タイトー,0,1,その他,その他
2020-03-26,ラタライカゲームス,ダックソウル+,-,,ETC,ラタライカゲームス,0,1,その他,その他
2020-03-26,テヨンジャパン,フォー・ザ・キング,-,,ETC,テヨンジャパン,0,1,その他,その他
2020-03-26,レイニーフロッグ,メコラマ,30,,PZL,レイニーフロッグ,0,1,パズル,その他
2020-03-26,ケムコ,リベンジ・オブ・ジャスティス,-,YES,ETC,ケムコ,0,1,その他,その他
2020-03-26,Funalter Games,夢描き,-,,ETC,Funalter Games,0,1,その他,その他
2020-03-26,工画堂スタジオ,夢現Re:Idol 〜大鳥あいのキャラが主人公として薄すぎる件について〜,-,,ETC,工画堂スタジオ,0,1,その他,その他
2020-03-26,SAT-BOX,机でバレー,-,,ETC,SAT-BOX,0,1,その他,その他
2020-03-26,カプコン,深世海 Into the Depths,-,,ETC,カプコン,0,1,その他,その他
2020-04-02,Thunderful（英語版）,Curious Expedition,-,,ETC,Thunderful（英語版）,0,1,その他,その他
2020-04-02,eastasiasoft,HyperParasite,30,,ASHT,eastasiasoft,0,1,アクションシューティング,その他
2020-04-02,CFK,MazM: ジキル&ハイド,-,,ETC,CFK,0,1,その他,その他
2020-04-02,Brave Wave Productions（英語版）,OCTAHEDRON,-,,ETC,Brave Wave Productions（英語版）,0,1,その他,その他
2020-04-02,MLBAM（英語版）,R.B.I. Baseball 20,-,,ETC,MLBAM（英語版）,0,1,その他,その他
2020-04-02,Coconut Island Games,いたずら大作戦,-,,ETC,Coconut Island Games,0,1,その他,その他
2020-04-02,バンダイナムコエンターテインメント,ことばのパズル もじぴったんアンコール,-,YES,ETC,バンダイナムコエンターテインメント,0,1,その他,その他
2020-04-02,Numskull Games,すーぱーえぴっく,-,,ETC,Numskull Games,0,1,その他,その他
2020-04-02,ウルクスヘブン,ぷちっとクラスター,-,,ETC,ウルクスヘブン,0,1,その他,その他
2020-04-02,オーイズミ・アミュージオ,セルマとウィスプ,-,,ETC,オーイズミ・アミュージオ,0,1,その他,その他
2020-04-02,Forever Entertainment,パンツァードラグーン:リメイク,-,,ETC,Forever Entertainment,0,1,その他,その他
2020-04-02,日本コロムビア,ピカピカナース物語 小児科はいつも大騒ぎ for Nintendo Switch,-,YES,ETC,日本コロムビア,0,1,その他,その他
2020-04-02,カイロソフト,大空ヘクタール農園,-,,ETC,カイロソフト,0,1,その他,その他
2020-04-09,Forever Entertainment,Fly O'Clock VS エディション,-,,ETC,Forever Entertainment,0,1,その他,その他
2020-04-09,eastasiasoft,Null Drifter,-,,ETC,eastasiasoft,0,1,その他,その他
2020-04-09,Forever Entertainment,Q-YO Blaster,-,,ETC,Forever Entertainment,0,1,その他,その他
2020-04-09,オーイズミ・アミュージオ,キャッチ ダック,-,,ETC,オーイズミ・アミュージオ,0,1,その他,その他
2020-04-09,レイニーフロッグ,ピクセル クロス アドベンチャー,31,,ADV,レイニーフロッグ,0,1,アドベンチャー＆お絵かきパズル,その他
2020-04-16,Triple Scale Games,Save Your Nuts,-,,ETC,Triple Scale Games,0,1,その他,その他
2020-04-16,H2 INTERACTIVE,Super Pixel Racers,-,,ETC,H2 INTERACTIVE,0,1,その他,その他
2020-04-16,アークシステムワークス,くにおくん ザ・ワールド 〜熱血硬派くにおくん〜,-,,ETC,アークシステムワークス,0,1,その他,その他
2020-04-16,Wobbly Tooth,アルカディ・スミスの事件簿,-,,ETC,Wobbly Tooth,0,1,その他,その他
2020-04-16,アイディアファクトリー,オランピアソワレ,33,YES,ADV,アイディアファクトリー,3653_0m_1674n,1,女性向け恋愛アドベンチャー,その他
2020-04-16,アークシステムワークス,探偵 神宮寺三郎 プリズム・オブ・アイズ 〜虚飾の夜〜,-,,ETC,アークシステムワークス,0,1,その他,その他
2020-04-16,賈船,狐が僕を待っている The Fox Awaits Me,-,YES,ETC,賈船,0,1,その他,その他
2020-04-22,Armor Games Studios,ITTA,-,,ETC,Armor Games Studios,0,1,その他,その他
2020-04-23,Coconut Island Games,eSports レジェンド,-,,ETC,Coconut Island Games,0,1,その他,その他
2020-04-23,バンダイナムコエンターテインメント,NARUTO -ナルト- 疾風伝 ナルティメットストーム4 ROAD TO BORUTO,37,YES,ACT,バンダイナムコエンターテインメント,3659_0m_1681,1,忍道対戦アクション,その他
2020-04-23,NAパブリッシング,R.I.P レスト・イン・ピーシーズ,-,,ETC,NAパブリッシング,0,1,その他,その他
2020-04-23,Ellada Games,Spaceland,-,,ETC,Ellada Games,0,1,その他,その他
2020-04-23,アークシステムワークス,くにおくん ザ・ワールド 〜熱血高校ドッジボール部〜,-,,ETC,アークシステムワークス,0,1,その他,その他
2020-04-23,シティコネクション,スーパーリアル麻雀 LOVE♥2〜7!,-,YES,ETC,シティコネクション,3657_0m_1679,1,その他,その他
2020-04-23,アムジー,バトル オブ エレメンタル BURST,-,,ETC,アムジー,0,1,その他,その他
2020-04-23,ジュピター,ピクロスS4,-,,ETC,ジュピター,0,1,その他,その他
2020-04-23,日本一ソフトウェア,ボク姫PROJECT,-,YES,ETC,日本一ソフトウェア,0,1,その他,その他
2020-04-23,オーイズミ・アミュージオ,ミツバチ シミュレーター,-,YES,ETC,オーイズミ・アミュージオ,0,1,その他,その他
2020-04-23,3goo,メトロ リダックス ダブルパック,-,YES,ETC,3goo,0,1,その他,その他
2020-04-23,Koch Media（英語版）,メトロ2033リダックス,-,,ETC,Koch Media（英語版）,0,1,その他,その他
2020-04-23,Koch Media,メトロラストライトリダックス,-,,ETC,Koch Media,0,1,その他,その他
2020-04-23,レイニーフロッグ,リトル ナイト ウォーズ,-,,ETC,レイニーフロッグ,0,1,その他,その他
2020-04-23,プロトタイプ,リトルバスターズ! Converted Edition,-,YES,ETC,プロトタイプ,3660_0m_1682,1,その他,その他
2020-04-23,工画堂スタジオ,夢現Re:Master バンドルパック,-,YES,ETC,工画堂スタジオ,0,1,その他,その他
2020-04-23,アークシステムワークス,探偵 神宮寺三郎 プリズム・オブ・アイズ 〜魔鏡の真実〜,-,,ETC,アークシステムワークス,0,1,その他,その他
2020-04-24,メディアスケープ,ヨイヤミダンサーズ,-,,ETC,メディアスケープ,0,1,その他,その他
2020-04-24,スクウェア・エニックス,聖剣伝説3 TRIALS of MANA,-,YES,ETC,スクウェア・エニックス,0,1,その他,その他
2020-04-28,Team17（英語版）,Moving Out,31,YES,TBL,Team17（英語版）,0,1,パーティー,その他
2020-04-30,Digital Crafter,Fight of Animals,-,,ETC,Digital Crafter,0,1,その他,その他
2020-04-30,Butterscotch,Levelhead,-,,ETC,Butterscotch,0,1,その他,その他
2020-04-30,eastasiasoft,Mars: Chaos Menace,-,,ETC,eastasiasoft,0,1,その他,その他
2020-04-30,SNK,SNK GALS' FIGHTERS,-,,ETC,SNK,0,1,その他,その他
2020-04-30,アークシステムワークス,くにおくん ザ・ワールド 〜ダウンタウン熱血物語〜,-,,ETC,アークシステムワークス,0,1,その他,その他
2020-04-30,アンバランス,みんなの花札,-,,ETC,アンバランス,0,1,その他,その他
2020-04-30,Forever Entertainment,ガンパウダー,-,,ETC,Forever Entertainment,0,1,その他,その他
2020-04-30,プチデポット,グノーシア,36,YES,TBL,プチデポット,3724_0m_1727n,1,SF人狼ゲーム,その他
2020-04-30,カイロソフト,ゲームセンター倶楽部,-,,ETC,カイロソフト,0,1,その他,その他
2020-04-30,レイニーフロッグ,ゴブリンソード,30,,ACT,レイニーフロッグ,0,1,横スクロールアクション,その他
2020-04-30,Forever Entertainment,ディガーマン,-,,ETC,Forever Entertainment,0,1,その他,その他
2020-04-30,Forever Entertainment,ノー グラビティ ラボ,-,,ETC,Forever Entertainment,0,1,その他,その他
2020-04-30,ディースリー・パブリッシャー,ヒミツの獣男子,-,,ETC,ディースリー・パブリッシャー,0,1,その他,その他
2020-04-30,CFK,フェアリーナイツ〜精霊の騎士団〜,-,,ETC,CFK,0,1,その他,その他
2020-04-30,DotEmu,ベア・ナックルIV,34,YES,ACT,DotEmu,0,1,ベルトスクロールアクション,その他
2020-04-30,アークシステムワークス,探偵 神宮寺三郎 プリズム・オブ・アイズ 〜死者に捧げる石〜,-,,ETC,アークシステムワークス,0,1,その他,その他
2020-04-30,ケムコ,魔想のウィアートル,-,,ETC,ケムコ,0,1,その他,その他
2020-05-07,CIRCLE Ent.,A Dark Room（英語版）,-,,ETC,CIRCLE Ent.,0,1,その他,その他
2020-05-07,Digital Crafter,Gerritory,-,,ETC,Digital Crafter,0,1,その他,その他
2020-05-07,Thunderful,Lonely Mountains: Downhill,33,,RCG,Thunderful,0,1,アクションレース,その他
2020-05-07,Team Reptile,Megabyte Punch,-,,ETC,Team Reptile,0,1,その他,その他
2020-05-07,PLAYISM,Ministry of Broadcast（英語版）,-,,ETC,PLAYISM,0,1,その他,その他
2020-05-07,Ellada Games,Niffelheim,-,,ETC,Ellada Games,0,1,その他,その他
2020-05-07,The Quantum Astrophysicists Guild,Roundguard,-,,ETC,The Quantum Astrophysicists Guild,0,1,その他,その他
2020-05-07,FDG Entertainment,Slayin 2,30,,ARPG,FDG Entertainment,0,1,アクションRPG,その他
2020-05-07,En Masse Entertainment（英語版）,The Dark Crystal: Age of Resistance Tactics,-,,ETC,En Masse Entertainment（英語版）,0,1,その他,その他
2020-05-07,アークシステムワークス,くにおくん ザ・ワールド 〜熱血高校ドッジボール部 サッカー編〜,-,,ETC,アークシステムワークス,0,1,その他,その他
2020-05-07,ボトルキューブ,ジグソーマスターピース,-,,ETC,ボトルキューブ,0,1,その他,その他
2020-05-07,カイロソフト,テニスクラブ物語,-,,ETC,カイロソフト,0,1,その他,その他
2020-05-07,CFK,モノクロームワールド,-,,ETC,CFK,0,1,その他,その他
2020-05-07,ボルテージ,上司と秘密の2LDK,-,,ETC,ボルテージ,0,1,その他,その他
2020-05-07,アークシステムワークス,探偵 神宮寺三郎 プリズム・オブ・アイズ 〜三郎と謎の秘宝〜,-,,ETC,アークシステムワークス,0,1,その他,その他
2020-05-12,Armor Games Studios,Jet Lancer,31,,ASHT,Armor Games Studios,0,1,アクションシューティング,その他
2020-05-14,オーイズミ・アミュージオ,AOテニス 2（英語版）,30,YES,SPT,オーイズミ・アミュージオ,0,1,テニス,その他
2020-05-14,Soedesco（英語版）,Defunct（英語版）,-,,ETC,Soedesco（英語版）,0,1,その他,その他
2020-05-14,アークシステムワークス,くにおくん ザ・ワールド 〜ダウンタウン熱血行進曲 それゆけ大運動会〜,-,,ETC,アークシステムワークス,0,1,その他,その他
2020-05-14,room6,アンリアルライフ,33,,PZL,room6,0,1,なぞ解きアドベンチャー,その他
2020-05-14,PLiCy,グリードロイド,-,,ETC,PLiCy,0,1,その他,その他
2020-05-14,eastasiasoft,タスクフォース カンパス,-,,ETC,eastasiasoft,0,1,その他,その他
2020-05-14,アークシステムワークス,探偵 神宮寺三郎 プリズム・オブ・アイズ 〜時の過ぎゆくままに〜,-,,ETC,アークシステムワークス,0,1,その他,その他
2020-05-19,Team17,Golf With Your Friends,-,,ETC,Team17,0,1,その他,その他
2020-05-20,Rocket Vulture,カンニバルクッキング,-,,ETC,Rocket Vulture,0,1,その他,その他
2020-05-21,CIRCLE Ent.,Arrest of a stone Buddha,-,,ETC,CIRCLE Ent.,0,1,その他,その他
2020-05-21,eastasiasoft,Circuits,-,,ETC,eastasiasoft,0,1,その他,その他
2020-05-21,エクスペリエンス,NG,-,YES,ETC,エクスペリエンス,0,1,その他,その他
2020-05-21,TribandProductions,WHAT THE GOLF?,33,,SPT,TribandProductions,0,1,ゴルフアクション,その他
2020-05-21,アークシステムワークス,くにおくん ザ・ワールド 〜いけいけ!熱血ホッケー部「すべってころんで大乱闘」〜,-,,ETC,アークシステムワークス,0,1,その他,その他
2020-05-21,Shinyuden,ダンボール ミニカーズ,-,,ETC,Shinyuden,0,1,その他,その他
2020-05-21,Baltoro Games,フードトラック・タイクーン,-,,ETC,Baltoro Games,0,1,その他,その他
2020-05-21,505 Games,ブック・オブ・デーモンズ（英語版）,-,,ETC,505 Games,0,1,その他,その他
2020-05-21,アークシステムワークス,探偵 神宮寺三郎 プリズム・オブ・アイズ 〜6枚の犯行〜,-,,ETC,アークシステムワークス,0,1,その他,その他
2020-05-21,CIRCLE Ent.,胡蝶の夢,-,,ETC,CIRCLE Ent.,0,1,その他,その他
2020-05-26,Mojang/日本マイクロソフト,Minecraft Dungeons,-,YES,ETC,Mojang/日本マイクロソフト,0,1,その他,その他
2020-05-28,ORENDA,BARON: Fur Is Gonna Fly,-,,ETC,ORENDA,0,1,その他,その他
2020-05-28,DANGEN Entertainment,Bug Fables 〜ムシたちとえいえんの若木〜,-,,ETC,DANGEN Entertainment,0,1,その他,その他
2020-05-28,アイディアファクトリー,DAIROKU:AYAKASHIMORI,-,YES,ETC,アイディアファクトリー,0,1,その他,その他
2020-05-28,Fellow Traveller,Neo Cab,31,,ADV,Fellow Traveller,0,1,アドベンチャー,その他
2020-05-28,eastasiasoft,Super Skelemania,-,,ETC,eastasiasoft,0,1,その他,その他
2020-05-28,YUNUO GAMES,SYNAPTIC DRIVE,-,YES,ETC,YUNUO GAMES,0,1,その他,その他
2020-05-28,ブロッコリー,うたの☆プリンスさまっ♪ Amazing Aria & Sweet Serenade LOVE for Nintendo Switch,-,YES,ETC,ブロッコリー,0,1,その他,その他
2020-05-28,アークシステムワークス,くにおくん ザ・ワールド 〜びっくり熱血新記録!はるかなる金メダル〜,-,,ETC,アークシステムワークス,0,1,その他,その他
2020-05-28,エンターグラム,となりに彼女のいる幸せ Summer Surprise,-,,ETC,エンターグラム,0,1,その他,その他
2020-05-28,ワーカービー,ウィジェット・サッチェル〜フェレットのたからもの〜,-,,ETC,ワーカービー,0,1,その他,その他
2020-05-28,ラタライカゲームス,ザイ・ソード,-,,ETC,ラタライカゲームス,0,1,その他,その他
2020-05-28,Game Source Entertainment,ゾンビアーミー・トリロジー（英語版）,-,YES,ETC,Game Source Entertainment,0,1,その他,その他
2020-05-28,オーイズミ・アミュージオ,チキンライダー,-,,ETC,オーイズミ・アミュージオ,0,1,その他,その他
2020-05-28,オーイズミ・アミュージオ,ファーミングシミュレーター 20（英語版）,-,YES,ETC,オーイズミ・アミュージオ,0,1,その他,その他
2020-05-28,アークシステムワークス,探偵 神宮寺三郎 プリズム・オブ・アイズ 〜亡煙を捜せ!〜,-,,ETC,アークシステムワークス,0,1,その他,その他
2020-05-28,サクセス,海腹川背 BaZooKa!,-,YES,ETC,サクセス,0,1,その他,その他
2020-05-29,テイクツー・インタラクティブ・ジャパン,XCOM 2 コレクション,-,,ETC,テイクツー・インタラクティブ・ジャパン,0,1,その他,その他
2020-05-29,任天堂,ゼノブレイド ディフィニティブ・エディション,-,YES,ETC,任天堂,7116_0m_5086,1,その他,その他
2020-05-29,テイクツー・インタラクティブ・ジャパン,バイオショック コレクション,-,YES,ETC,テイクツー・インタラクティブ・ジャパン,0,1,その他,その他
2020-05-29,テイクツー・インタラクティブ・ジャパン,ボーダーランズ レジェンダリー・コレクション,-,YES,ETC,テイクツー・インタラクティブ・ジャパン,0,1,その他,その他
2020-06-04,CIRCLE Ent.,Children of Zodiarcs,-,,ETC,CIRCLE Ent.,0,1,その他,その他
2020-06-04,Antonios Pelekanos,The TakeOver,-,,ETC,Antonios Pelekanos,0,1,その他,その他
2020-06-04,DANGEN Entertainment,Timespinner,-,,ETC,DANGEN Entertainment,0,1,その他,その他
2020-06-04,アークシステムワークス,くにおくん ザ・ワールド 〜熱血格闘伝説〜,-,,ETC,アークシステムワークス,0,1,その他,その他
2020-06-04,Shinyuden,スーパー ウイロー ディメイク,-,,ETC,Shinyuden,0,1,その他,その他
2020-06-04,コーラス・ワールドワイド,ネバーギブアップ,-,,ETC,コーラス・ワールドワイド,0,1,その他,その他
