発売日,メーカー,タイトル,⭐クロスレビュー(評価),価格帯,ジャンル,シリーズ,ID,売り上げ本数(万本),ジャンル(詳細),👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー
2006-11-11,ソニー・コンピュータエンタテインメント,GENJI -神威奏乱-,-,-,-,-,0,0,-,,,,,,,
2006-11-11,ソニー・コンピュータエンタテインメント,RESISTANCE〜人類没落の日〜,33,-,FPS,-,0,0,FPS,,,,,,,
2006-11-11,バンダイナムコゲームス,リッジレーサー7,36,-,RCG,リッジレーサー,0,0,レース,,,,,,,
2006-11-11,セガ,宮里三兄弟内蔵 SEGA GOLFCLUB,-,-,-,-,0,0,-,,,,,,,
2006-11-11,バンダイナムコゲームス,機動戦士ガンダム Target in Sight,32,-,ASHT,-,0,0,アクションシューティング,,,,,,,
2006-11-16,コナミデジタルエンタテインメント,麻雀格闘倶楽部全国対戦版,-,-,-,-,0,0,-,,,,,,,
2006-11-22,コーエー,麻雀大会IV,-,-,-,-,0,0,-,,,,,,,
2006-12-14,ソニー・コンピュータエンタテインメント,MotorStorm 〜モーターストーム〜,30,-,RCG,-,rac/2,0,アクションレース,,,,,,,
2006-12-21,音楽館,Railfan,-,-,-,-,0,0,-,,,,,,,
2006-12-21,フロム・ソフトウェア,アーマード・コア4,31,-,ASHT,アーマード・コア,0,0,アクションシューティング,,,,,,,
2006-12-21,セガ,ソニック・ザ・ヘッジホッグ,-,-,-,-,0,0,-,,,,,,,
2006-12-21,エレクトロニック・アーツ,ニード・フォー・スピード カーボン,34,-,RCG,-,0,0,レース,,,,,,,
2006-12-28,ソニー・コンピュータエンタテインメント,FORMULA ONE CHAMPIONSHIP EDITION,30,-,RCG,-,0,0,レース,,,,,,,
2007-01-11,ソニー・コンピュータエンタテインメント,NBA07【英語版】,-,-,-,NBA,0,0,-,,,,,,,
2007-01-25,フロム・ソフトウェア,ENCHANT ARM,-,-,-,-,0,0,-,,,,,,,
2007-02-08,セガ,バーチャファイター5,35,-,FTG,バーチャファイター,0,0,3D対戦格闘,,,,,,,
2007-02-22,スパイク,アントールドレジェンド ダークキングダム,-,-,RPG,-,0,0,RPG,,,,,,,
2007-03-01,バンダイナムコゲームス,ガンダム無双,33,-,ACT,-,14960_s,32,タクティカルアクション,,,,,,,
2007-03-08,セガ,パワースマッシュ3,-,-,-,パワースマッシュ,0,0,-,,,,,,,
2007-03-15,エレクトロニック・アーツ,ファイトナイト ラウンド3【英語版】,-,-,-,ファイトナイト ラウンド,0,0,-,,,,,,,
2007-03-22,アイディアファクトリー,ミストオブカオス,-,-,-,-,0,0,-,,,,,,,
2007-03-29,コーエー,ウイニングポスト7 マキシマム2007,-,-,-,ウイニングポスト,0,0,-,,,,,,,
2007-04-01,コナミデジタルエンタテインメント,プロ野球スピリッツ4,35,-,SPT,プロ野球スピリッツ,spo/5,0,ベースボール,,,,,,,
2007-04-26,エレクトロニック・アーツ,マッデンNFL07【英語版】,-,-,-,マッデンNFL,0,0,-,,,,,,,
2007-05-24,エレクトロニック・アーツ,NBAストリート ホームコート,-,-,-,-,0,0,-,,,,,,,
2007-06-14,テクモ,NINJA GAIDEN Σ,33,-,AADV,-,0,0,アクションアドベンチャー,,,,,,,
2007-06-14,スパイク,コール オブ デューティ3,-,-,-,コール オブ デューティ,0,0,-,,,,,,,
2007-06-21,ソニー・コンピュータエンタテインメント,FolksSoul -失われた伝承-,33,-,AADV,-,aad/3,0,アクションアドベンチャー,,,,,,,
2007-06-21,エレクトロニック・アーツ,デフジャムアイコン【英語版】,-,-,-,-,0,0,-,,,,,,,
2007-06-28,アクティビジョン/インターチャネル・ホロン,マーベル アルティメット アライアンス,-,-,-,-,0,0,-,,,,,,,
2007-06-28,ユービーアイソフト,レインボーシックス ベガス,-,-,-,-,0,0,-,,,,,,,
2007-07-05,ソニー・コンピュータエンタテインメント,ぼくのなつやすみ3 -北国篇- 小さなボクの大草原,-,-,-,ぼくのなつやすみ,adv/1,0,-,,,,,,,
2007-07-05,ディースリー・パブリッシャー,ブレイジング・エンジェル,-,-,-,-,0,0,-,,,,,,,
2007-07-26,ソニー・コンピュータエンタテインメント,みんなのGOLF 5,36,-,SPT,みんなのGOLF,spo/8,0,ゴルフ,,,,,,,
2007-07-26,スパイク,メジャーリーグベースボール 2K7,-,-,-,メジャーリーグベースボール,0,0,-,,,,,,,
2007-07-26,元気,湾岸ミッドナイト,-,-,-,-,0,0,-,,,,,,,
2007-08-30,コーエー,BLADESTORM 百年戦争,33,-,ACT,-,0,0,アクション,,,,,,,
2007-09-06,ヤマサエンタテインメント,山佐DigiワールドSP パチスロ戦国無双,-,-,-,-,0,0,-,,,,,,,
2007-09-13,コンパイルハート,メガゾーン23 青いガーランド,-,-,-,メガゾーン,0,0,-,,,,,,,
2007-09-27,スパイク,The Elder Scrolls IV: Oblivion,-,-,-,The Elder Scrolls,0,0,-,,,,,,,
2007-09-27,コンパイルハート,アガレスト戦記,-,-,-,-,rpg/14,0,-,,,,,,,
2007-10-11,ソニー・コンピュータエンタテインメント,RISE FROM LAIR,33,-,ASHT,-,0,0,アクションシューティング,,,,,,,
2007-10-11,エレクトロニック・アーツ,ゴッドファーザー ドン・エディション,-,-,-,-,0,0,-,,,,,,,
2007-10-17,アクティビジョン,スパイダーマン3,31,-,ACT,スパイダーマン,0,0,アクション,,,,,,,
2007-10-25,ソニー・コンピュータエンタテインメント,THE EYE OF JUDGMENT,-,-,-,-,0,0,-,,,,,,,
2007-10-25,セガ,忌火起草,33,-,ADV,-,0,0,サウンドノベル,,,,,,,
2007-11-01,音楽館,Railfan 台湾高鉄,-,-,-,-,0,0,-,,,,,,,
2007-11-01,コーエー,ジーワンジョッキー4 2007,-,-,-,ジーワンジョッキー,0,0,-,,,,,,,
2007-11-08,エレクトロニック・アーツ,NBAライブ 08,32,-,SPT,NBAライブ,0,0,バスケットボール,,,,,,,
2007-11-08,ユービーアイソフト,ゴーストリコン アドバンスウォーファイター2,-,-,-,ゴーストリコン アドバンスウォーファイター,0,0,-,,,,,,,
2007-11-11,ソニー・コンピュータエンタテインメント,ラチェット&クランク FUTURE,36,-,ACT,-,act/7,0,アクション,,,,,,,
2007-11-11,コーエー,真・三國無双5,33,-,ACT,真・三國無双,14953_s,37,タクティカルアクション,,,,,,,
2007-11-15,ソニー・コンピュータエンタテインメント,Heavenly Sword 〜ヘブンリーソード〜,30,-,AADV,-,0,0,アクションアドベンチャー,,,,,,,
2007-11-22,エレクトロニック・アーツ,ハリー・ポッターと不死鳥の騎士団,-,-,-,-,0,0,-,,,,,,,
2007-11-22,THQジャパン,レミーのおいしいレストラン,-,-,-,-,0,0,-,,,,,,,
2007-11-22,コナミデジタルエンタテインメント,ワールドサッカー ウイニングイレブン 2008,36,-,SPT,ワールドサッカー ウイニングイレブン,14966_s,32,サッカー,,,,,,,
2007-11-29,スパイク,トニー・ホーク プロジェクト8,32,-,TBL,トニー・ホーク プロジェクト,0,0,スケートボード,,,,,,,
2007-12-06,THQジャパン,CONAN,-,-,-,-,0,0,-,,,,,,,
2007-12-06,ソニー・コンピュータエンタテインメント,アンチャーテッド エル・ドラドの秘宝,36,-,AADV,-,0,0,アクションアドベンチャー,,,,,,,
2007-12-06,ディズニー・インタラクティブ・スタジオ,パイレーツ・オブ・カリビアン/ワールド・エンド,-,-,-,-,0,0,-,,,,,,,
2007-12-13,ソニー・コンピュータエンタテインメント,グランツーリスモ5プロローグ,31,-,SLG,グランツーリスモ,rac/26,0,カーライフシミュレーター,,,,,,,
2007-12-20,エレクトロニック・アーツ,FIFA 08 ワールドクラス サッカー,31,-,SPT,FIFA,0,0,サッカー,,,,,,,
2007-12-20,バンダイナムコゲームス,タイムクライシス4,-,-,-,タイムクライシス,0,0,-,,,,,,,
2007-12-20,エレクトロニック・アーツ,メダル・オブ・オナー エアボーン,-,-,-,-,sho/62,0,-,,,,,,,
2007-12-27,アクティビジョン,コール オブ デューティ4 モダン・ウォーフェア,37,-,FPS,コール オブ デューティ,sho/11,0,FPS,,,,,,,
2008-01-24,THQジャパン,ドリフトナイツ ジュースド2,-,-,-,ドリフトナイツ ジュースド,0,0,-,,,,,,,
2008-01-31,ユービーアイソフト,アサシン クリード,-,-,-,-,act/12,0,-,,,,,,,
2008-01-31,セガ,セガラリーレボ,-,-,-,-,0,0,-,,,,,,,
2008-01-31,カプコン,デビルメイクライ4,35,-,ACT,デビルメイクライ,14951_s,31,アクション,,,,,,,
2008-01-31,エレクトロニック・アーツ,ニード・フォー・スピード プロストリート,-,-,-,-,rac/9,0,-,,,,,,,
2008-01-31,日本一ソフトウェア,魔界戦記ディスガイア3,33,-,SRPG,魔界戦記ディスガイア,rpg/5,0,シミュレーションRPG,,,,,,,
2008-02-07,アクティビジョン,トランスフォーマー THE GAME,-,-,-,-,sho/12,0,-,,,,,,,
2008-02-14,THQジャパン,WWE 2008 SmackDown vs Raw,30,-,SPT,WWE,0,0,プロレス,,,,,,,
2008-02-21,THQジャパン,スタントマン:イグニッション,-,-,-,-,0,0,-,,,,,,,
2008-02-21,エレクトロニック・アーツ,バーンアウト パラダイス,36,-,RCG,-,rac/10,0,アクションレース,,,,,,,
2008-02-21,カプコン,ロスト プラネット エクストリーム コンディション,-,-,-,-,0,0,-,,,,,,,
2008-03-06,アクティビジョン,ギターヒーロー3 レジェンド オブ ロック,32,-,音,ギターヒーロー,0,0,リズムアクション,,,,,,,
2008-03-06,セガ,龍が如く 見参!,37,-,AADV,-,aad/8,0,アクションアドベンチャー,,,,,,,
2008-03-13,コーエー,ウイニングポスト7 マキシマム2008,-,-,-,ウイニングポスト,slg/6,0,-,,,,,,,
2008-03-13,エレクトロニック・アーツ,スケート,31,-,TBL,-,spo/15,0,スケートボード,,,,,,,
2008-03-19,フロム・ソフトウェア,アーマード・コア フォーアンサー,-,-,-,-,sho/14,0,-,,,,,,,
2008-03-19,エレクトロニック・アーツ,アーミー オブ ツー,32,-,TPS,-,0,0,TPS,,,,,,,
2008-03-19,ユービーアイソフト,ブレイジング・エンジェル2: シークレット・ミッション・オブ・WWII,30,-,SHT,ブレイジング・エンジェル,sho/15,0,フライトシューティング,,,,,,,
2008-03-27,セガ,ライラの冒険 黄金の羅針盤,-,-,-,-,0,0,-,,,,,,,
2008-03-27,アクティビジョン,レゴ スター・ウォーズ コンプリート サーガ,-,-,-,-,0,0,-,,,,,,,
2008-04-01,コナミデジタルエンタテインメント,プロ野球スピリッツ5,35,-,SPT,プロ野球スピリッツ,0,0,ベースボール,,,,,,,
2008-04-24,セガ,戦場のヴァルキュリア,34,-,SRPG,-,rpg/6,0,シミュレーションRPG,,,,,,,
2008-05-22,スパイク,ヘイズ,34,-,FPS,-,0,0,FPS,,,,,,,
2008-05-22,ソニー・コンピュータエンタテインメント,モーターストーム・コンプリート,-,-,-,-,rac/11,0,-,,,,,,,
2008-05-29,タッチストーン,テュロック,-,-,-,-,sho/19,0,-,,,,,,,
2008-05-29,アークシステムワークス,バトルファンタジア,-,-,-,-,cbt/3,0,-,,,,,,,
2008-05-29,ユービーアイソフト,レインボーシックス ベガス 2,-,-,-,レインボーシックス ベガス,sho/18,0,-,,,,,,,
2008-06-05,エレクトロニック・アーツ,FIFA ストリート3,-,-,-,FIFA ストリート,0,0,-,,,,,,,
2008-06-05,バンダイナムコゲームス,ドラゴンボールZ バーストリミット,33,-,ACT,-,cbt/4,0,3D対戦アクション,,,,,,,
2008-06-12,コナミデジタルエンタテインメント,メタルギアソリッド4 ガンズ・オブ・ザ・パトリオット,40,-,ACT,メタルギアソリッド,14928_s,71,諜報潜入アクション,,,,,,,
2008-06-26,アクティビジョン,Enemy Territory: Quake Wars,-,-,-,-,0,0,-,,,,,,,
2008-06-26,スパイク,ザ・ダークネス,-,-,-,-,0,0,-,,,,,,,
2008-07-03,セガ,頭文字D エクストリーム ステージ,-,-,-,-,0,0,-,,,,,,,
2008-07-10,スパイク,KANE&LYNCH: DEAD MEN,-,-,-,-,0,0,-,,,,,,,
2008-07-10,ディースリー・パブリッシャー,ダークセクター,-,-,-,-,aad/11,0,-,,,,,,,
2008-07-17,アクアプラス,ティアーズ・トゥ・ティアラ 花冠の大地,-,-,-,-,rpg/7,0,-,,,,,,,
2008-07-24,ソニー・コンピュータエンタテインメント,SIREN: New Translation,36,-,AADV,-,aad/12,0,アクションアドベンチャー,,,,,,,
2008-07-24,アクティビジョン,カンフー・パンダ,-,-,-,-,0,0,-,,,,,,,
2008-07-31,バンダイナムコゲームス,ソウルキャリバーIV,35,-,FTG,-,cbt/5,0,3D対戦格闘,,,,,,,
2008-07-31,セガ,北京オリンピック 2008,-,-,-,北京オリンピック,0,0,-,,,,,,,
2008-08-07,スパイク,NBA 2K8,-,-,-,NBA,0,0,-,,,,,,,
2008-08-21,AQインタラクティブ,ヴァンパイアレイン:アルタードスピーシーズ,-,-,-,-,0,0,-,,,,,,,
2008-08-28,ソニー・コンピュータエンタテインメント,AFRIKA,-,-,-,-,adv/4,0,-,,,,,,,
2008-08-28,エレクトロニック・アーツ,バトルフィールド バッド カンパニー,-,-,-,-,sho/23,0,-,,,,,,,
2008-09-11,スパイク,DOUBLE CLUTCH,-,-,-,-,0,0,-,,,,,,,
2008-09-11,サクセス,ストラングルホールド,-,-,-,-,0,0,-,,,,,,,
2008-09-18,エレクトロニック・アーツ,アンリアルトーナメント3,-,-,-,アンリアルトーナメント,0,0,-,,,,,,,
2008-09-18,コーエー,ジーワンジョッキー4 2008,-,-,-,ジーワンジョッキー,slg/7,0,-,,,,,,,
2008-09-18,バンダイナムコゲームス,トラスティベル 〜ショパンの夢〜 ルプリーズ,-,-,-,-,rpg/8,0,-,,,,,,,
2008-09-25,ソニー・コンピュータエンタテインメント,AQUANAUT'S HOLIDAY〜隠された記録〜,32,-,ADV,-,adv/5,0,アドベンチャー,,,,,,,
2008-09-25,コンパイルハート,クロスエッジ,-,-,-,-,rpg/9,0,-,,,,,,,
2008-09-25,エレクトロニック・アーツ,タイガー・ウッズ PGATOUR 09【英語版】,-,-,-,タイガー・ウッズ PGATOUR,0,0,-,,,,,,,
2008-09-25,エレクトロニック・アーツ,マッデンNFL09【英語版】,-,-,-,マッデンNFL,0,0,-,,,,,,,
2008-10-09,アクティビジョン,ギターヒーロー エアロスミス,-,-,-,-,0,0,-,,,,,,,
2008-10-16,エレクトロニック・アーツ,フェイスブレイカー,-,-,-,-,0,0,-,,,,,,,
2008-10-23,エレクトロニック・アーツ,NBA ライブ 09,33,-,SPT,NBA ライブ,0,0,バスケットボール,,,,,,,
2008-10-30,ソニー・コンピュータエンタテインメント,SOCOM：CONFRONTATION,-,-,-,-,0,0,-,,,,,,,
2008-10-30,ソニー・コンピュータエンタテインメント,グランツーリスモ5プロローグSpec III,-,-,-,グランツーリスモ,rac/13,0,-,,,,,,,
2008-10-30,カプコン,グランド・セフト・オートIV,39,-,ACT,-,act/19,0,クライムアクション,,,,,,,
2008-10-30,アクティビジョン,フラクチャー,-,-,-,-,0,0,-,,,,,,,
2008-10-30,ソニー・コンピュータエンタテインメント,リトルビッグプラネット,38,-,ACT,-,act/20,0,アクション,,,,,,,
2008-10-30,ヤマサエンタテインメント,山佐DigiワールドSP バウンティキラー,-,-,-,-,0,0,-,,,,,,,
2008-11-13,エレクトロニック・アーツ,FIFA 09 ワールドクラスサッカー,34,-,SPT,FIFA,spo/23,0,サッカー,,,,,,,
2008-11-13,ソニー・コンピュータエンタテインメント,RESISTANCE2,-,-,-,RESISTANCE,0,0,-,,,,,,,
2008-11-13,ソニー・コンピュータエンタテインメント,ダービータイム オンライン,-,-,-,-,0,0,-,,,,,,,
2008-11-13,サイバーフロント,メジャーリーグベースボール 2K8,-,-,-,メジャーリーグベースボール,0,0,-,,,,,,,
2008-11-13,スパイク,侍道3,31,-,AADV,-,aad/14,0,アクションアドベンチャー,,,,,,,
2008-11-20,ソニー・コンピュータエンタテインメント,MotorStorm2 〜モーターストーム2〜,-,-,-,MotorStorm,0,0,-,,,,,,,
2008-11-20,エレクトロニック・アーツ,マーセナリーズ2 ワールド イン フレームス,31,-,ASHT,マーセナリーズ,sho/30,0,アクションシューティング,,,,,,,
2008-11-27,ユービーアイソフト,ブラザー イン アームズ ヘルズハイウェイ,-,-,-,-,0,0,-,,,,,,,
2008-11-27,コナミデジタルエンタテインメント,ワールドサッカー ウイニングイレブン 2009,35,-,SPT,ワールドサッカー ウイニングイレブン,14967_s,41,サッカー,,,,,,,
2008-12-04,THQジャパン,Saints Row 2,-,-,-,Saints Row,0,0,-,,,,,,,
2008-12-04,コナミデジタルエンタテインメント,プロ野球スピリッツ5 完全版,-,-,-,プロ野球スピリッツ,0,0,-,,,,,,,
2008-12-11,THQジャパン,ウォーリー,-,-,-,-,aad/15,0,-,,,,,,,
2008-12-11,エレクトロニック・アーツ,ミラーズエッジ,30,-,AADV,-,aad/16,0,アクションアドベンチャー,,,,,,,
2008-12-18,バンダイナムコゲームス,ガンダム無双2,36,-,ACT,ガンダム無双,14961_s,33,タクティカルアクション,,,,,,,
2008-12-18,エレクトロニック・アーツ,ニード・フォー・スピード アンダーカバー,-,-,-,-,rac/15,0,-,,,,,,,
2008-12-18,アクティビジョン,レゴ バットマン,-,-,-,-,0,0,-,,,,,,,
2008-12-25,ユービーアイソフト,Far Cry 2,-,-,-,Far Cry,sho/32,0,-,,,,,,,
2008-12-25,エレクトロニック・アーツ,アローン・イン・ザ・ダーク,-,-,-,-,0,0,-,,,,,,,
2008-12-25,サイバーフロント,シヴィライゼーション レボリューション,31,-,RTS,-,slg/9,0,ウォー・シミュレーション,,,,,,,
2008-12-25,スパイク,バイオショック,-,-,-,-,aad/17,0,-,,,,,,,
2008-12-25,ソニー・コンピュータエンタテインメント,白騎士物語-古の鼓動-,-,-,-,-,14947_s,34,-,,,,,,,
2009-01-15,ベセスダ・ソフトワークス,Fallout 3,-,-,-,Fallout,rpg/11,0,-,,,,,,,
2009-01-15,バンダイナムコゲームス,NARUTO -ナルト- ナルティメットストーム,35,-,ACT,-,0,0,3D対戦アクション,,,,,,,
2009-01-15,コードマスターズ,RACE DRIVER GRID,-,-,-,-,0,0,-,,,,,,,
2009-01-22,THQジャパン,WWE2009 SmackDown vs Raw,30,-,SPT,WWE,0,0,プロレス,,,,,,,
2009-01-22,ユービーアイソフト,プリンス・オブ・ペルシャ,-,-,-,-,act/24,0,-,,,,,,,
2009-01-29,スパイク,トゥームレイダー：アンダーワールド,32,-,AADV,-,aad/19,0,アクションアドベンチャー,,,,,,,
2009-02-05,ソニー・コンピュータエンタテインメント,Demon's Souls,-,-,-,-,0,0,-,,,,,,,
2009-02-05,スパイク,Midnight Club: Los Angeles,-,-,-,-,0,0,-,,,,,,,
2009-02-05,ユービーアイソフト,ショーン・ホワイト スノーボード,-,-,-,-,0,0,-,,,,,,,
2009-02-12,エレクトロニック・アーツ,スケート2,32,-,TBL,スケート,spo/29,0,スケートボード,,,,,,,
2009-02-12,カプコン,ストリートファイターIV,34,-,FTG,-,cbt/8,0,3D対戦格闘,,,,,,,
2009-02-19,セガ,ソニック ワールドアドベンチャー,34,-,AADV,-,aad/20,0,アクションアドベンチャー,,,,,,,
2009-02-26,ユービーアイソフト,エンド ウォー,-,-,-,-,0,0,-,,,,,,,
2009-02-26,セガ,龍が如く3,38,-,AADV,龍が如く,14933_s,51,アクションアドベンチャー,,,,,,,
2009-03-05,カプコン,バイオハザード5,38,-,AADV,バイオハザード,14937_s,52,アクションアドベンチャー,,,,,,,
2009-03-12,コーエー,無双OROCHI Z,-,-,-,-,act/25,0,-,,,,,,,
2009-03-26,スクウェア・エニックス,007 / 慰めの報酬,-,-,-,-,sho/33,0,-,,,,,,,
2009-03-26,スパイク,NBA 2K9【英語版】,-,-,-,NBA,0,0,-,,,,,,,
2009-04-02,コーエー,ウイニングポストワールド,30,-,SLG,-,0,0,競馬シミュレーション,,,,,,,
2009-04-16,エレクトロニック・アーツ,ゴッドファーザー2,31,-,ADV,ゴッドファーザー,aad/23,0,クライムアドベンチャー,,,,,,,
2009-04-23,ソニー・コンピュータエンタテインメント,KILLZONE 2,32,-,FPS,KILLZONE,sho/34,0,FPS,,,,,,,
2009-04-28,コーエー,大航海時代Online 〜Cruz del Sur〜,35,-,MMO,-,0,0,オンラインRPG,,,,,,,
2009-04-29,スパイク,NHL 2K9【英語版】,-,-,-,NHL,0,0,-,,,,,,,
2009-04-30,ユービーアイソフト,Xブレード,-,-,-,-,act/26,0,-,,,,,,,
2009-05-28,ユービーアイソフト,H.A.W.X.,-,-,-,-,sho/35,0,-,,,,,,,
2009-05-28,コーエー,真・三國無双5 Empires,30,-,ACT,真・三國無双,act/28,0,タクティカルアクション,,,,,,,
2009-06-25,アークシステムワークス,BLAZBLUE,30,-,FTG,-,0,0,2D対戦格闘,,,,,,,
2009-06-25,コンパイルハート,アガレスト戦記ZERO,-,-,-,-,rpg/14,0,-,,,,,,,
2009-06-25,スパイク,ウォンテッド:ウェポンズ オブ フェイト,-,-,-,-,sho/36,0,-,,,,,,,
2009-06-25,ディズニー・インタラクティブ・スタジオ,エクストリーム・レーシング -PURE-,-,-,-,-,0,0,-,,,,,,,
2009-06-25,カプコン,バイオニックコマンドー,34,-,ASHT,-,sho/37,0,アクションシューティング,,,,,,,
2009-06-25,ガスト,ロロナのアトリエ 〜アーランドの錬金術士〜,30,-,RPG,-,0,0,RPG,,,,,,,
2009-07-09,スパイク,MLB 2K9【英語版】,-,-,-,MLB,0,0,-,,,,,,,
2009-07-09,THQジャパン,WWE Legends of Wrestlemania,-,-,-,-,0,0,-,,,,,,,
2009-07-16,コナミデジタルエンタテインメント,プロ野球スピリッツ6,37,-,SPT,プロ野球スピリッツ,spo/34,0,ベースボール,,,,,,,
2009-07-23,ベセスダ・ソフトワークス,50 Cent: Blood on the Sand,31,-,TPS,-,sho/38,0,TPS,,,,,,,
2009-07-23,ユービーアイソフト,コール・オブ・ファレス 血の絆,-,-,-,-,0,0,-,,,,,,,
2009-07-23,ソニー・コンピュータエンタテインメント,トロともりもり,-,-,-,-,otr/6,0,-,,,,,,,
2009-07-23,バンダイナムコゲームス,塊魂TRIBUTE,33,-,ACT,-,act/29,0,アクション,,,,,,,
2009-07-30,ディースリー・パブリッシャー,Top Spin 3,-,-,-,Top Spin,0,0,-,,,,,,,
2009-07-30,SNKプレイモア,ザ・キング・オブ・ファイターズXII,-,-,-,-,cbt/10,0,-,,,,,,,
2009-08-06,レコム,ジャンラインR,-,-,-,-,0,0,-,,,,,,,
2009-08-06,スパイク,レッドファクション:ゲリラ,36,-,ASHT,-,sho/40,0,アクションシューティング,,,,,,,
2009-08-27,サイバーフロント,F.E.A.R.2 PROJECT ORIGIN,-,-,-,F.E.A.R.,sho/41,0,-,,,,,,,
2009-09-03,スパイク,428 〜封鎖された渋谷で〜,40,-,ADV,-,adv/6,0,サウンドノベル,,,,,,,
2009-09-03,バンダイナムコゲームス,機動戦士ガンダム戦記,33,-,ASHT,-,sho/42,0,アクションシューティング,,,,,,,
2009-09-17,コードマスターズ,FUEL,-,-,-,-,0,0,-,,,,,,,
2009-09-17,ベセスダ・ソフトワークス,WET,-,-,-,-,sho/44,0,-,,,,,,,
2009-09-17,タイトー,ターミネーター サルベーション,-,-,-,-,0,0,-,,,,,,,
2009-09-17,アクアプラス,ティアーズ・トゥ・ティアラ外伝 -アヴァロンの謎-,-,-,-,-,rpg/16,0,-,,,,,,,
2009-09-17,バンダイナムコゲームス,テイルズ オブ ヴェスペリア,35,-,RPG,-,14943_s,41,RPG,,,,,,,
2009-09-17,日本一ソフトウェア,魔界戦記ディスガイア3 ラズベリル編はじめました。,-,-,-,魔界戦記ディスガイア,rpg/18,0,-,,,,,,,
2009-10-01,テクモ,NINJA GAIDEN Σ2,35,-,ACT,NINJA GAIDEN Σ,act/31,0,アクション,,,,,,,
2009-10-01,アイディアファクトリー,トリニティ・ユニバース,-,-,-,-,rpg/19,0,-,,,,,,,
2009-10-01,コーエー,真・三國無双 MULTI RAID Special,32,-,ACT,-,act/30,0,アクション,,,,,,,
2009-10-15,スパイク,NBA 2K 10【英語版】,-,-,-,NBA,0,0,-,,,,,,,
2009-10-15,スパイク,NHL 2K 10【英語版】,-,-,-,NHL,0,0,-,,,,,,,
2009-10-15,ユークス,UFC 2009 Undisputed,-,-,-,UFC,0,0,-,,,,,,,
2009-10-15,ソニー・コンピュータエンタテインメント,アンチャーテッド 黄金刀と消えた船団,37,-,AADV,-,aad/24,0,アクションアドベンチャー,,,,,,,
2009-10-22,エレクトロニック・アーツ,FIFA 10 ワールドクラスサッカー,36,-,SPT,FIFA,0,0,サッカー,,,,,,,
2009-10-29,セガ,ベヨネッタ,38,-,ACT,-,act/32,0,アクション,,,,,,,
2009-10-29,スパイク,侍道3 Plus,-,-,-,-,0,0,-,,,,,,,
2009-10-29,バンダイナムコゲームス,鉄拳6,33,-,FTG,-,cbt/11,0,3D対戦格闘,,,,,,,
2009-11-05,フロム・ソフトウェア,3Dドットゲームヒーローズ,30,-,ARPG,-,rpg/20,0,アクションRPG,,,,,,,
2009-11-05,コードマスターズ,Colin McRae:DiRT 2,-,-,-,Colin McRae:DiRT,0,0,-,,,,,,,
2009-11-05,ソニー・コンピュータエンタテインメント,INFAMOUS〜悪名高き男〜,31,-,ACT,-,act/33,0,アクション,,,,,,,
2009-11-05,エレクトロニック・アーツ,NBA ライブ 10,-,-,-,NBA ライブ,spo/40,0,-,,,,,,,
2009-11-05,コナミデジタルエンタテインメント,ワールドサッカー ウイニングイレブン 2010,36,-,SPT,ワールドサッカー ウイニングイレブン,14968_s,44,サッカー,,,,,,,
2009-11-12,バンダイナムコゲームス,ドラゴンボール レイジングブラスト,33,-,ACT,-,cbt/12,0,3D対戦アクション,,,,,,,
2009-11-12,エレクトロニック・アーツ,ニード・フォー・スピード シフト,33,-,RCG,-,rac/21,0,レース,,,,,,,
2009-11-19,ソニー・コンピュータエンタテインメント,ラチェット&クランク FUTURE2,36,-,ACT,ラチェット&クランク FUTURE,act/34,0,アクション,,,,,,,
2009-12-03,ユービーアイソフト,アサシン クリード II,36,-,ACT,アサシン クリード,act/35,0,アクション,,,,,,,
2009-12-10,スクウェア・エニックス,コール オブ デューティ モダン・ウォーフェア2,39,-,FPS,コール オブ デューティ モダン・ウォーフェア,sho/45,0,FPS,,,,,,,
2009-12-15,コーエー,大航海時代 Online 〜El Oriente〜,-,-,-,-,0,0,-,,,,,,,
2009-12-17,スクウェア・エニックス,ファイナルファンタジーXIII,39,-,RPG,-,14923_s,191,RPG,,,,,,,
2010-01-07,ユービーアイソフト,アバター THE GAME,31,-,ASHT,-,0,0,アクションシューティング,,,,,,,
2010-01-14,コードマスターズ,Operation Flashpoint: Dragon Rising,-,-,-,-,0,0,-,,,,,,,
2010-01-14,スクウェア・エニックス,バットマン アーカム・アサイラム,34,-,AADV,-,aad/25,0,アクションアドベンチャー,,,,,,,
2010-01-28,ソニー・コンピュータエンタテインメント,MASSIVE ACTION GAME,32,-,FPS,-,0,0,FPS,,,,,,,
2010-01-28,THQジャパン,WWE2010 SmackDown vs Raw,36,-,SPT,WWE,spo/43,0,プロレス,,,,,,,
2010-01-28,バンダイナムコゲームス,アルトネリコ3 世界終焉の引鉄は少女の詩が弾く,-,-,-,アルトネリコ,rpg/25,0,-,,,,,,,
2010-01-28,セガ,エンド オブ エタニティ,34,-,RPG,-,rpg/23,0,RPG,,,,,,,
2010-01-28,エレクトロニック・アーツ,ファイトナイト ラウンド4,-,-,-,ファイトナイト ラウンド,0,0,-,,,,,,,
2010-01-28,日本一ソフトウェア,ラストリベリオン,-,-,-,-,0,0,-,,,,,,,
