発売日,メーカー,タイトル,⭐クロスレビュー(評価),パッケージ併売,ジャンル,開発元,ID,販売本数,ジャンル(詳細),プラットフォーム
2015-03-26,加賀クリエイト,Friend to Lover 〜フレラバ〜,32,YES,ADV,加賀クリエイト,0,1,恋愛アドベンチャー,PS Vita
2015-03-26,GNソフトウェア,Justy×Nasty 〜魔王はじめました〜,-,YES,ETC,GNソフトウェア,0,1,その他,PS Vita
2015-03-26,バンダイナムコゲームス,ソードアート・オンライン -ロスト・ソング-,32,YES,ARPG,バンダイナムコゲームス,0,1,アクションRPG,PS Vita
2015-03-26,コナミデジタルエンタテインメント,プロ野球スピリッツ2015,36,YES,SPT,コナミデジタルエンタテインメント,spo/33,1,プロ野球,PS Vita
2015-03-26,バンダイナムコゲームス,ワンピース 海賊無双3One Piece: Pirate Warriors 3,-,YES,ETC,バンダイナムコゲームス,0,1,その他,PS Vita
2015-03-26,Rejet,剣が君 for V,32,YES,ADV,Rejet,oto/34,1,和風伝奇ADV,PS Vita
2015-03-26,システムソフト・アルファー,大戦略 大東亜興亡史3第二次世界大戦勃発! 枢軸軍対連合軍 全世界戦,-,YES,ETC,システムソフト・アルファー,0,1,その他,PS Vita
2015-03-26,コーエーテクモゲームス,影牢 〜もう1人のプリンセス〜Deception IV: The Nightmare Princess,-,YES,ETC,コーエーテクモゲームス,0,1,その他,PS Vita
2015-03-26,QuinRose,新装版 お菓子な島のピーターパン,-,YES,ETC,QuinRose,0,1,その他,PS Vita
2015-03-26,マーベラスXseed Games (NA),閃乱カグラ ESTIVAL VERSUS -少女達の選択-Senran Kagura Estival Versus,-,YES,ETC,マーベラスXseed Games (NA),0,1,その他,PS Vita
2015-03-31,角川ゲームス,Project Discovery だいだいダイスキ!,-,,ETC,角川ゲームス,0,1,その他,PS Vita
2015-04-01,Rollingmedia Limited.Roll7,OlliOlli2: Welcome to OLLIWOOD,33,,TBL,Rollingmedia Limited.Roll7,0,1,スケートボード,PS Vita
2015-04-01,ソニー・コンピュータエンタテインメント,モンスターバッグ,-,,ETC,ソニー・コンピュータエンタテインメント,0,1,その他,PS Vita
2015-04-02,アイディアファクトリー,NORN9 LAST ERA,-,YES,ETC,アイディアファクトリー,0,1,その他,PS Vita
2015-04-02,バンダイナムコエンターテインメント,第3次スーパーロボット大戦Z 天獄篇,32,YES,SRPG,バンダイナムコエンターテインメント,rpg/75,1,シミュレーションRPG,PS Vita
2015-04-02,バンダイナムコエンターテインメント,第3次スーパーロボット大戦Z 連獄篇,-,,ETC,バンダイナムコエンターテインメント,rpg/44,1,その他,PS Vita
2015-04-08,Cellar Door Games,ローグ・レガシー,32,,ARPG,Cellar Door Games,0,1,アクションRPG,PS Vita
2015-04-09,ソニー・コンピュータエンタテインメント,MLB 15 THE SHOW【英語版】,32,,SPT,ソニー・コンピュータエンタテインメント,0,1,野球,PS Vita
2015-04-09,アークシステムワークスAksys Games,XBLAZE LOST:MEMORIES,-,YES,ETC,アークシステムワークスAksys Games,0,1,その他,PS Vita
2015-04-09,加賀クリエイト,百花繚乱エリクシル〜Record Of Torenia Revival〜,-,YES,ETC,加賀クリエイト,0,1,その他,PS Vita
2015-04-15,カプコン,モンスターハンターG7,-,YES,ETC,カプコン,0,1,その他,PS Vita
2015-04-16,eastasiasoft,ゼルドナーエックス2 〜ファイナルプロトタイプ〜Soldner-X 2: Final Prototype,-,,ETC,eastasiasoft,0,1,その他,PS Vita
2015-04-21,ガラット,VENUS PROJECT -ヴィーナス プロジェクト-,-,,ETC,ガラット,0,1,その他,PS Vita
2015-04-23,アークシステムワークスAksys Games,BLAZBLUE CHRONO PHANTASMA EXTEND,-,,ETC,アークシステムワークスAksys Games,0,1,その他,PS Vita
2015-04-23,アイディアファクトリー,CLOCK ZERO 〜終焉の一秒〜 ExTime,-,YES,ETC,アイディアファクトリー,oto/37,1,その他,PS Vita
2015-04-23,アガツマ・エンタテインメント,さよなら 海腹川背 ちらりSayonara Umihara Kawase Plus,-,YES,ETC,アガツマ・エンタテインメント,0,1,その他,PS Vita
2015-04-23,プロトタイプ,学園ヘヴン2 〜DOUBLE SCRAMBLE!〜,30,YES,ADV,プロトタイプ,oto/38,1,ボーイズラブ・アドベンチャー,PS Vita
2015-04-23,QuinRose,新装版クリムゾン・エンパイア,-,YES,ETC,QuinRose,oto/39,1,その他,PS Vita
2015-04-30,アクアプラス,ToHeart2 ダンジョントラベラーズ,-,YES,ETC,アクアプラス,0,1,その他,PS Vita
2015-04-30,ユニティ・ゲームズ・ジャパンBeautiFun Games,ニヒラブラ −生命と色彩の旅路−Nihilumbra,-,,ETC,ユニティ・ゲームズ・ジャパンBeautiFun Games,0,1,その他,PS Vita
2015-04-30,5pb.,冴えない彼女の育てかた -blessing flowers-,-,YES,ETC,5pb.,0,1,その他,PS Vita
2015-04-30,5pb.,東京新世録 オペレーションバベルOperation Babel: New Tokyo Legacy,-,YES,ETC,5pb.,0,1,その他,PS Vita
2015-04-30,工画堂スタジオDegica,白衣性愛情依存症Nurse Love Addiction,-,YES,ETC,工画堂スタジオDegica,0,1,その他,PS Vita
2015-04-30,アイディアファクトリー,華ヤカ哉、我ガ一族 モダンノスタルジィ,-,YES,ETC,アイディアファクトリー,0,1,その他,PS Vita
2015-05-07,スクウェア・エニックス,Chaos Rings,-,,ETC,スクウェア・エニックス,0,1,その他,PS Vita
2015-05-07,スクウェア・エニックス,Chaos Rings II,-,,ETC,スクウェア・エニックス,0,1,その他,PS Vita
2015-05-07,スクウェア・エニックス,Chaos Rings Ω,-,,ETC,スクウェア・エニックス,0,1,その他,PS Vita
2015-05-14,SNKプレイモア,メタルスラッグ3,-,,ETC,SNKプレイモア,0,1,その他,PS Vita
2015-05-14,スクウェア・エニックス,聖剣伝説 RISE of MANA,-,,ETC,スクウェア・エニックス,0,1,その他,PS Vita
2015-05-21,QuinRose,12時の鐘とシンデレラシンデレラシリーズトリプル全巻パック,-,YES,ETC,QuinRose,oto/41,1,その他,PS Vita
2015-05-21,5pb.,LOVELY×CATION1&2,-,YES,ETC,5pb.,adv/127,1,その他,PS Vita
2015-05-21,スクウェア・エニックス,みんなでスペランカーZ,-,,ETC,スクウェア・エニックス,0,1,その他,PS Vita
2015-05-21,ジグノシステムジャパン,アブナイ恋の捜査室 〜Eternal Happiness〜,-,YES,ETC,ジグノシステムジャパン,0,1,その他,PS Vita
2015-05-21,TAKUYO,カエル畑DEつかまえて・夏 千木良参戦!,-,YES,ETC,TAKUYO,oto/43,1,その他,PS Vita
2015-05-27,フライハイワークスQubic Games,魔神少女 -Chronicle 2D ACT-The Legend of Dark Witch,-,,ETC,フライハイワークスQubic Games,0,1,その他,PS Vita
2015-05-28,dramatic create,ChuSingura46+1 -忠臣蔵46+1- V,-,YES,ETC,dramatic create,0,1,その他,PS Vita
2015-05-28,COMFORT,POSSESSION MAGENTA,-,YES,ETC,COMFORT,0,1,その他,PS Vita
2015-05-28,バンダイナムコエンターテインメント,クロスアンジュ 天使と竜の輪舞tr.,31,YES,SHT,バンダイナムコエンターテインメント,0,1,ドラマチックシューティング,PS Vita
2015-05-28,コーエーテクモゲームス,信長の野望・創造 with パワーアップキット,-,YES,ETC,コーエーテクモゲームス,slg/34,1,その他,PS Vita
2015-05-28,アイディアファクトリー,華ヤカ哉、我ガ一族 幻燈ノスタルジィ,-,YES,ETC,アイディアファクトリー,oto/45,1,その他,PS Vita
2015-06-04,スパイク・チュンソフトAksys Games,風来のシレン5Plus フォーチュンタワーと運命のダイスShiren the Wanderer: The Tower of Fortune and the Dice of Fate,-,YES,ETC,スパイク・チュンソフトAksys Games,0,1,その他,PS Vita
2015-06-11,アイディアファクトリー,猛獣使いと王子様 〜Flower ＆ Snow〜,-,YES,ETC,アイディアファクトリー,oto/46,1,その他,PS Vita
2015-06-11,角川ゲームス,英雄伝説 空の軌跡 FC Evolution,-,YES,ETC,角川ゲームス,rpg/98,1,その他,PS Vita
2015-06-18,QuinRose,新装版 魔法使いとご主人様,-,YES,ETC,QuinRose,oto/47,1,その他,PS Vita
2015-06-24,ソニー・コンピュータエンタテインメントPM Studios,DEEMO〜ラスト・リサイタル〜,33,,音,ソニー・コンピュータエンタテインメントPM Studios,0,1,音楽リズムアクション,PS Vita
2015-06-25,アスガルド,5人の恋プリンス〜ヒミツの契約結婚〜,-,YES,ETC,アスガルド,0,1,その他,PS Vita
2015-06-25,5pb.PQube,CHAOS;CHILD,-,YES,ETC,5pb.PQube,0,1,その他,PS Vita
2015-06-25,RED FLAGSHIP,クロガネ回姫譚 －一期一会－,-,,ETC,RED FLAGSHIP,0,1,その他,PS Vita
2015-06-25,プロトタイプ,グリザイアの果実スピンアウト!?アイドル魔法少女ちるちる☆みちる,-,YES,ETC,プロトタイプ,0,1,その他,PS Vita
2015-06-25,QuinRose,スクール・ウォーズ 全巻パック 本編&卒業戦線,-,YES,ETC,QuinRose,0,1,その他,PS Vita
2015-06-25,テイジイエル企画,ハーヴェストオーバーレイ,-,YES,ETC,テイジイエル企画,0,1,その他,PS Vita
2015-06-25,アトラス,ペルソナ4 ダンシング・オールナイト,33,YES,音,アトラス,etc/63,1,Pサウンドアクション,PS Vita
2015-06-25,スパイク・チュンソフト,ホットライン マイアミ Collected Edition,33,YES,ACT,スパイク・チュンソフト,0,1,アクション,PS Vita
2015-06-25,メディアスケープ,不思議の幻想郷 -THE TOWER OF DESIRE-,31,,RPG,メディアスケープ,0,1,ダンジョンRPG,PS Vita
2015-06-25,アイディアファクトリー,忍び、恋うつつ －雪月花恋絵巻－,-,YES,ETC,アイディアファクトリー,oto/48,1,その他,PS Vita
2015-07-01,ナツメ,Reel Fishing 〜忘れていた約束〜Reel Fishing: Master's Challenge,-,,ETC,ナツメ,0,1,その他,PS Vita
2015-07-02,アクワイアNA: Aksys GamesEU: PQube,絶対迎撃ウォーズAegis of Earth: Protonovus Assault,-,YES,ETC,アクワイアNA: Aksys GamesEU: PQube,0,1,その他,PS Vita
2015-07-02,アイディアファクトリー,薄桜鬼 黎明録 思馳せ空,-,YES,ETC,アイディアファクトリー,0,1,その他,PS Vita
2015-07-08,Flippfly LLC,RACE THE SUN,-,,ETC,Flippfly LLC,0,1,その他,PS Vita
2015-07-09,バンダイナムコエンターテインメント,太鼓の達人 Vバージョン,30,YES,音,バンダイナムコエンターテインメント,0,1,和太鼓リズムゲーム,PS Vita
2015-07-10,クロスファンクションWired Productions,Tiny Troopers Joint Ops,-,,ETC,クロスファンクションWired Productions,0,1,その他,PS Vita
2015-07-15,バンダイナムコエンターテインメント,機動戦士ガンダム バトルフォートレス,-,,ETC,バンダイナムコエンターテインメント,0,1,その他,PS Vita
2015-07-16,アイディアファクトリー,I DOLL U,30,YES,ADV,アイディアファクトリー,0,1,歌で愛と絆を深める恋愛AVG,PS Vita
2015-07-16,TAKUYO,SWEET CLOWN〜午前三時のオカシな道化師〜,-,YES,ETC,TAKUYO,0,1,その他,PS Vita
2015-07-22,カプコン,モンスターハンターG8,-,YES,ETC,カプコン,0,1,その他,PS Vita
2015-07-23,ディースリー・パブリッシャー,Vamwolf Cross,-,YES,ETC,ディースリー・パブリッシャー,0,1,その他,PS Vita
2015-07-23,コンパイルハート,魔壊神トリリオンTrillion: God of Destruction,-,YES,ETC,コンパイルハート,0,1,その他,PS Vita
2015-07-28,バンダイナムコエンターテインメント,ガンダムコンクエストV,-,,ETC,バンダイナムコエンターテインメント,0,1,その他,PS Vita
2015-07-29,アークシステムワークスAtlus USA,ローラーズ オブ ザ レルム〜呪われし三戦士と戦乱の王国〜Rollers of the Realm,-,,ETC,アークシステムワークスAtlus USA,0,1,その他,PS Vita
2015-07-30,マーベラス,IA/VT -COLORFUL-,34,YES,音,マーベラス,etc/59,1,リズムゲーム,PS Vita
2015-07-30,アイディアファクトリー,KLAP!! 〜Kind Love And Punish〜,30,YES,ADV,アイディアファクトリー,oto/55,1,妖怪調教AVG,PS Vita
2015-07-30,コンパイルハート,デート・ア・ライブ Twin Edition 凛緒リンカーネション,-,YES,ETC,コンパイルハート,adv/144,1,その他,PS Vita
2015-07-30,テイジイエル企画,ナツメグ,-,YES,ETC,テイジイエル企画,0,1,その他,PS Vita
2015-07-30,角川ゲームス,プリンス・オブ・ストライド,32,YES,ADV,角川ゲームス,0,1,青春疾走アドベンチャー,PS Vita
2015-07-30,バンダイナムコエンターテインメントActtil,レイギガント,31,YES,RPG,バンダイナムコエンターテインメントActtil,rpg/84,1,3つの運命のRPG,PS Vita
2015-07-30,スパイク・チュンソフト,不思議のクロニクル 振リ返リマセン勝ツマデハMystery Chronicle: One Way Heroics,-,YES,ETC,スパイク・チュンソフト,0,1,その他,PS Vita
2015-07-30,システムソフト・アルファー,大戦略エクシード2,-,YES,ETC,システムソフト・アルファー,0,1,その他,PS Vita
2015-07-30,QuinRose,新装版 ハートの国のアリス〜Wonderful Wonder World〜,-,YES,ETC,QuinRose,0,1,その他,PS Vita
2015-07-30,ヴューズ,絶対迷宮 秘密のおやゆび姫,30,YES,ADV,ヴューズ,oto/57,1,童話系メルヒェンアドベンチャー,PS Vita
2015-07-31,フライハイワークスQubic Games,POLARA,31,,ACT,フライハイワークスQubic Games,0,1,スピードランアクション,PS Vita
2015-08-05,"GREEN HILL, LTD",Kick & Fennick,-,,ETC,"GREEN HILL, LTD",0,1,その他,PS Vita
2015-08-05,Honeyslug. Ltd,Super Exploding Zoo,-,,ETC,Honeyslug. Ltd,0,1,その他,PS Vita
2015-08-06,アルケミストPQube,ぎゃる☆がん だぶるぴーす,31,YES,SHT,アルケミストPQube,sho/26,1,3D眼（ガン）シューティング,PS Vita
2015-08-06,インティ・クリエイツ,ぎゃるガンヴォルト,-,,ETC,インティ・クリエイツ,0,1,その他,PS Vita
2015-08-06,ユニティ・ゲームズ・ジャパンI-Illusions,エレメンタルElement4l,-,,ETC,ユニティ・ゲームズ・ジャパンI-Illusions,0,1,その他,PS Vita
2015-08-06,マーベラス,ルミナスアーク インフィニティ,33,YES,SRPG,マーベラス,rpg/86,1,ファンタジー・シミュレーションRPG,PS Vita
2015-08-11,フライハイワークスRelevo Videogames,BABOON!,-,,ETC,フライハイワークスRelevo Videogames,0,1,その他,PS Vita
2015-08-20,メディアファイブ,マル合格！宅建試験 平成27年度版,-,,ETC,メディアファイブ,0,1,その他,PS Vita
2015-08-20,アイディアファクトリー,レンドフルール,34,YES,ADV,アイディアファクトリー,0,1,咲き誇る花々の運命を戯るAVG,PS Vita
2015-08-20,QuinRose,ロミオVSジュリエット・全巻パック,-,YES,ETC,QuinRose,oto/60,1,その他,PS Vita
2015-08-27,Matatabi,Rear pheles -Red of Another-,-,YES,ETC,Matatabi,0,1,その他,PS Vita
2015-08-27,プロトタイプ,ひまわり -Pebble in the Sky-,-,YES,ETC,プロトタイプ,0,1,その他,PS Vita
2015-08-27,アイディアファクトリー,十三支演義 偃月三国伝1・2,-,YES,ETC,アイディアファクトリー,oto/61,1,その他,PS Vita
2015-09-03,5pb.,IS 〈インフィニット・ストラトス〉2 ラブ アンド パージ,-,YES,ETC,5pb.,0,1,その他,PS Vita
2015-09-11,Young Horses,オクトダッド -タコと呼ばないで-Octodad: Dadliest Catch,-,,ETC,Young Horses,0,1,その他,PS Vita
2015-09-17,プロトタイプ,あまつみそらに! 雲のはたてに,-,YES,ETC,プロトタイプ,0,1,その他,PS Vita
2015-09-17,SILKY'S PLUS ALPHA,なないろリンカネーション,-,YES,ETC,SILKY'S PLUS ALPHA,0,1,その他,PS Vita
2015-09-17,アイディアファクトリー,ゆのはなSpRING!,32,YES,ADV,アイディアファクトリー,oto/63,1,湯けむり×胸きゅん×恋愛ADV,PS Vita
2015-09-17,カプコン,バイオハザード リベレーションズ2Resident Evil: Revelations 2,-,YES,ETC,カプコン,0,1,その他,PS Vita
2015-09-17,バンダイナムコエンターテインメント,ワールドトリガー ボーダレスミッション,-,YES,ETC,バンダイナムコエンターテインメント,act/84,1,その他,PS Vita
2015-09-17,加賀クリエイト,咲-Saki-全国編,-,YES,ETC,加賀クリエイト,tab/58,1,その他,PS Vita
2015-09-17,コーエーテクモゲームス,戦国無双4 Empires,33,YES,ACT,コーエーテクモゲームス,act/83,1,タクティカルアクション,PS Vita
2015-09-17,dramatic create,東京陰陽師〜天現寺橋 怜の場合〜 V Edition,-,YES,ETC,dramatic create,oto/64,1,その他,PS Vita
2015-09-17,QuinRose,源氏恋絵巻,-,YES,ETC,QuinRose,oto/65,1,その他,PS Vita
2015-09-24,アクアプラスNA: Atlus USAEU: Deep Silver,うたわれるもの 偽りの仮面Utawarerumono: Mask of Deception,-,YES,ETC,アクアプラスNA: Atlus USAEU: Deep Silver,0,1,その他,PS Vita
2015-09-25,ディースリー・パブリッシャー,帝国海軍恋慕情〜明治横須賀行進曲〜,-,YES,ETC,ディースリー・パブリッシャー,0,1,その他,PS Vita
2015-09-25,アイディアファクトリー,薄桜鬼 真改 風ノ章Hakuōki: Kyoto Winds,-,YES,ETC,アイディアファクトリー,0,1,その他,PS Vita
2015-09-25,コンパイルハート,限界凸起 モエロクリスタル,32,YES,RPG,コンパイルハート,0,1,パンツを被ってブラを求めるRPG,PS Vita
2015-09-30,日本ファルコムAksys Games,東亰ザナドゥ,32,YES,ARPG,日本ファルコムAksys Games,rpg/91,1,都市型神話アクションRPG,PS Vita
2015-10-01,コーエーテクモゲームス,よるのないくに,32,YES,RPG,コーエーテクモゲームス,rpg/87,1,美少女従魔RPG,PS Vita
2015-10-01,みなとすてーしょん,クロガネ回姫雀,-,,ETC,みなとすてーしょん,0,1,その他,PS Vita
2015-10-01,バンダイナムコエンターテインメント,東京喰種トーキョーグール JAIL,-,YES,ETC,バンダイナムコエンターテインメント,0,1,その他,PS Vita
2015-10-08,honeybee,あやかしごはん 〜おおもりっ！〜,-,YES,ETC,honeybee,oto/68,1,その他,PS Vita
2015-10-15,コンパイルハート,激次元タッグ ブラン+ネプテューヌVSゾンビ軍団MegaTagmension Blanc + Neptune VS Zombies,-,YES,ETC,コンパイルハート,0,1,その他,PS Vita
2015-10-22,プロトタイプ,FLOWERS夏篇,33,YES,ADV,プロトタイプ,adv/235,1,百合系ミステリーADV,PS Vita
2015-10-28,ピッキーNicalis,The Binding of Isaac：Rebirth アイザックの冒険：リバース,-,,ETC,ピッキーNicalis,0,1,その他,PS Vita
2015-10-28,スクウェア・エニックス,スターオーシャン2 Second EvolutionStar Ocean: Second Evolution,-,,ETC,スクウェア・エニックス,0,1,その他,PS Vita
2015-10-29,dramatic create,ALIA's CARNIVAL! サクラメント,-,YES,ETC,dramatic create,0,1,その他,PS Vita
2015-10-29,バンダイナムコエンターテインメント,GOD EATER RESURRECTION,-,YES,ETC,バンダイナムコエンターテインメント,0,1,その他,PS Vita
2015-10-29,日本一ソフトウェア,夜廻Yomawari: Night Alone,-,YES,ETC,日本一ソフトウェア,0,1,その他,PS Vita
2015-10-29,テイジイエル企画,恋愛リベンジ,-,YES,ETC,テイジイエル企画,0,1,その他,PS Vita
2015-10-29,クロン,雷子,-,YES,ETC,クロン,0,1,その他,PS Vita
2015-11-04,Curve DigitalFacepalm Games,The Swapper,-,,ETC,Curve DigitalFacepalm Games,0,1,その他,PS Vita
2015-11-04,Choice Provisions,Woah Dave!,-,,ETC,Choice Provisions,0,1,その他,PS Vita
2015-11-05,フリュー,To LOVEる -とらぶる- ダークネス トゥループリンセス,-,YES,ETC,フリュー,0,1,その他,PS Vita
2015-11-12,コーエーテクモゲームス,信長の野望 天翔記 with パワーアップキット HD Version,-,YES,ETC,コーエーテクモゲームス,0,1,その他,PS Vita
2015-11-18,カプコン,モンスターハンターG9,-,YES,ETC,カプコン,0,1,その他,PS Vita
2015-11-19,アイディアファクトリーAksys Games,BAD APPLE WARS,-,YES,ETC,アイディアファクトリーAksys Games,0,1,その他,PS Vita
2015-11-19,Cygames,エアシップQ,-,YES,ETC,Cygames,rpg/97,1,その他,PS Vita
2015-11-19,ディースリー・パブリッシャー,オメガラビリンス,-,YES,ETC,ディースリー・パブリッシャー,rpg/94,1,その他,PS Vita
2015-11-19,バンダイナムコエンターテインメント,ガールフレンド（仮） きみと過ごす夏休み,-,YES,ETC,バンダイナムコエンターテインメント,0,1,その他,PS Vita
2015-11-19,スパイク・チュンソフトNIS America,グランキングダム,31,YES,SRPG,スパイク・チュンソフトNIS America,0,1,タクティカルRPG,PS Vita
2015-11-19,レッド・エンタテインメント,スカーレッドライダーゼクス Rev.,-,YES,ETC,レッド・エンタテインメント,oto/72,1,その他,PS Vita
2015-11-19,コーエーテクモゲームス,ソフィーのアトリエ 〜不思議な本の錬金術士〜Atelier Sophie: The Alchemist of the Mysterious Book,-,YES,ETC,コーエーテクモゲームス,0,1,その他,PS Vita
2015-11-19,コーエーテクモゲームス,真・三國無双Online Z,-,,ETC,コーエーテクモゲームス,0,1,その他,PS Vita
2015-11-26,バンダイナムコエンターテインメント,GOD EATER OFF SHOT 雨宮リンドウ編,-,,ETC,バンダイナムコエンターテインメント,0,1,その他,PS Vita
2015-11-26,プチレーヴ,Goes!,-,YES,ETC,プチレーヴ,0,1,その他,PS Vita
2015-11-26,テイジイエル企画,キスアト,-,YES,ETC,テイジイエル企画,0,1,その他,PS Vita
2015-11-26,日本一ソフトウェア,クリミナルガールズ2Criminal Girls 2: Party Favors,-,YES,ETC,日本一ソフトウェア,0,1,その他,PS Vita
2015-11-26,マーベラス,ネットハイ,34,YES,ETC,マーベラス,adv/180,1,爆発炎上バトル,PS Vita
2015-11-26,dramatic create,月に寄りそう乙女の作法 〜ひだまりの日々〜,-,YES,ETC,dramatic create,adv/182,1,その他,PS Vita
2015-11-26,コーエーテクモゲームス,真・三國無双7 EmpiresDynasty Warriors 8: Empires,-,YES,ETC,コーエーテクモゲームス,0,1,その他,PS Vita
2015-11-26,GNソフトウェア,竜翼のメロディア -Diva with the blessed dragonol-,-,YES,ETC,GNソフトウェア,0,1,その他,PS Vita
2015-11-26,コンパイルハート,超次元大戦 ネプテューヌVSセガ・ハード・ガールズ 夢の合体スペシャルSuperdimension Neptune VS Sega Hard Girls,-,YES,ETC,コンパイルハート,0,1,その他,PS Vita
2015-11-26,アークシステムワークスAksys Games (NA)NIS America (EU),魔都紅色幽撃隊 デイブレイク スペシャル ギグスTokyo Twilight Ghost Hunters: Daybreak Special Gigs,-,YES,ETC,アークシステムワークスAksys Games (NA)NIS America (EU),0,1,その他,PS Vita
2015-11-27,ピッキーNicalis,1001 Spikes,32,,AADV,ピッキーNicalis,0,1,最凶即死アクションAVG,PS Vita
2015-11-27,LEAP Game Studios,Squares,-,,ETC,LEAP Game Studios,0,1,その他,PS Vita
2015-12-02,Grimm Bros LLC,Dragon Fin Soup,-,,ETC,Grimm Bros LLC,0,1,その他,PS Vita
2015-12-03,アクワイア,Wizardry 囚われし魂の迷宮,-,,ETC,アクワイア,0,1,その他,PS Vita
2015-12-03,テイクツー・インタラクティブ・ジャパン,シヴィライゼーション レボリューション 2+,30,YES,SLG,テイクツー・インタラクティブ・ジャパン,slg/43,1,文明育成シミュレーション,PS Vita
2015-12-03,フリュー,干物妹!うまるちゃん 〜干物妹！育成計画〜,-,YES,ETC,フリュー,0,1,その他,PS Vita
2015-12-10,アスガルド,LOVE:QUIZ〜恋する乙女のファイナルアンサー〜,-,YES,ETC,アスガルド,0,1,その他,PS Vita
2015-12-10,5pb.PQube,STEINS;GATE 0,-,YES,ETC,5pb.PQube,0,1,その他,PS Vita
2015-12-10,マーベラスPQube,VALKYRIE DRIVE –BHIKKHUNI-,31,YES,ETC,マーベラスPQube,act/93,1,攻撃的爆乳ハイパーバトル,PS Vita
2015-12-10,アークシステムワークス,どぎめぎインリョクちゃん ラブ＆ピース,-,,ETC,アークシステムワークス,0,1,その他,PS Vita
2015-12-10,バンダイナムコエンターテインメント,アイドルマスター マストソングス 赤盤,-,YES,ETC,バンダイナムコエンターテインメント,0,1,その他,PS Vita
2015-12-10,バンダイナムコエンターテインメント,アイドルマスター マストソングス 青盤,-,YES,ETC,バンダイナムコエンターテインメント,0,1,その他,PS Vita
2015-12-10,角川ゲームス,英雄伝説 空の軌跡 SC Evolution,-,YES,ETC,角川ゲームス,rpg/98,1,その他,PS Vita
2015-12-17,ディースリー・パブリッシャー,BELIEVER!,-,YES,ETC,ディースリー・パブリッシャー,0,1,その他,PS Vita
2015-12-17,GNソフトウェア,Melty Moment,-,YES,ETC,GNソフトウェア,0,1,その他,PS Vita
2015-12-17,"アークシステムワークスActtil, Atlus, PM Studios (NA)Rising Star Games (EU)",SUPERBEAT XONiC,31,YES,音,"アークシステムワークスActtil, Atlus, PM Studios (NA)Rising Star Games (EU)",0,1,リズムアクション,PS Vita
2015-12-17,テイジイエル企画,この青空に約束を―,-,YES,ETC,テイジイエル企画,0,1,その他,PS Vita
2015-12-17,コーエーテクモゲームス,アンジェリーク ルトゥール,37,YES,SLG,コーエーテクモゲームス,0,1,恋愛シミュレーション,PS Vita
2015-12-17,スパイク・チュンソフトAksys Games,イグジストアーカイヴ -The Other Side of the Sky-,33,,RPG,スパイク・チュンソフトAksys Games,rpg/99,1,RPG,PS Vita
2015-12-17,セガゲームス,ミラクルガールズフェスティバル,31,YES,音,セガゲームス,etc/67,1,リズムアクション,PS Vita
2015-12-17,コンパイルハートIdea Factory,メイQノ地下ニ死スMeiQ: Labyrinth of Death,-,YES,ETC,コンパイルハートIdea Factory,0,1,その他,PS Vita
2015-12-17,アイディアファクトリー,学園K -Wonderful School Days- V Edition,-,YES,ETC,アイディアファクトリー,0,1,その他,PS Vita
2015-12-17,バンダイナムコエンターテインメント,終わりのセラフ 運命の始まり,-,YES,ETC,バンダイナムコエンターテインメント,0,1,その他,PS Vita
2015-12-17,セガゲームス,電撃文庫 FIGHTING CLIMAX IGNITION,32,YES,FTG,セガゲームス,0,1,2D対戦格闘,PS Vita
2015-12-23,バンダイナムコエンターテインメント,GOD EATER OFF SHOT アリサ・イリーニチナ・アミエーラ編,-,,ETC,バンダイナムコエンターテインメント,0,1,その他,PS Vita
2015-12-23,ディースリー・パブリッシャー,STORM LOVER V,-,YES,ETC,ディースリー・パブリッシャー,oto/80,1,その他,PS Vita
2015-12-23,コンフォート,アルカナ・ファミリア-La storia della Arcana Famiglia- Ancora,-,YES,ETC,コンフォート,oto/79,1,その他,PS Vita
2015-12-23,プロトタイプ,ヴァルプルガの詩,-,YES,ETC,プロトタイプ,0,1,その他,PS Vita
2015-12-23,TAKUYO,月影の鎖 〜錯乱パラノイア〜,-,YES,ETC,TAKUYO,0,1,その他,PS Vita
2015-12-23,バンダイナムコエンターテインメント,機動戦士ガンダム エクストリームバーサス フォース,-,YES,ETC,バンダイナムコエンターテインメント,0,1,その他,PS Vita
2015-12-24,PLAYISM,クロワルール・シグマ,-,,ETC,PLAYISM,0,1,その他,PS Vita
2015-12-24,加賀クリエイト,魔女こいにっき Dragon×Caravan,-,YES,ETC,加賀クリエイト,0,1,その他,PS Vita
2016-01-06,Gambitious Digital Entertainment,Xeodrifter,-,,ETC,Gambitious Digital Entertainment,0,1,その他,PS Vita
2016-01-07,コーエーテクモゲームス,信長の野望 201X,-,,ETC,コーエーテクモゲームス,0,1,その他,PS Vita
2016-01-14,アトラス,オーディンスフィア レイヴスラシル,36,YES,ARPG,アトラス,rpg/102,1,2DアクションRPG,PS Vita
2016-01-14,角川ゲームスDegica,ダライアスバースト クロニクルセイバーズ,32,YES,SHT,角川ゲームスDegica,0,1,シューティング,PS Vita
2016-01-18,スパイク・チュンソフトBrace Yourself Games,クリプト・オブ・ネクロダンサー,31,,音,スパイク・チュンソフトBrace Yourself Games,0,1,ローグライクリズムアクション,PS Vita
2016-01-21,5pb.PQube,マブラヴ,-,YES,ETC,5pb.PQube,0,1,その他,PS Vita
