発売日,メーカー,タイトル,⭐クロスレビュー(評価),パッケージ併売,ジャンル,開発元,ID,販売本数,ジャンル(詳細),プラットフォーム
2014-02-22,エレクトロニック・アーツ,バトルフィールド4,38,YES,FPS,エレクトロニック・アーツ,22_0m_22,1,FPS,その他
2014-02-22,ソニー・コンピュータエンタテインメント,プレイルーム,-,,ETC,ソニー・コンピュータエンタテインメント,0,1,その他,その他
2014-02-22,コーエーテクモゲームス,信長の野望・創造,36,YES,SLG,コーエーテクモゲームス,21_0m_21,1,歴史シミュレーション,その他
2014-02-22,コーエーテクモゲームス,真・三國無双7 with 猛将伝,37,YES,ACT,コーエーテクモゲームス,11_0m_11,1,タクティカルアクション,その他
2014-02-22,サイバーステップ,鬼斬,-,,ETC,サイバーステップ,0,1,その他,その他
2014-02-22,セガ,龍が如く 維新!,39,YES,AADV,セガ,25_0m_25,1,アクションアドベンチャー,その他
2014-03-18,ユービーアイソフト,アサシン クリード 自由の叫び,-,,ETC,ユービーアイソフト,0,1,その他,その他
2014-03-19,コーエーテクモゲームス,信長の野望 Online ～天下夢幻の章～,-,YES,ETC,コーエーテクモゲームス,0,1,その他,その他
2014-03-20,コナミデジタルエンタテインメント,メタルギアソリッドV グラウンド・ゼロズ,38,YES,ACT,コナミデジタルエンタテインメント,39_0m_39,1,諜報潜入アクション,その他
2014-04-03,角川ゲームス,NAtURAL DOCtRINE,31,YES,SRPG,角川ゲームス,3_0m_3,1,シミュレーションRPG,その他
2014-04-14,スクウェア・エニックス,ファイナルファンタジーXIV：新生エオルゼア,-,YES,ETC,スクウェア・エニックス,2_0m_2,1,その他,その他
2014-05-01,ユービーアイソフト,チャイルド オブ ライト,35,,RPG,ユービーアイソフト,4_0m_4,1,2D RPG,その他
2014-05-22,ソニー・コンピュータエンタテインメント,inFAMOUS Second Son,36,YES,AADV,ソニー・コンピュータエンタテインメント,40_0m_40,1,アクションアドベンチャー,その他
2014-05-29,ソニー・コンピュータエンタテインメント,デッドネーション：黙示録エディション,-,,ETC,ソニー・コンピュータエンタテインメント,0,1,その他,その他
2014-05-29,ユービーアイソフト,トライアルズ フュージョン,33,YES,RCG,ユービーアイソフト,14_0m_14,1,バイクレース,その他
2014-06-05,ベセスダ・ソフトワークス,ウルフェンシュタイン：ザ ニューオーダー,32,YES,ASHT,ベセスダ・ソフトワークス,41_0m_41,1,アクションシューティング,その他
2014-06-12,スクウェア・エニックス,Thief,31,YES,ACT,スクウェア・エニックス,42_0m_42,1,ステルスアクション,その他
2014-06-18,Q-Games,PixelJunk Shooter Ultimate,-,,ETC,Q-Games,0,1,その他,その他
2014-06-19,ソニー・コンピュータエンタテインメント,Entwined,-,,ETC,ソニー・コンピュータエンタテインメント,0,1,その他,その他
2014-06-26,ユービーアイソフト,ウォッチドッグス,36,YES,ACT,ユービーアイソフト,43_0m_43,1,ハッキングアクション,その他
2014-06-26,コーエーテクモゲームス,無双OROCHI2 Ultimate,-,YES,ETC,コーエーテクモゲームス,18_0m_18,1,その他,その他
2014-07-03,アクワイア,AKIBA'S TRIP2,-,YES,ETC,アクワイア,44_0m_44,1,その他,その他
2014-07-16,Ripstone,Stick It To The Man,-,,ETC,Ripstone,0,1,その他,その他
2014-07-16,Matt Makes Games,TowerFall Ascension,-,,ETC,Matt Makes Games,0,1,その他,その他
2014-07-17,スクウェア・エニックス,MURDERED 魂の呼ぶ声,31,YES,AADV,スクウェア・エニックス,45_0m_45,1,アクションアドベンチャー,その他
2014-07-17,ハムスター,ニコリのパズル4 カックロ,-,,ETC,ハムスター,0,1,その他,その他
2014-07-31,ハムスター,ニコリのパズル4 スリザーリンク,-,,ETC,ハムスター,0,1,その他,その他
2014-07-31,ユービーアイソフト,バリアント ハート ザ グレイト ウォー,-,,ETC,ユービーアイソフト,0,1,その他,その他
2014-08-13,ソニー・コンピュータエンタテインメント,ホホクム,-,,ETC,ソニー・コンピュータエンタテインメント,0,1,その他,その他
2014-08-20,Polytron Corporation Inc.,FEZ,-,,ETC,Polytron Corporation Inc.,0,1,その他,その他
2014-08-21,ソニー・コンピュータエンタテインメント,CounterSpy,-,,ETC,ソニー・コンピュータエンタテインメント,0,1,その他,その他
2014-08-21,ソニー・コンピュータエンタテインメント,The Last of Us Remastered,-,YES,ETC,ソニー・コンピュータエンタテインメント,55_0m_55,1,その他,その他
2014-08-21,スクウェア・エニックス,ディアブロ III リーパー オブ ソウルズ アルティメット イービル エディション,-,YES,ETC,スクウェア・エニックス,0,1,その他,その他
2014-08-21,ハムスター,ニコリのパズル4 ぬりかべ,-,,ETC,ハムスター,0,1,その他,その他
2014-08-26,スクウェア・エニックス,Stealth Inc： A Clone in the Dark ULTIMATE EDITION,32,,ACT,スクウェア・エニックス,0,1,アクションパズル,その他
2014-08-28,アークシステムワークス,Daylight,-,,ETC,アークシステムワークス,0,1,その他,その他
2014-08-28,スクウェア・エニックス,トランスフォーマー ライズ オブ ザ ダーク スパーク,-,YES,ETC,スクウェア・エニックス,56_0m_56,1,その他,その他
2014-09-04,スクウェア・エニックス,アメイジング・スパイダーマン2,31,YES,AADV,スクウェア・エニックス,60_0m_60,1,アクションアドベンチャー,その他
2014-09-04,エレクトロニック・アーツ,プラント vs. ゾンビ ガーデンウォーフェア,33,YES,TPS,エレクトロニック・アーツ,0,1,サードパーソンアクション,その他
2014-09-04,コーエーテクモゲームス,戦国無双4,-,YES,ETC,コーエーテクモゲームス,59_0m_59,1,その他,その他
2014-09-11,ソニー・コンピュータエンタテインメント,Destiny,35,YES,ASHT,ソニー・コンピュータエンタテインメント,58_0m_58,1,アクションシューティング,その他
2014-09-11,ソニー・コンピュータエンタテインメント,inFAMOUS First Light,-,,ETC,ソニー・コンピュータエンタテインメント,0,1,その他,その他
2014-09-11,ハムスター,ニコリのパズル4 へやわけ,-,,ETC,ハムスター,0,1,その他,その他
2014-09-17,FuturLab Limited,Velocity 2X,-,,ETC,FuturLab Limited,0,1,その他,その他
2014-09-18,コーエーテクモゲームス,真・三國無双 Online Z,-,,ETC,コーエーテクモゲームス,0,1,その他,その他
2014-09-24,Rollingmedia Limited,OlliOlli,-,,ETC,Rollingmedia Limited,0,1,その他,その他
2014-10-02,コンパイルハート,オメガクインテット,30,YES,RPG,コンパイルハート,6_0m_6n,1,アイドルRPG,その他
2014-10-09,ソニー・コンピュータエンタテインメント,DRIVECLUB,30,YES,RCG,ソニー・コンピュータエンタテインメント,15_0m_15n,1,ソーシャルレーシング,その他
2014-10-09,エレクトロニック・アーツ,FIFA 15,36,YES,SPT,エレクトロニック・アーツ,77_0m_77n,1,サッカー,その他
2014-10-21,エレクトロニック・アーツ,Peggle 2,-,,ETC,エレクトロニック・アーツ,0,1,その他,その他
2014-10-23,ベセスダ・ソフトワークス,PSYCHOBREAK,-,YES,ETC,ベセスダ・ソフトワークス,0,1,その他,その他
2014-10-23,"Mossmouth, LLC",Spelunky,-,,ETC,"Mossmouth, LLC",0,1,その他,その他
2014-10-23,Die Gute Fabrik,Sportsfriends,-,,ETC,Die Gute Fabrik,0,1,その他,その他
2014-10-23,ソニー・コンピュータエンタテインメント,The Unfinished Swan,-,,ETC,ソニー・コンピュータエンタテインメント,0,1,その他,その他
2014-10-30,ディースリー・パブリッシャー,お姉チャンバラZ2 ~カオス~,31,YES,ACT,ディースリー・パブリッシャー,62_0m_62,1,バイオレンス剣戟アクション,その他
2014-10-30,ハムスター,ニコリのパズル4 美術館,-,,ETC,ハムスター,0,1,その他,その他
2014-10-30,スパイク・チュンソフト,メトロ リダックス,-,YES,ETC,スパイク・チュンソフト,70_0m_70n,1,その他,その他
2014-11-06,ワーナー エンターテイメント ジャパン,LEGO ムービー ザ・ゲーム,33,YES,AADV,ワーナー エンターテイメント ジャパン,64_0m_64,1,アクションアドベンチャー,その他
2014-11-06,ハムスター,ニコリのパズル4 ましゅ,-,,ETC,ハムスター,0,1,その他,その他
2014-11-12,"Humble Hearts, LLC",Dust: An Elysian Tail,-,,ETC,"Humble Hearts, LLC",0,1,その他,その他
2014-11-12,Pastagames,Pix the Cat,-,,ETC,Pastagames,0,1,その他,その他
2014-11-13,スクウェア・エニックス,コール オブ デューティ アドバンスド・ウォーフェア（字幕版）,38,YES,FPS,スクウェア・エニックス,66_0m_66n,1,FPS,その他
2014-11-13,コナミデジタルエンタテインメント,ワールドサッカー ウイニングイレブン 2015,37,YES,SPT,コナミデジタルエンタテインメント,122_0m_82n,1,サッカー,その他
2014-11-20,エレクトロニック・アーツ,EA SPORTS UFC,32,YES,FTG,エレクトロニック・アーツ,123_0m_83,1,格闘技,その他
2014-11-20,バンダイナムコゲームス,M3～ソノ黑キ鋼～///MISSION MEMENTO MORI,-,,ETC,バンダイナムコゲームス,0,1,その他,その他
2014-11-20,ユービーアイソフト,アサシンクリード ユニティ,37,YES,ACT,ユービーアイソフト,65_0m_65,1,ステルスアクション,その他
2014-11-20,コーエーテクモゲームス,真・三國無双7 Empires,33,YES,ACT,コーエーテクモゲームス,61_0m_61n,1,タクティカルアクション＋SLG,その他
2014-11-27,テイクツー・インタラクティブ・ジャパン,NBA 2K15,34,YES,SPT,テイクツー・インタラクティブ・ジャパン,125_0m_85,1,バスケットボール,その他
2014-11-27,ディースリー・パブリッシャー,SIMPLEシリーズG4U Vol.1 THE 麻雀,-,YES,ETC,ディースリー・パブリッシャー,126_0m_89,1,その他,その他
2014-11-27,エレクトロニック・アーツ,ドラゴンエイジ:インクイジション,36,YES,ARPG,エレクトロニック・アーツ,7_0m_7,1,アクションRPG,その他
2014-12-03,インターグロー,スチームワールド ディグ,-,,ETC,インターグロー,0,1,その他,その他
2014-12-04,アークシステムワークス,GUILTY GEAR Xrd -SIGN-,35,YES,FTG,アークシステムワークス,0,1,対戦格闘,その他
2014-12-04,セガ,ぷよぷよテトリス,-,YES,ETC,セガ,80_0m_113,1,その他,その他
2014-12-04,スクウェア・エニックス,コール オブ デューティ アドバンスド・ウォーフェア（吹き替え版）,38,YES,FPS,スクウェア・エニックス,66_0m_66n,1,FPS,その他
2014-12-04,ユービーアイソフト,ザ・クルー,35,YES,RCG,ユービーアイソフト,0,1,オープンワールド・レーシング,その他
2014-12-04,ソニー・コンピュータエンタテインメント,リトルビッグプラネット3,36,YES,ACT,ソニー・コンピュータエンタテインメント,146_0m_96n,1,アクション,その他
2014-12-11,エクシング,JOYSOUND.TV Plus,-,YES,ETC,エクシング,0,1,その他,その他
2014-12-11,ユニティ・ゲームズ・ジャパン,Never Alone,33,,ADV,ユニティ・ゲームズ・ジャパン,0,1,パズルアドベンチャー,その他
2014-12-11,Switchblade Monkeys Entertainment,Secret Ponchos,-,,ETC,Switchblade Monkeys Entertainment,0,1,その他,その他
2014-12-11,テイクツー・インタラクティブ・ジャパン,グランド・セフト・オートV,-,YES,ETC,テイクツー・インタラクティブ・ジャパン,138_0m_88,1,その他,その他
2014-12-11,コーエーテクモゲームス,信長の野望・創造 with パワーアップキット,37,YES,SLG,コーエーテクモゲームス,143_0m_93,1,歴史シミュレーション,その他
2014-12-17,コーエーテクモゲームス,信長の野望 Online ～覚醒の章～,-,YES,ETC,コーエーテクモゲームス,0,1,その他,その他
2014-12-18,テイジイエル企画,彼女はオレからはなれない,-,YES,ETC,テイジイエル企画,0,1,その他,その他
2014-12-24,PLAYISM,TorqueL,-,,ETC,PLAYISM,0,1,その他,その他
2014-12-25,Mojang AB,Minecraft: PlayStation 4 Edition,-,,ETC,Mojang AB,0,1,その他,その他
2014-12-25,ワーナー エンターテイメント ジャパン,シャドウ・オブ・モルドール,36,YES,ARPG,ワーナー エンターテイメント ジャパン,75_0m_75,1,アクションRPG,その他
2014-12-25,スクウェア・エニックス,ララ・クロフト アンド テンプル オブ オシリス,34,YES,AADV,スクウェア・エニックス,0,1,アクションアドベンチャー,その他
2015-01-14,Eiconic Games Ltd,Final Horizon,-,,ETC,Eiconic Games Ltd,0,1,その他,その他
2015-01-14,Curve Digital,Titan Attacks!,-,,ETC,Curve Digital,0,1,その他,その他
2015-01-20,カプコン,バイオハザード HDリマスター,-,,ETC,カプコン,0,1,その他,その他
2015-01-22,ワーナー エンターテイメント ジャパン,LEGO マーベル スーパーヒーローズ ザ・ゲーム,33,YES,AADV,ワーナー エンターテイメント ジャパン,0,1,アクションアドベンチャー,その他
2015-01-22,ユービーアイソフト,ファークライ4,36,YES,FPS,ユービーアイソフト,166_0m_109,1,FPS,その他
2015-01-29,コーエーテクモゲームス,ブレイドストーム 百年戦争＆ナイトメア,34,YES,ACT,コーエーテクモゲームス,168_0m_111n,1,部隊アクション,その他
2015-02-05,バンダイナムコゲームス,ドラゴンボール ゼノバース,30,YES,ACT,バンダイナムコゲームス,169_0m_141,1,対戦アクション,その他
2015-02-11,コーエーテクモゲームス,戦国無双4-II,36,YES,ACT,コーエーテクモゲームス,183_0m_129,1,タクティカルアクション,その他
2015-02-12,ユービーアイソフト,ロード オブ ザ フォールン,32,YES,ARPG,ユービーアイソフト,186_0m_118,1,アクションRPG,その他
2015-02-18,スクウェア・エニックス,Teslagrad,-,,ETC,スクウェア・エニックス,0,1,その他,その他
2015-02-19,バンダイナムコゲームス,GOD EATER 2 RAGE BURST,-,YES,ETC,バンダイナムコゲームス,0,1,その他,その他
2015-02-19,PLAYISM,Prismatic Solid,-,,ETC,PLAYISM,0,1,その他,その他
2015-02-19,スパイク・チュンソフト,テラリア,31,YES,AADV,スパイク・チュンソフト,184_0m_132,1,モノづくりアクションAVG,その他
2015-02-19,コーエーテクモゲームス,デッド オア アライブ5 ラストラウンド,34,YES,FTG,コーエーテクモゲームス,170_0m_131,1,対戦格闘,その他
2015-02-20,ソニー・コンピュータエンタテインメント,The Order:1886,30,YES,AADV,ソニー・コンピュータエンタテインメント,171_0m_121,1,アクションアドベンチャー,その他
2015-02-24,Singapore University of Technology and Design,One Upon Light -影の向こうへ-,-,,ETC,Singapore University of Technology and Design,0,1,その他,その他
2015-02-25,カプコン,バイオハザード リベレーションズ2,36,YES,ETC,カプコン,185_0m_120n,1,サバイバルホラー,その他
2015-02-26,スクウェア・エニックス,ドラゴンクエストヒーローズ 闇竜と世界樹の城,35,YES,ARPG,スクウェア・エニックス,173_0m_130,1,アクションRPG,その他
2015-03-04,"Oddworld Inhabitants, Inc",Oddworld: New ’n’ Tasty,-,,ETC,"Oddworld Inhabitants, Inc",0,1,その他,その他
2015-03-05,テイクツー・インタラクティブ・ジャパン,EVOLVE,33,YES,ASHT,テイクツー・インタラクティブ・ジャパン,0,1,サバイバルアクションシューター,その他
2015-03-05,PLAYISM,クロワルール・シグマ,30,,ACT,PLAYISM,0,1,一騎当千ハイスピードアクション,その他
2015-03-05,ソニー・コンピュータエンタテインメント,ヘルダイバー,31,,SHT,ソニー・コンピュータエンタテインメント,0,1,シューティング,その他
2015-03-11,スパイク・チュンソフト,キャッスルストーム,33,,RTS,スパイク・チュンソフト,0,1,タワーディフェンス,その他
2015-03-12,ソニー・コンピュータエンタテインメント,STAR STRIKE ULTRA,32,,SHT,ソニー・コンピュータエンタテインメント,0,1,シューティング,その他
2015-03-12,セガ,龍が如く0 誓いの場所,36,YES,AADV,セガ,190_0m_124,1,アクションアドベンチャー,その他
2015-03-19,スクウェア・エニックス,みんなでスペランカーZ,32,,ACT,スクウェア・エニックス,0,1,アクション,その他
2015-03-19,PLAYISM,アスタブリード,32,,SHT,PLAYISM,0,1,2.5Dシューティング,その他
2015-03-19,エレクトロニック・アーツ,バトルフィールド ハードライン,34,,FPS,エレクトロニック・アーツ,68_0m_68,1,FPS,その他
2015-03-19,スクウェア・エニックス,ファイナルファンタジー零式 HD,-,YES,ETC,スクウェア・エニックス,189_0m_123n,1,その他,その他
2015-03-25,クロスファンクション,Chariot,-,,ETC,クロスファンクション,0,1,その他,その他
2015-03-26,ソニー・コンピュータエンターテイメント,Bloodborne,36,YES,ARPG,ソニー・コンピュータエンターテイメント,194_0m_133,1,アクションRPG,その他
2015-03-26,ハムスター,ニコリのパズル4 橋をかけろ,-,,ETC,ハムスター,0,1,その他,その他
2015-03-26,バンダイナムコゲームス,ワンピース 海賊無双3,36,YES,ACT,バンダイナムコゲームス,0,1,無双アクション,その他
2015-03-26,コーエーテクモゲームス,影牢 〜もう1人のプリンセス〜,33,YES,ETC,コーエーテクモゲームス,0,1,トラップ悪ション,その他
2015-03-26,マーベラス,閃乱カグラ ESTIVAL VERSUS -少女達の選択-,32,YES,ETC,マーベラス,198_0m_142,1,爆乳ハイパーバトル,その他
2015-03-26,日本一ソフトウェア,魔界戦記ディスガイア5,33,YES,SRPG,日本一ソフトウェア,0,1,史上最凶のシミュレーションRPG,その他
2015-04-01,Rollingmedia Limited.,OlliOlli2: Welcome to OLLIWOOD,33,,TBL,Rollingmedia Limited.,0,1,スケートボード,その他
2015-04-02,ワーナー エンターテイメント ジャパン,LEGO バットマン3 ザ・ゲーム ゴッサムから宇宙へ,32,YES,AADV,ワーナー エンターテイメント ジャパン,0,1,アクションアドベンチャー,その他
2015-04-02,ディースリー・パブリッシャー,地球防衛軍4.1 THE SHADOW OF NEW DESPAIR,32,YES,ASHT,ディースリー・パブリッシャー,208_0m_149,1,3Dアクションシューティング,その他
2015-04-08,スパイク・チュンソフト,How to Survive：ゾンビアイランド ストームワーニングエディション,31,,ACT,スパイク・チュンソフト,0,1,ゾンビサバイバルアクション,その他
2015-04-08,8-4,ローグ・レガシー,32,,ARPG,8-4,0,1,アクションRPG,その他
2015-04-09,フロム・ソフトウェア,DARK SOULS II SCHOLAR OF THE FIRST SIN,-,YES,ETC,フロム・ソフトウェア,0,1,その他,その他
2015-04-09,ソニー・コンピュータエンタテインメント,MLB 15 THE SHOW,32,,SPT,ソニー・コンピュータエンタテインメント,0,1,野球,その他
2015-04-16,スパイク・チュンソフト,セインツロウ IV リエレクテッド,-,YES,ETC,スパイク・チュンソフト,210_0m_151,1,その他,その他
2015-04-16,ワーナー エンターテイメント ジャパン,ダイイングライト,34,YES,ETC,ワーナー エンターテイメント ジャパン,211_0m_152,1,サバイバルホラー,その他
2015-04-20,Supergiant Games,Transistor,-,,ETC,Supergiant Games,0,1,その他,その他
2015-04-22,ユービーアイ ソフト,アサシン クリード クロニクル チャイナ,34,,ACT,ユービーアイ ソフト,366_0m_308,1,2.5Dアクション,その他
2015-04-23,アークシステムワークス,BLAZBLUE CHRONOPHANTASMA EXTEND,-,YES,ETC,アークシステムワークス,0,1,その他,その他
2015-04-23,スクウェア・エニックス,TROPICO 5,-,YES,ETC,スクウェア・エニックス,0,1,その他,その他
2015-04-23,コンパイルハート,新次元ゲイム ネプテューヌVII,32,YES,RPG,コンパイルハート,214_0m_155n,1,RPG,その他
2015-04-23,コーエーテクモゲームス,討鬼伝 極,-,YES,ETC,コーエーテクモゲームス,0,1,その他,その他
2015-05-07,GRIP Digital s.r.o.,Tower of Guns,-,,ETC,GRIP Digital s.r.o.,0,1,その他,その他
2015-05-12,ソニー・コンピュータエンタテインメント,The Last of Us Left Behind ‐残されたもの‐,-,,ETC,ソニー・コンピュータエンタテインメント,0,1,その他,その他
2015-05-14,ユービーアイ ソフト,エアメック アリーナ,33,,RTS,ユービーアイ ソフト,0,1,リアルタイムストラテジー,その他
2015-05-14,スクウェア・エニックス,ファイナルファンタジーX/X-2 HDリマスター,-,YES,ETC,スクウェア・エニックス,0,1,その他,その他
2015-05-14,テイクツー・インタラクティブ・ジャパン,ボーダーランズ ダブルデラックス コレクション,-,YES,ETC,テイクツー・インタラクティブ・ジャパン,0,1,その他,その他
2015-05-14,SNKプレイモア,メタルスラッグ3,-,,ETC,SNKプレイモア,0,1,その他,その他
2015-05-21,スパイク・チュンソフト,ウィッチャー3 ワイルドハント,37,YES,ARPG,スパイク・チュンソフト,6046_0m_3876,1,アクションRPG,その他
2015-06-04,ベセスダ・ソフトワークス,ウルフェンシュタイン：ザ オールドブラッド,33,YES,FPS,ベセスダ・ソフトワークス,0,1,FPS,その他
2015-06-04,ディースリー・パブリッシャー,夏色ハイスクル★青春白書,30,YES,ADV,ディースリー・パブリッシャー,0,1,オープンワールド学園恋愛アドベンチャー,その他
2015-06-10,ユービーアイ ソフト,テトリス アルティメット,-,,ETC,ユービーアイ ソフト,0,1,その他,その他
2015-06-10,メビウス,メゾン・ド・魔王,34,,RTS,メビウス,0,1,タワーディフェンス,その他
2015-06-11,セガゲームス,エイリアン アイソレーション,-,YES,ETC,セガゲームス,0,1,その他,その他
2015-06-11,メディアスケープ,幻想の輪舞,-,,ETC,メディアスケープ,0,1,その他,その他
2015-06-18,カプコン,DEVIL MAY CRY 4 Special Edition,-,YES,ETC,カプコン,0,1,その他,その他
2015-06-23,スクウェア・エニックス,ファイナルファンタジーXIV: 蒼天のイシュガルド,-,YES,ETC,スクウェア・エニックス,2_0m_2,1,その他,その他
2015-06-25,5pb.,CHAOS;CHILD,-,YES,ETC,5pb.,0,1,その他,その他
2015-06-25,インターグロー,RIDE,-,YES,ETC,インターグロー,0,1,その他,その他
2015-06-25,スパイク・チュンソフト,ホットライン マイアミ Collected Edition,33,YES,ACT,スパイク・チュンソフト,0,1,アクション,その他
2015-07-02,Double Eleven Limited,Nom Nom Galaxy,34,,ACT,Double Eleven Limited,0,1,2Dスープバトルアクション,その他
2015-07-08,Flippfly LLC,Race The Sun,-,,ETC,Flippfly LLC,0,1,その他,その他
2015-07-08,"Frozenbyte, Inc.",Trine 2: Complete Story,30,,PZL,"Frozenbyte, Inc.",0,1,謎解き2Dアクション,その他
2015-07-10,クロスファンクション,Tiny Troopers Joint Ops,-,,ETC,クロスファンクション,0,1,その他,その他
2015-07-15,ユービーアイ ソフト,トライアルズ フュージョン オーサムマックスエディション,-,,ETC,ユービーアイ ソフト,0,1,その他,その他
2015-07-16,ソニー・コンピュータエンタテインメント,GOD OF WAR III REMASTERED,-,YES,ETC,ソニー・コンピュータエンタテインメント,246_0m_190,1,その他,その他
2015-07-16,バンダイナムコエンターテインメント,ゴジラ-GODZILLA-VS,30,YES,ACT,バンダイナムコエンターテインメント,245_0m_189n,1,超破壊特撮VSアクション,その他
2015-07-16,ワーナー エンターテイメント ジャパン,バットマン アーカム・ナイト,37,YES,ACT,ワーナー エンターテイメント ジャパン,0,1,アクション,その他
2015-07-21,5pb.,ファントムブレイカー：バトルグラウンドオーバードライブ,-,,ETC,5pb.,0,1,その他,その他
2015-07-23,カプコン,戦国BASARA4 皇,34,YES,ACT,カプコン,249_0m_193,1,スタイリッシュ英雄アクション,その他
2015-07-23,ソニー・コンピュータエンタテインメント,風ノ旅ビト,-,,ETC,ソニー・コンピュータエンタテインメント,0,1,その他,その他
2015-07-29,アークシステムワークス,ローラーズ オブ ザ レルム 〜呪われし三戦士と戦乱の王国〜,-,,ETC,アークシステムワークス,0,1,その他,その他
2015-07-30,スパイク・チュンソフト,不思議のクロニクル 振リ返リマセン勝ツマデハ,30,YES,RPG,スパイク・チュンソフト,0,1,強制横スクロールRPG,その他
2015-08-05,LUMENOX EHF,Aaru's Awakening,-,,ETC,LUMENOX EHF,0,1,その他,その他
2015-08-05,Honeyslug. Ltd,Super Exploding Zoo,-,,ETC,Honeyslug. Ltd,0,1,その他,その他
2015-08-06,アルケミスト,ぎゃる☆がん だぶるぴーす,31,YES,SHT,アルケミスト,0,1,3D眼（ガン）シューティング,その他
2015-08-06,インティ・クリエイツ,ぎゃるガンヴォルト,-,,ETC,インティ・クリエイツ,0,1,その他,その他
2015-08-11,ソニー・コンピュータエンタテインメント,Everybody's Gone to the Rapture -幸福な消失-,-,,ETC,ソニー・コンピュータエンタテインメント,0,1,その他,その他
2015-08-19,ユービーアイ ソフト,ZOMBI,-,,ETC,ユービーアイ ソフト,0,1,その他,その他
2015-08-27,ベセスダ・ソフトワークス,DISHONORED HD,-,YES,ETC,ベセスダ・ソフトワークス,0,1,その他,その他
2015-08-27,ソニー・コンピュータエンタテインメント,UNTIL DAWN -惨劇の山荘-,35,YES,ADV,ソニー・コンピュータエンタテインメント,253_0m_198,1,ホラーアドベンチャー,その他
2015-08-27,バンダイナムコエンターテインメント,ガンダムバトルオペレーションNEXT,-,,ETC,バンダイナムコエンターテインメント,0,1,その他,その他
2015-08-27,カプコン,ドラゴンズドグマ オンライン リミテッドエディション,35,YES,ACT,カプコン,0,1,オープンワールドアクション,その他
2015-08-28,"Young Horses, Inc.",オクトダッド -タコと呼ばないで-,33,,AADV,"Young Horses, Inc.",0,1,アクションアドベンチャー,その他
2015-09-02,ユービーアイ ソフト,Grow Home,-,,ETC,ユービーアイ ソフト,0,1,その他,その他
2015-09-02,コナミデジタルエンタテインメント,メタルギアソリッドV ファントムペイン,40,YES,ACT,コナミデジタルエンタテインメント,69_0m_69,1,諜報潜入アクション,その他
2015-09-04,カプコン,ウルトラストリートファイターIV,-,,ETC,カプコン,0,1,その他,その他
2015-09-10,PLAYISM,In Space We Brawl,-,,ETC,PLAYISM,0,1,その他,その他
