発売日,メーカー,タイトル,⭐クロスレビュー(評価),パッケージ併売,ジャンル,開発元,ID,販売本数,プラットフォーム
2013-12-19,インターグロー Rising Star Games,メタルファイト ベイブレード 4D×ZEROG アルティメットトーナメント Beyblade: Evolution,2,YES,その他,インターグロー Rising Star Games,0,1,その他
2013-12-19,エム・ティー・オー,子猫のアルバム 〜My Little Cat〜,2,YES,その他,エム・ティー・オー,0,1,その他
2013-12-25,テヨンジャパン Gamelion Studios,スピードX3D ハイパーエディション,2,,その他,テヨンジャパン Gamelion Studios,0,1,その他
2013-12-25,ポケモン Nintendo,ポケモンバンク,2,,その他,ポケモン Nintendo,0,1,その他
2013-12-25,アークシステムワークス 北米: Microvalue（英語版） 欧州: Avanquest Software,殺人ミステリー 切り裂きジャック Mystery Murders: Jack the Ripper,2,,その他,アークシステムワークス 北米: Microvalue（英語版） 欧州: Avanquest Software,0,1,その他
2013-12-26,任天堂,ゼルダの伝説 神々のトライフォース2 The Legend of Zelda: A Link Between Worlds,2,YES,その他,任天堂,0,1,その他
2014-01-08,テヨンジャパン 北米: GMG Play 欧州: Reef Entertainment,バルダーダッシュXL 3D Boulder Dash-XL 3D,2,,その他,テヨンジャパン 北米: GMG Play 欧州: Reef Entertainment,0,1,その他
2014-01-11,任天堂,星のカービィ トリプルデラックス Kirby: Triple Deluxe,2,YES,その他,任天堂,0,1,その他
2014-01-15,Collavier,コミック工房,2,,その他,Collavier,0,1,その他
2014-01-16,ディースリー・パブリッシャー,VitaminX Evolution Plus,2,YES,その他,ディースリー・パブリッシャー,0,1,その他
2014-01-22,メディア・ファイブ,大人 VS グレコ 漢字の塔とオバケたち ちょいムズ編,2,,その他,メディア・ファイブ,0,1,その他
2014-01-22,メディア・ファイブ,大人 VS グレコ 漢字の塔とオバケたち 完全フルセット,2,,その他,メディア・ファイブ,0,1,その他
2014-01-22,メディア・ファイブ,大人 VS グレコ 漢字の塔とオバケたち 常識編,2,,その他,メディア・ファイブ,0,1,その他
2014-01-22,メディア・ファイブ,大人 VS グレコ 漢字の塔とオバケたち 激ムズ編,2,,その他,メディア・ファイブ,0,1,その他
2014-01-23,クロン Circle Entertainment,Karous -The Beast of Re：Eden-,2,YES,その他,クロン Circle Entertainment,0,1,その他
2014-01-29,アークシステムワークス,といてすすんで!なぞときキャッスル,2,,その他,アークシステムワークス,0,1,その他
2014-01-29,メディア・ファイブ,ナナミと一緒に学ぼ!English日常会話,2,,その他,メディア・ファイブ,0,1,その他
2014-01-29,フライハイワークス,プチノベル「境域の一月」,2,,その他,フライハイワークス,0,1,その他
2014-01-29,シルバースタージャパン,文字パズル ことだまーる★,2,,その他,シルバースタージャパン,0,1,その他
2014-01-29,クロン,難攻不落三国伝〜呉と大河の衛者〜,2,,その他,クロン,0,1,その他
2014-01-29,クロン,難攻不落三国伝〜魏と大いなる戦線〜,2,,その他,クロン,0,1,その他
2014-01-30,イメージエポック,闘神都市,2,YES,その他,イメージエポック,0,1,その他
2014-02-05,アークシステムワークス Shin'en Multimedia,ジェットロケット プラネットアドベンチャー Jett Rocket II: The Wrath of Taikai,2,,その他,アークシステムワークス Shin'en Multimedia,0,1,その他
2014-02-06,セガ,ぷよぷよテトリス,2,YES,その他,セガ,0,1,その他
2014-02-06,スクウェア・エニックス,ドラゴンクエストモンスターズ2 イルとルカの不思議なふしぎな鍵,2,YES,その他,スクウェア・エニックス,0,1,その他
2014-02-12,アークシステムワークス,上海3D,2,,その他,アークシステムワークス,0,1,その他
2014-02-13,アートディンク Natsume,A列車で行こう3D A-Train 3D: City Simulator,2,YES,その他,アートディンク Natsume,0,1,その他
2014-02-13,バンダイナムコゲームス,マギ 新たなる世界,2,YES,その他,バンダイナムコゲームス,0,1,その他
2014-02-14,任天堂,STEELDIVER SUBWARS,2,,その他,任天堂,0,1,その他
2014-02-19,メディア・ファイブ,マル合格! 地方公務員上級 専門試験2015年度版,2,,その他,メディア・ファイブ,0,1,その他
2014-02-19,メディア・ファイブ,マル合格! 地方公務員上級 教養試験2015年度版,2,,その他,メディア・ファイブ,0,1,その他
2014-02-19,クロン,ラジルギでごじゃる!,2,,その他,クロン,0,1,その他
2014-02-20,バンダイナムコゲームス,黒子のバスケ 勝利のキセキ,2,YES,その他,バンダイナムコゲームス,0,1,その他
2014-02-26,ディースリー・パブリッシャー,@SIMPLE DLシリーズVol.24 THE 密室からの脱出 〜癒されない温泉編〜,2,,その他,ディースリー・パブリッシャー,0,1,その他
2014-02-26,フライハイワークス,プチノベル「贈与の二月」,2,,その他,フライハイワークス,0,1,その他
2014-02-27,任天堂,カセキホリダー ムゲンギア Fossil Fighters: Frontier,2,YES,その他,任天堂,0,1,その他
2014-02-27,マーベラスAQL 北米: Xseed Games 欧州: Nintendo,牧場物語 つながる新天地 Story of Seasons,2,YES,その他,マーベラスAQL 北米: Xseed Games 欧州: Nintendo,0,1,その他
2014-03-05,テヨンジャパン,バートマニア ウィンター3D Bird Mania Christmas,2,,その他,テヨンジャパン,0,1,その他
2014-03-06,アガツマ・エンタテインメント,アンパンマンとあそぼ NEWあいうえお教室,2,YES,その他,アガツマ・エンタテインメント,0,1,その他
2014-03-06,フリュー,ドラえもん 新・のび太の大魔境 ペコと5人の探検隊,2,YES,その他,フリュー,0,1,その他
2014-03-12,アークシステムワークス Aksys Games,おきらくフィッシング3D Family Fishing,2,,その他,アークシステムワークス Aksys Games,0,1,その他
2014-03-12,ポケモン Nintendo,ポケモンバトルトローゼ,2,,その他,ポケモン Nintendo,0,1,その他
2014-03-12,インプラス,黒子スタイル,2,,その他,インプラス,0,1,その他
2014-03-13,ロケットカンパニー,くまモン★ボンバー パズル de くまモン体操,2,YES,その他,ロケットカンパニー,0,1,その他
2014-03-13,カルチャーブレーン,超人ウルトラベースボール アクションカードバトル,2,YES,その他,カルチャーブレーン,0,1,その他
2014-03-19,セガ,3D ファンタジーゾーン オパオパブラザーズ 3D Fantasy Zone II W,2,,その他,セガ,0,1,その他
2014-03-19,ディースリー・パブリッシャー,LolaのABCパーティー,2,,その他,ディースリー・パブリッシャー,0,1,その他
2014-03-19,テヨンジャパン,クレイジーチキン ディレクターズカット3D,2,,その他,テヨンジャパン,0,1,その他
2014-03-19,アークシステムワークス Corecell Technology,タイムアベンジャー AeternoBlade,2,,その他,アークシステムワークス Corecell Technology,0,1,その他
2014-03-19,フライハイワークス,プチノベル「恋々の三月」,2,,その他,フライハイワークス,0,1,その他
2014-03-19,甲南電機製作所 Teyon,鋼鉄帝国 STEEL EMPIRE,2,,その他,甲南電機製作所 Teyon,0,1,その他
2014-03-20,バンダイナムコゲームス,ゲームセンターCX 3丁目の有野,2,YES,その他,バンダイナムコゲームス,0,1,その他
2014-03-20,セガ,ヒーローバンク,2,YES,その他,セガ,0,1,その他
2014-03-20,任天堂,マリオパーティ アイランドツアー,2,YES,その他,任天堂,0,1,その他
2014-03-26,テヨンジャパン Gamelion Studios,9-in-1 アーケードコレクション 10-in-1: Arcade Collection,2,,その他,テヨンジャパン Gamelion Studios,0,1,その他
2014-03-26,アークシステムワークス,もののけ探偵 信太のあやかし事件帳,2,,その他,アークシステムワークス,0,1,その他
2014-03-26,アルテピアッツァ,アロー・オブ・ラピュタ 影なし先生とキロンの封鍵,2,,その他,アルテピアッツァ,0,1,その他
2014-03-26,メディア・ファイブ,マル合格! 基本情報技術者試験 平成26年度版,2,,その他,メディア・ファイブ,0,1,その他
2014-03-26,メディア・ファイブ,マル合格! 応用情報技術者試験 平成26年度版,2,,その他,メディア・ファイブ,0,1,その他
2014-03-27,コナミデジタルエンタテインメント,NEWラブプラス+,2,YES,その他,コナミデジタルエンタテインメント,0,1,その他
2014-04-02,ディースリー・パブリッシャー,@SIMPLE DLシリーズVol.25 THE ソリティア 〜クロンダイク・スパイダー〜,2,,その他,ディースリー・パブリッシャー,0,1,その他
2014-04-02,メディア・ファイブ,マル合格! ITパスポート試験 平成26年度版,2,,その他,メディア・ファイブ,0,1,その他
2014-04-02,アークシステムワークス,戦車3D,2,,その他,アークシステムワークス,0,1,その他
2014-04-02,セガ,頭文字D パーフェクトシフト ONLINE,2,,その他,セガ,0,1,その他
2014-04-09,ソニックパワード,SKYPEACE,2,,その他,ソニックパワード,0,1,その他
2014-04-10,バンダイナムコゲームス,クレヨンしんちゃん 嵐を呼ぶ カスカベ映画スターズ!,2,YES,その他,バンダイナムコゲームス,0,1,その他
2014-04-10,アルケミスト,ペンギンの問題+ 爆勝!ルーレットバトル!!,2,YES,その他,アルケミスト,0,1,その他
2014-04-16,ディースリー・パブリッシャー,@SIMPLE DLシリーズVol.26 THE テニス,2,,その他,ディースリー・パブリッシャー,0,1,その他
2014-04-16,スターサインEnjoyUp Games,スター★シリーズ:キュートウィッチDress to Play: Cute Witches!,2,,その他,スターサインEnjoyUp Games,0,1,その他
2014-04-16,アークシステムワークス 北米: Joindots 欧州: Easy Interactive,タイタニック殺人事件 Murder on the Titanic,2,,その他,アークシステムワークス 北米: Joindots 欧州: Easy Interactive,0,1,その他
2014-04-17,任天堂,わがままファッション GIRLS MODE よくばり宣言! トキメキUP!,2,YES,その他,任天堂,0,1,その他
2014-04-17,バンダイナムコゲームス,名探偵コナン ファントム狂詩曲,2,YES,その他,バンダイナムコゲームス,0,1,その他
2014-04-17,カプコン,逆転裁判123 成歩堂セレクション Phoenix Wright: Ace Attorney Trilogy,2,YES,その他,カプコン,0,1,その他
2014-04-23,セガ,3D アウトラン,2,,その他,セガ,0,1,その他
2014-04-23,アークシステムワークス 欧州: Aksys Games,SLICE IT!,2,,その他,アークシステムワークス 欧州: Aksys Games,0,1,その他
2014-04-23,ソニックパワード,がっき で あそぼ♪ たのしい どうよう(1),2,,その他,ソニックパワード,0,1,その他
2014-04-23,フライハイワークス,プチノベル「青嵐の四月」,2,,その他,フライハイワークス,0,1,その他
2014-04-23,テヨンジャパン Selectsoft,ペンギンペット3D 101 Penguin Pets 3D,2,,その他,テヨンジャパン Selectsoft,0,1,その他
2014-04-24,日本コロムビア,JSガール ドキドキ モデルチャレンジ,2,YES,その他,日本コロムビア,0,1,その他
2014-04-24,Nexon Korea,Maple Story 運命の少女,2,YES,その他,Nexon Korea,0,1,その他
2014-04-24,バンダイナムコゲームス,ぐるぐるたまごっち!,2,YES,その他,バンダイナムコゲームス,0,1,その他
2014-04-24,スクウェア・エニックス,シアトリズム ファイナルファンタジー カーテンコール,2,YES,その他,スクウェア・エニックス,0,1,その他
2014-04-30,ディースリー・パブリッシャー,@SIMPLE DLシリーズVol.27 THE イラストパズル,2,,その他,ディースリー・パブリッシャー,0,1,その他
2014-04-30,ディースリー・パブリッシャー,@SIMPLE DLシリーズVol.28 THE 連撃英雄,2,,その他,ディースリー・パブリッシャー,0,1,その他
2014-04-30,テヨンジャパン,ガバナー オブ ポーカー,2,,その他,テヨンジャパン,0,1,その他
2014-04-30,スターサインEnjoyUp Games,スター★シリーズ:マジックバブルDress to Play: Magic Bubbles!,2,,その他,スターサインEnjoyUp Games,0,1,その他
2014-04-30,フライハイワークス,スノーモーターレーシング3D,2,,その他,フライハイワークス,0,1,その他
