発売日,メーカー,タイトル,⭐クロスレビュー(評価),パッケージ併売,ジャンル,開発元,未使用,販売本数,プラットフォーム
2014-09-04,日本マイクロソフト,Forza Motorsport 5,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2014-09-04,日本マイクロソフト,Kinect スポーツ ライバルズ,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2014-09-04,スクウェア・エニックス,MURDERED 魂の呼ぶ声,2,YES,その他,スクウェア・エニックス,0,1,Xbox One
2014-09-04,スクウェア・エニックス,Thief,2,YES,その他,スクウェア・エニックス,0,1,Xbox One
2014-09-04,Digital Extremes,Warframe,2,,その他,Digital Extremes,0,1,Xbox One
2014-09-04,ベセスダ・ソフトワークス,Wolfenstein: The New Order,2,YES,その他,ベセスダ・ソフトワークス,0,1,Xbox One
2014-09-04,ユービーアイソフト,アサシン クリード IV ブラック フラッグ,2,YES,その他,ユービーアイソフト,0,1,Xbox One
2014-09-04,ユービーアイソフト,ウォッチドッグス,2,YES,その他,ユービーアイソフト,0,1,Xbox One
2014-09-04,スクウェア・エニックス,コール オブ デューティ ゴースト 吹き替え版,2,YES,その他,スクウェア・エニックス,0,1,Xbox One
2014-09-04,株式会社ハムスター,ズンバ フィットネス ワールドパーティ,2,YES,その他,株式会社ハムスター,0,1,Xbox One
2014-09-04,日本マイクロソフト,ズー タイクーン,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2014-09-04,エレクトロニック・アーツ,タイタンフォール,2,YES,その他,エレクトロニック・アーツ,0,1,Xbox One
2014-09-04,日本マイクロソフト,デッドライジング3,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2014-09-04,スクウェア・エニックス,トゥームレイダー ディフィニティブエディション,2,YES,その他,スクウェア・エニックス,0,1,Xbox One
2014-09-04,エレクトロニック・アーツ,ニード・フォー・スピード ライバルズ,2,YES,その他,エレクトロニック・アーツ,0,1,Xbox One
2014-09-04,エレクトロニック・アーツ,バトルフィールド4,2,YES,その他,エレクトロニック・アーツ,0,1,Xbox One
2014-09-04,エレクトロニック・アーツ,プラント vs. ゾンビ ガーデンウォーフェア,2,YES,その他,エレクトロニック・アーツ,0,1,Xbox One
2014-09-04,日本マイクロソフト,ライズ:サン・オブ・ローマ,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2014-09-04,コーエーテクモゲームス,無双OROCHI2 Ultimate,2,YES,その他,コーエーテクモゲームス,0,1,Xbox One
2014-09-19,Microsoft Studios,D4: Dark Dreams Don't Die,2,,その他,Microsoft Studios,0,1,Xbox One
2014-09-23,Microsoft Studios,Killer Instinct シーズン 2 ウルトラ エディション,2,,その他,Microsoft Studios,0,1,Xbox One
2014-10-01,Frima Studio,Chariot,2,,その他,Frima Studio,0,1,Xbox One
2014-10-02,日本マイクロソフト,Forza Horizon 2,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2014-10-02,Microsoft Studios,Forza Horizon 2 Day One アルティメット版,2,,その他,Microsoft Studios,0,1,Xbox One
2014-10-09,エレクトロニック・アーツ,FIFA 15,2,YES,その他,エレクトロニック・アーツ,0,1,Xbox One
2014-10-09,Microsoft Studios,Project Spark,2,,その他,Microsoft Studios,0,1,Xbox One
2014-10-09,日本マイクロソフト,Project Spark スターターパック,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2014-10-16,Microsoft Studios,Forza Motorsport 5 レーシング ゲーム オブ ザ イヤー エディション,2,,その他,Microsoft Studios,0,1,Xbox One
2014-10-23,ベセスダ・ソフトワークス,サイコブレイク,2,YES,その他,ベセスダ・ソフトワークス,0,1,Xbox One
2014-10-28,エレクトロニック・アーツ,Peggle 2,2,,その他,エレクトロニック・アーツ,0,1,Xbox One
2014-10-30,日本マイクロソフト,Sunset Overdrive,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2014-10-30,スパイク・チュンソフト,メトロ リダックス,2,YES,その他,スパイク・チュンソフト,0,1,Xbox One
2014-11-05,Microsoft Studios,Magic 2015,2,,その他,Microsoft Studios,0,1,Xbox One
2014-11-06,日本マイクロソフト,Killer Instinct コンボ ブレイカー パック,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2014-11-11,Microsoft Studios,Halo: The Master Chief Collection デジタル,2,,その他,Microsoft Studios,0,1,Xbox One
2014-11-13,日本マイクロソフト,Halo: The Master Chief Collection,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2014-11-13,スクウェア・エニックス,コール オブ デューティ アドバンスド・ウォーフェア 字幕版,2,YES,その他,スクウェア・エニックス,0,1,Xbox One
2014-11-13,エレクトロニック・アーツ,バトルフィールド 4 プレミアムエディション,2,,その他,エレクトロニック・アーツ,0,1,Xbox One
2014-11-13,コナミデジタルエンタテインメント,ワールドサッカー ウイニングイレブン 2015,2,YES,その他,コナミデジタルエンタテインメント,0,1,Xbox One
2014-11-19,E-Line Media,Never Alone (Kisima Ingitchuna),2,,その他,E-Line Media,0,1,Xbox One
2014-11-20,エレクトロニック・アーツ,EA SPORTS UFC,2,YES,その他,エレクトロニック・アーツ,0,1,Xbox One
2014-11-20,ユービーアイソフト,アサシン クリード ユニティ,2,YES,その他,ユービーアイソフト,0,1,Xbox One
2014-11-20,コーエーテクモゲームス,真・三國無双7 Empires,2,YES,その他,コーエーテクモゲームス,0,1,Xbox One
2014-11-27,日本マイクロソフト,Minecraft: Xbox One Edition,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2014-11-27,テイクツー・インタラクティブジャパン,NBA 2K15,2,YES,その他,テイクツー・インタラクティブジャパン,0,1,Xbox One
2014-11-27,エレクトロニック・アーツ,ドラゴンエイジ:インクイジション,2,YES,その他,エレクトロニック・アーツ,0,1,Xbox One
2014-11-27,サイバーステップ,鬼斬,2,,その他,サイバーステップ,0,1,Xbox One
2014-11-28,Electronic Arts,タイタンフォールデラックス版,2,,その他,Electronic Arts,0,1,Xbox One
2014-12-02,Ubisoft,Trials Fusion - Deluxe Edition,2,,その他,Ubisoft,0,1,Xbox One
2014-12-04,セガ,ぷよぷよテトリス,2,YES,その他,セガ,0,1,Xbox One
2014-12-04,ユービーアイソフト,ザ・クルー,2,YES,その他,ユービーアイソフト,0,1,Xbox One
2014-12-05,Crazy Viking Studios,Volgarr the Viking,2,,その他,Crazy Viking Studios,0,1,Xbox One
2014-12-11,テイクツー・インタラクティブジャパン,グランド・セフト・オートV,2,YES,その他,テイクツー・インタラクティブジャパン,0,1,Xbox One
2014-12-11,エレクトロニック・アーツ,ニード・フォー・スピード ライバルズ コンプリートエディション,2,,その他,エレクトロニック・アーツ,0,1,Xbox One
2014-12-14,Microsoft Studios,Killer Instinct コンプリート コレクション,2,,その他,Microsoft Studios,0,1,Xbox One
2014-12-18,5pb.,CHAOS;CHILD,2,YES,その他,5pb.,0,1,Xbox One
2014-12-18,Microsoft Studios,Kalimba,2,,その他,Microsoft Studios,0,1,Xbox One
2014-12-25,ワーナー エンターテイメント ジャパン,シャドウ・オブ・モルドール,2,YES,その他,ワーナー エンターテイメント ジャパン,0,1,Xbox One
2014-12-25,スクウェア・エニックス,ララ・クロフト アンド テンプル オブ オシリス,2,,その他,スクウェア・エニックス,0,1,Xbox One
2015-01-13,エレクトロニック・アーツ,ペグル2 マジカル・マスターズ エディション,2,,その他,エレクトロニック・アーツ,0,1,Xbox One
2015-01-16,Curve Digital,Thomas Was Alone,2,,その他,Curve Digital,0,1,Xbox One
2015-01-20,カプコン,バイオハザード HDリマスター,2,,その他,カプコン,0,1,Xbox One
2015-01-22,ユービーアイソフト,ファークライ4,2,YES,その他,ユービーアイソフト,0,1,Xbox One
2015-01-29,コーエーテクモゲームス,BLADESTORM 百年戦争 & ナイトメア,2,YES,その他,コーエーテクモゲームス,0,1,Xbox One
2015-01-29,Ubisoft,FAR CRY 4 ゴールドエディション,2,,その他,Ubisoft,0,1,Xbox One
2015-01-30,Other Ocean,IDARB,2,,その他,Other Ocean,0,1,Xbox One
2015-02-05,バンダイナムコゲームス,ドラゴンボール ゼノバース,2,YES,その他,バンダイナムコゲームス,0,1,Xbox One
2015-02-19,コーエーテクモゲームス,デッド オア アライブ5 ラストラウンド,2,YES,その他,コーエーテクモゲームス,0,1,Xbox One
2015-02-19,コーエーテクモ,デッド オア アライブ5 ラストラウンド,2,,その他,コーエーテクモ,0,1,Xbox One
2015-02-20,日本マイクロソフト,Forza Horizon 2+Forza Motorsport 5バンドルパック,2,,その他,日本マイクロソフト,0,1,Xbox One
2015-02-25,カプコン,バイオハザード リベレーションズ2 コンプリートシーズン,2,,その他,カプコン,0,1,Xbox One
2015-03-04,カプコン,バイオハザード リベレーションズ2【エピソード2】,2,,その他,カプコン,0,1,Xbox One
2015-03-05,テイクツー・インタラクティブジャパン,EVOLVE,2,YES,その他,テイクツー・インタラクティブジャパン,0,1,Xbox One
2015-03-05,日本マイクロソフト,ScreamRide,2,,その他,日本マイクロソフト,0,1,Xbox One
2015-03-05,日本マイクロソフト,スクリームライド,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2015-03-11,カプコン,バイオハザード リベレーションズ2【エピソード3】,2,,その他,カプコン,0,1,Xbox One
2015-03-18,カプコン,バイオハザード リベレーションズ2【エピソード4】,2,,その他,カプコン,0,1,Xbox One
2015-03-19,カプコン,バイオハザード リベレーションズ2,2,YES,その他,カプコン,0,1,Xbox One
2015-03-19,エレクトロニック・アーツ,バトルフィールド ハードライン,2,YES,その他,エレクトロニック・アーツ,0,1,Xbox One
2015-03-19,エレクトロニック・アーツ,バトルフィールド ハードライン スタンダードエディション,2,,その他,エレクトロニック・アーツ,0,1,Xbox One
2015-03-19,スクウェア・エニックス,ファイナルファンタジー零式 HD,2,YES,その他,スクウェア・エニックス,0,1,Xbox One
2015-03-19,スクウェア・エニックス,ファイナルファンタジー零式HD+ファイナルファンタジーXV体験版(2ヶ月間有効),2,,その他,スクウェア・エニックス,0,1,Xbox One
2015-03-20,日本マイクロソフト,Forza Horizon 2 アルティメット版,2,,その他,日本マイクロソフト,0,1,Xbox One
2015-03-27,日本マイクロソフト,Forza Horizon 2 プレゼンツワイルド スピード,2,,その他,日本マイクロソフト,0,1,Xbox One
2015-04-07,アクティビジョン,Call of Duty: Advanced Warfare Gold Edition,2,,その他,アクティビジョン,0,1,Xbox One
2015-04-09,フロム・ソフトウェア,DARK SOULS II SCHOLAR OF THE FIRST SIN,2,YES,その他,フロム・ソフトウェア,0,1,Xbox One
2015-04-16,Deep Silver,Saints Row IV: Re-Elected & Gat out of Hell,2,,その他,Deep Silver,0,1,Xbox One
2015-04-16,スパイク・チュンソフト,セインツロウIV リエレクテッド,2,YES,その他,スパイク・チュンソフト,0,1,Xbox One
2015-04-16,ワーナー・エンターテイメント・ジャパン,ダイイングライト,2,YES,その他,ワーナー・エンターテイメント・ジャパン,0,1,Xbox One
2015-04-17,Double Eleven Limited,Goat Simulator,2,,その他,Double Eleven Limited,0,1,Xbox One
2015-04-21,コーエーテクモ,デッド オア アライブ5 ラストラウンド（フルゲーム）,2,,その他,コーエーテクモ,0,1,Xbox One
2015-04-22,Ubisoft,アサシン クリード クロニクル チャイナ,2,,その他,Ubisoft,0,1,Xbox One
2015-04-23,ARC SYSTEM WORKS,BLAZBLUE CHRONOPHANTASMA EXTEND,2,,その他,ARC SYSTEM WORKS,0,1,Xbox One
2015-04-23,日本マイクロソフト,ディズニー ファンタジア：音楽の魔法,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2015-04-23,アークシステムワークス,ブレイブルー クロノファンタズマ エクステンド,2,YES,その他,アークシステムワークス,0,1,Xbox One
2015-05-01,Zen Studios,CastleStorm - Definitive Edition,2,,その他,Zen Studios,0,1,Xbox One
2015-05-12,Ubisoft,AirMech Arena,2,,その他,Ubisoft,0,1,Xbox One
2015-05-14,テイクツー・インタラクティブ・ジャパン,ボーダーランズ ダブルデラックス コレクション,2,YES,その他,テイクツー・インタラクティブ・ジャパン,0,1,Xbox One
2015-05-14,2K,ボーダーランズ ダブルデラックス コレクション,2,,その他,2K,0,1,Xbox One
2015-05-19,スパイク・チュンソフト,ウィッチャー3 ワイルドハント,2,YES,その他,スパイク・チュンソフト,0,1,Xbox One
2015-05-21,スパイク,ウィッチャー3 ワイルドハント ゲーム＋エキスパンション・パス,2,,その他,スパイク,0,1,Xbox One
2015-05-28,MAGES./5pb.,PSYCHO-PASS サイコパス 選択なき幸福,2,YES,その他,MAGES./5pb.,0,1,Xbox One
2015-05-28,メイジス,PSYCHO-PASS サイコパス 選択なき幸福,2,,その他,メイジス,0,1,Xbox One
2015-05-28,ベセスダ・ソフトワークス,ウルフェンシュタイン：ザ オールドブラッド,2,YES,その他,ベセスダ・ソフトワークス,0,1,Xbox One
2015-06-11,セガゲームス,ALIEN ISOLATION -エイリアン アイソレーション-,2,YES,その他,セガゲームス,0,1,Xbox One
2015-06-18,カプコン,デビルメイクライ4 スペシャルエディション,2,YES,その他,カプコン,0,1,Xbox One
2015-06-25,株式会社ハムスター,AZITO × タツノコレジェンズ,2,YES,その他,株式会社ハムスター,0,1,Xbox One
2015-06-25,インターグロー,RIDE,2,YES,その他,インターグロー,0,1,Xbox One
2015-06-30,Halfbrick Studios,Fruit Ninja Kinect 2,2,,その他,Halfbrick Studios,0,1,Xbox One
2015-07-28,Wargaming.net,World of Tanks: Mercenaries,2,,その他,Wargaming.net,0,1,Xbox One
2015-07-30,ユービーアイソフト,F1 2015,2,YES,その他,ユービーアイソフト,0,1,Xbox One
2015-08-06,日本マイクロソフト,Rare Replay,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2015-08-19,Hi-Rez Studios,SMITE,2,,その他,Hi-Rez Studios,0,1,Xbox One
2015-08-27,ベセスダ・ソフトワークス,ディスオナードHD,2,YES,その他,ベセスダ・ソフトワークス,0,1,Xbox One
2015-09-02,コナミデジタルエンタテインメント,METAL GEAR SOLID V: THE PHANTOM PAIN,2,YES,その他,コナミデジタルエンタテインメント,0,1,Xbox One
2015-09-17,日本マイクロソフト,Forza Motorsport 6,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2015-10-01,インターグロー,MotoGP 15,2,YES,その他,インターグロー,0,1,Xbox One
2015-10-01,ワーナー エンターテイメント ジャパン,マッドマックス,2,YES,その他,ワーナー エンターテイメント ジャパン,0,1,Xbox One
2015-10-08,エレクトロニック・アーツ,FIFA 16,2,YES,その他,エレクトロニック・アーツ,0,1,Xbox One
2015-10-15,日本マイクロソフト,Forza Horizon 2: 10 Year Anniversary Edition,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2015-10-29,日本マイクロソフト,Halo 5: Guardians,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2015-10-29,テイクツー・インタラクティブ・ジャパン,NBA 2K16,2,YES,その他,テイクツー・インタラクティブ・ジャパン,0,1,Xbox One
2015-11-06,日本マイクロソフト,コール オブ デューティ ブラックオプスIII,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2015-11-12,ユービーアイソフト,アサシン クリード シンジゲート,2,YES,その他,ユービーアイソフト,0,1,Xbox One
2015-11-12,エレクトロニック・アーツ,ニード・フォー・スピード,2,YES,その他,エレクトロニック・アーツ,0,1,Xbox One
2015-11-12,日本マイクロソフト,ライズ オブ ザ トゥームレイダー,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2015-11-19,エレクトロニック・アーツ,スター・ウォーズ バトルフロント,2,YES,その他,エレクトロニック・アーツ,0,1,Xbox One
2015-12-10,ユービーアイソフト,レインボーシックス シージ,2,YES,その他,ユービーアイソフト,0,1,Xbox One
2015-12-17,ベセスダ・ソフトワークス,Fallout 4,2,YES,その他,ベセスダ・ソフトワークス,0,1,Xbox One
2016-01-12,Ubisoft,アサシン クリード クロニクル インディア,2,,その他,Ubisoft,0,1,Xbox One
2016-01-21,スクウェア・エニックス,ジャストコーズ3,2,YES,その他,スクウェア・エニックス,0,1,Xbox One
2016-01-21,カプコン,バイオハザード オリジンズコレクション,2,YES,その他,カプコン,0,1,Xbox One
2016-01-21,カプコン,バイオハザード0 HDリマスター,2,,その他,カプコン,0,1,Xbox One
2016-01-28,コーエーテクモゲームス,三國志13,2,YES,その他,コーエーテクモゲームス,0,1,Xbox One
2016-02-02,Mojang / Microsoft Studios,Cobalt,2,,その他,Mojang / Microsoft Studios,0,1,Xbox One
2016-02-09,エレクトロニック・アーツ,Unravel,2,,その他,エレクトロニック・アーツ,0,1,Xbox One
2016-02-17,Psyonix LLC,ロケットリーグ,2,,その他,Psyonix LLC,0,1,Xbox One
2016-02-23,2K,EVOLVE Ultimate Edition,2,,その他,2K,0,1,Xbox One
2016-02-25,Ubisoft,アサシン クリード クロニクル ロシア,2,,その他,Ubisoft,0,1,Xbox One
2016-02-25,モス,雷電V,2,YES,その他,モス,0,1,Xbox One
2016-03-04,PLAYISM,MOMODORA: 月下のレクイエム,2,,その他,PLAYISM,0,1,Xbox One
2016-03-10,ユービーアイソフト,ディビジョン,2,YES,その他,ユービーアイソフト,0,1,Xbox One
2016-03-11,Microsoft Studios,Ori Definitive Edition,2,,その他,Microsoft Studios,0,1,Xbox One
2016-03-24,フロム・ソフトウェア,DARK SOULS III,2,YES,その他,フロム・ソフトウェア,0,1,Xbox One
2016-03-24,エクスペリエンス,STRANGER OF SWORD CITY,2,YES,その他,エクスペリエンス,0,1,Xbox One
2016-03-24,Ubisoft,トラックマニア ターボ,2,,その他,Ubisoft,0,1,Xbox One
2016-03-29,カプコン,バイオハザード6,2,,その他,カプコン,0,1,Xbox One
2016-04-07,日本マイクロソフト,Quantum Break,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2016-04-07,ユービーアイソフト,ファークライ プライマル,2,YES,その他,ユービーアイソフト,0,1,Xbox One
2016-04-20,バンダイナムコエンターテインメント,ARCADE GAME SERIES: DIG DUG,2,,その他,バンダイナムコエンターテインメント,0,1,Xbox One
2016-04-20,バンダイナムコエンターテインメント,ARCADE GAME SERIES: GALAGA,2,,その他,バンダイナムコエンターテインメント,0,1,Xbox One
2016-04-20,バンダイナムコエンターテインメント,ARCADE GAME SERIES: Ms. PAC-MAN,2,,その他,バンダイナムコエンターテインメント,0,1,Xbox One
2016-04-20,バンダイナムコエンターテインメント,ARCADE GAME SERIES: PAC-MAN,2,,その他,バンダイナムコエンターテインメント,0,1,Xbox One
2016-04-21,ワーナー エンターテイメント ジャパン,ダイイングライト：ザ・フォロイング エンハンスト・エディション,2,YES,その他,ワーナー エンターテイメント ジャパン,0,1,Xbox One
2016-05-19,ベセスダ・ソフトワークス,DOOM,2,YES,その他,ベセスダ・ソフトワークス,0,1,Xbox One
2016-05-19,スパイク・チュンソフト,HOMEFRONT the Revolution,2,YES,その他,スパイク・チュンソフト,0,1,Xbox One
2016-05-19,テイクツー・インタラクティブ・ジャパン,バトルボーン,2,YES,その他,テイクツー・インタラクティブ・ジャパン,0,1,Xbox One
2016-05-26,カプコン,ロックマン クラシックス コレクション,2,,その他,カプコン,0,1,Xbox One
2016-06-01,Metalhead Software,Super Mega Baseball: Extra Innings,2,,その他,Metalhead Software,0,1,Xbox One
2016-06-09,エレクトロニック・アーツ,ミラーズエッジ カタリスト,2,YES,その他,エレクトロニック・アーツ,0,1,Xbox One
2016-06-13,Ubisoft,Trials of the Blood Dragon,2,,その他,Ubisoft,0,1,Xbox One
2016-06-15,eHome Entertainment,モンキーキングサーガ,2,,その他,eHome Entertainment,0,1,Xbox One
2016-06-16,日本マイクロソフト,Minecraft： Xbox One フェイバリット パック,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2016-06-21,スパイク・チュンソフト,Mighty No. 9,2,,その他,スパイク・チュンソフト,0,1,Xbox One
2016-06-28,カプコン,バイオハザード5,2,,その他,カプコン,0,1,Xbox One
2016-06-29,Eastasiasoft Limited,Lost Sea,2,,その他,Eastasiasoft Limited,0,1,Xbox One
2016-07-01,Double Eleven Limited,プリズン・アーキテクト：Xbox One エディション,2,,その他,Double Eleven Limited,0,1,Xbox One
2016-07-13,Through Games,Fru,2,,その他,Through Games,0,1,Xbox One
2016-07-13,Ninja Egg,KYUB,2,,その他,Ninja Egg,0,1,Xbox One
2016-07-13,Iron Galaxy Studios,VIDEOBALL,2,,その他,Iron Galaxy Studios,0,1,Xbox One
2016-07-15,パレアナ,リバーシクエスト,2,,その他,パレアナ,0,1,Xbox One
2016-08-17,Ubisoft,GROW UP,2,,その他,Ubisoft,0,1,Xbox One
2016-08-30,カプコン,バイオハザード4,2,,その他,カプコン,0,1,Xbox One
2016-09-01,スパイク・チュンソフト,ウィッチャー3 ワイルドハント ゲームオブザイヤーエディション,2,YES,その他,スパイク・チュンソフト,0,1,Xbox One
2016-09-08,ユービーアイソフト,F1 2016,2,YES,その他,ユービーアイソフト,0,1,Xbox One
2016-09-13,カプコン,デッドライジング,2,,その他,カプコン,0,1,Xbox One
2016-09-13,カプコン,デッドライジング2,2,,その他,カプコン,0,1,Xbox One
2016-09-13,カプコン,デッドライジング2 Off the Record,2,,その他,カプコン,0,1,Xbox One
2016-09-15,日本マイクロソフト,ReCore,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2016-09-15,2K,バイオショック コレクション,2,,その他,2K,0,1,Xbox One
2016-09-29,エレクトロニック・アーツ,FIFA 17,2,YES,その他,エレクトロニック・アーツ,0,1,Xbox One
2016-09-29,日本マイクロソフト,Forza Horizon 3,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2016-09-29,日本マイクロソフト,Forza Horizon 3 デラックスエディション,2,,その他,日本マイクロソフト,0,1,Xbox One
2016-09-29,カプコン,デッドライジング,2,YES,その他,カプコン,0,1,Xbox One
2016-09-29,カプコン,デッドライジング2,2,YES,その他,カプコン,0,1,Xbox One
2016-09-30,2K,XCOM 2,2,,その他,2K,0,1,Xbox One
2016-10-20,テイクツー・インタラクティブ・ジャパン,NBA 2K17,2,YES,その他,テイクツー・インタラクティブ・ジャパン,0,1,Xbox One
2016-10-21,エレクトロニック・アーツ,バトルフィールド1,2,YES,その他,エレクトロニック・アーツ,0,1,Xbox One
2016-10-27,テイクツー・インタラクティブ・ジャパン,マフィア III,2,YES,その他,テイクツー・インタラクティブ・ジャパン,0,1,Xbox One
2016-10-28,エレクトロニック・アーツ,タイタンフォール2,2,YES,その他,エレクトロニック・アーツ,0,1,Xbox One
2016-11-04,日本マイクロソフト,Call of Duty: Infinite Warfare,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2016-11-10,ベセスダ･ソフトワークス,The Elder Scrolls V: Skyrim Special Edition,2,,その他,ベセスダ･ソフトワークス,0,1,Xbox One
2016-11-18,エレクトロニック・アーツ,Star Wars バトルフロント Ultimate Edition,2,YES,その他,エレクトロニック・アーツ,0,1,Xbox One
2016-11-29,スクウェア・エニックス,FINAL FANTASY XV,2,YES,その他,スクウェア・エニックス,0,1,Xbox One
2016-12-01,ユービーアイソフト,ウォッチドッグス2,2,YES,その他,ユービーアイソフト,0,1,Xbox One
2016-12-06,トイロジック,Happy Dungeons,2,,その他,トイロジック,0,1,Xbox One
2016-12-07,Double Eleven Limited,Goat Simulator: The Payday Bundle,2,,その他,Double Eleven Limited,0,1,Xbox One
2016-12-08,ベセスダ・ソフトワークス,Dishonored 2,2,YES,その他,ベセスダ・ソフトワークス,0,1,Xbox One
2016-12-08,日本マイクロソフト,デッドライジング4,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2016-12-16,CrossFunction,Dogos,2,,その他,CrossFunction,0,1,Xbox One
2016-12-20,WayForward,Shantae: Half-Genie Hero,2,,その他,WayForward,0,1,Xbox One
2016-12-22,ユービーアイソフト,STEEP,2,YES,その他,ユービーアイソフト,0,1,Xbox One
2017-01-26,カプコン,バイオハザード7 レジデント イービル,2,YES,その他,カプコン,0,1,Xbox One
2017-01-26,カプコン,バイオハザード7 レジデントイービル デラックスエディション/グロテスクver,2,,その他,カプコン,0,1,Xbox One
2017-02-16,ユービーアイソフト,フォーオナー,2,YES,その他,ユービーアイソフト,0,1,Xbox One
2017-02-16,コーエーテクモゲームス,三國志13 with パワーアップキット,2,,その他,コーエーテクモゲームス,0,1,Xbox One
2017-02-22,5pb./MAGES.,STEINS;GATE 0,2,,その他,5pb./MAGES.,0,1,Xbox One
2017-02-23,日本マイクロソフト,Halo Wars 2,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2017-02-23,ナスカ,ビッグトーナメントゴルフ,2,,その他,ナスカ,0,1,Xbox One
2017-02-23,アルファ電子,ワールドヒーローズ,2,,その他,アルファ電子,0,1,Xbox One
2017-03-02,SNK,NAM-1975,2,,その他,SNK,0,1,Xbox One
2017-03-02,ナスカ,メタルスラッグ,2,,その他,ナスカ,0,1,Xbox One
2017-03-07,カプコン,ULTIMATE MARVEL VS. CAPCOM 3,2,,その他,カプコン,0,1,Xbox One
2017-03-09,2K,WWE 2K17,2,,その他,2K,0,1,Xbox One
2017-03-09,2K,WWE 2K17 デジタル デラックス,2,,その他,2K,0,1,Xbox One
2017-03-09,ユービーアイソフト,ゴーストリコン ワイルドランズ,2,YES,その他,ユービーアイソフト,0,1,Xbox One
2017-03-09,SNK,ザ・キング・オブ・ファイターズ'94,2,,その他,SNK,0,1,Xbox One
2017-03-16,SNK,戦国伝承,2,,その他,SNK,0,1,Xbox One
2017-03-17,Playism,Momodora: 月下のレクイエム,2,,その他,Playism,0,1,Xbox One
2017-03-23,スクウェア・エニックス,デウスエクス マンカインド・ディバイデッド,2,YES,その他,スクウェア・エニックス,0,1,Xbox One
2017-03-23,SNK,龍虎の拳,2,,その他,SNK,0,1,Xbox One
2017-03-30,SNK,ザ・キング・オブ・ファイターズ'95,2,,その他,SNK,0,1,Xbox One
2017-04-06,サンソフト,ギャラクシーファイト ユニバーサル・ウォーリアーズ,2,,その他,サンソフト,0,1,Xbox One
2017-04-13,SNK,戦国伝承2,2,,その他,SNK,0,1,Xbox One
2017-04-20,フロム・ソフトウェア,DARK SOULS III THE FIRE FADES EDITION,2,YES,その他,フロム・ソフトウェア,0,1,Xbox One
2017-04-20,エーディーケイ,オーバートップ,2,,その他,エーディーケイ,0,1,Xbox One
2017-04-20,SNK,餓狼伝説2 〜新たなる闘い〜,2,,その他,SNK,0,1,Xbox One
2017-04-27,SNK,ASO II 〜ラストガーディアン〜,2,,その他,SNK,0,1,Xbox One
2017-05-02,SNK,サムライスピリッツ,2,,その他,SNK,0,1,Xbox One
2017-05-02,SNK,ラストリゾート,2,,その他,SNK,0,1,Xbox One
2017-05-10,Team Reptile,リーサルリーグ,2,,その他,Team Reptile,0,1,Xbox One
2017-05-16,Microsoft Studios,ファントムダスト,2,,その他,Microsoft Studios,0,1,Xbox One
2017-05-18,ベセスダ・ソフトワークス,Prey,2,YES,その他,ベセスダ・ソフトワークス,0,1,Xbox One
2017-05-18,SNK,幕末浪漫 月華の剣士,2,,その他,SNK,0,1,Xbox One
2017-05-25,日本マイクロソフト,Gears of War 4,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2017-05-25,CD PROJEKT SA,グウェント ウィッチャーカードゲーム (Game Preview),2,,その他,CD PROJEKT SA,0,1,Xbox One
2017-05-25,エーディーケイ,ワールドヒーローズ2,2,,その他,エーディーケイ,0,1,Xbox One
2017-05-31,Mode 7 Limited,Tokyo 42,2,,その他,Mode 7 Limited,0,1,Xbox One
2017-06-01,tinyBuild GAMES,SpeedRunners,2,,その他,tinyBuild GAMES,0,1,Xbox One
2017-06-01,SNK,メタルスラッグ2,2,,その他,SNK,0,1,Xbox One
2017-06-01,バンダイナムコエンターテインメント,鉄拳7,2,YES,その他,バンダイナムコエンターテインメント,0,1,Xbox One
2017-06-08,SNK,キング・オブ・ザ・モンスターズ,2,,その他,SNK,0,1,Xbox One
2017-06-09,Double Eleven Limited,Prison Architect: All Day And A Psych,2,,その他,Double Eleven Limited,0,1,Xbox One
