発売日,メーカー,タイトル,⭐クロスレビュー(評価),パッケージ併売,ジャンル,開発元,未使用,販売本数,プラットフォーム
2018-09-26,Team Cherry,Hollow Knight: ヴォイドハート・エディション,2,,その他,Team Cherry,0,1,Xbox One
2018-09-27,SNK,ザ・キング・オブ・ファイターズ 2001,2,,その他,SNK,0,1,Xbox One
2018-09-28,エレクトロニック・アーツ,FIFA 19,2,YES,その他,エレクトロニック・アーツ,0,1,Xbox One
2018-09-28,エレクトロニック・アーツ,FIFA19,2,,その他,エレクトロニック・アーツ,0,1,Xbox One
2018-10-01,Team17 Digital Ltd.,Overcooked,2,,その他,Team17 Digital Ltd.,0,1,Xbox One
2018-10-02,エレクトロニック・アーツ,EA SPORTS UFC 3 Notorious Edition,2,,その他,エレクトロニック・アーツ,0,1,Xbox One
2018-10-02,日本マイクロソフト,Forza Horizon 4,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2018-10-04,カプコン,ロックマン11 運命の歯車!!,2,,その他,カプコン,0,1,Xbox One
2018-10-05,2K,WWE 2K19 デラックスエディション,2,,その他,2K,0,1,Xbox One
2018-10-05,Ubisoft,アサシン クリード オデッセイ,2,,その他,Ubisoft,0,1,Xbox One
2018-10-09,2K,WWE 2K19,2,,その他,2K,0,1,Xbox One
2018-10-10,IMGN Pro,My Memory of Us,2,,その他,IMGN Pro,0,1,Xbox One
2018-10-10,ケムコ,クロノスアーク,2,,その他,ケムコ,0,1,Xbox One
2018-10-11,GbR Thomas Claus und Frank Menzel,Spencer,2,,その他,GbR Thomas Claus und Frank Menzel,0,1,Xbox One
2018-10-11,White Owls Inc. / アークシステムワークス,The MISSING - J.J.マクフィールドと追憶島 -,2,,その他,White Owls Inc. / アークシステムワークス,0,1,Xbox One
2018-10-11,SNK,ファイヤー・スープレックス,2,,その他,SNK,0,1,Xbox One
2018-10-12,アクティビジョン,Call of Duty: Black Ops 4,2,,その他,アクティビジョン,0,1,Xbox One
2018-10-12,ワーナー ブラザース ジャパン,シャドウ・オブ・ウォー ディフィニティブ・エディション,2,,その他,ワーナー ブラザース ジャパン,0,1,Xbox One
2018-10-16,2K,NBA 2K プレイグラウンド2,2,,その他,2K,0,1,Xbox One
2018-10-18,彩京,STRIKERS 1945 PLUS,2,,その他,彩京,0,1,Xbox One
2018-10-18,バンダイナムコエンターテインメント,ソウルキャリバーVI,2,,その他,バンダイナムコエンターテインメント,0,1,Xbox One
2018-10-23,日本マイクロソフト,Minecraft スターターコレクション・Minecraft マスターコレクション,2,YES,その他,日本マイクロソフト,0,1,Xbox One
2018-10-25,カプコン,ストリートファイター 30th アニバーサリーコレクション インターナショナル,2,,その他,カプコン,0,1,Xbox One
2018-10-25,エクスペリエンス,死印,2,YES,その他,エクスペリエンス,0,1,Xbox One
2018-10-25,SNK,風雲黙示録 〜格闘創世〜,2,,その他,SNK,0,1,Xbox One
2018-10-26,Rockstar Games,レッド・デッド・リデンプション2,2,,その他,Rockstar Games,0,1,Xbox One
2018-10-31,Unfinished Pixel,Super Volley Blast,2,,その他,Unfinished Pixel,0,1,Xbox One
2018-11-01,ラタライカゲームス,Shadow of Loot Box,2,,その他,ラタライカゲームス,0,1,Xbox One
2018-11-01,"H2 Interactive Co., Ltd. / PQube Ltd.",Super Pixel Racers,2,,その他,"H2 Interactive Co., Ltd. / PQube Ltd.",0,1,Xbox One
2018-11-01,Ubisoft,Transference™,2,,その他,Ubisoft,0,1,Xbox One
2018-11-09,バンダイナムコエンターテインメント,11-11 Memories Retold,2,,その他,バンダイナムコエンターテインメント,0,1,Xbox One
2018-11-12,ワーナーブラザースエンターテインメント,ヒットマン2 ゴールド・エディション,2,,その他,ワーナーブラザースエンターテインメント,0,1,Xbox One
2018-11-15,ベセスダ・ソフトワークス,Follout 76,2,,その他,ベセスダ・ソフトワークス,0,1,Xbox One
2018-11-15,ザウルス,ステークスウィナー2,2,,その他,ザウルス,0,1,Xbox One
2018-11-15,エレクトロニック・アーツ,バトルフィールド5 デラックスエディション,2,,その他,エレクトロニック・アーツ,0,1,Xbox One
2018-11-15,ワーナーブラザースエンターテインメント,ヒットマン2,2,,その他,ワーナーブラザースエンターテインメント,0,1,Xbox One
2018-11-20,Raiser Games,Youtubers Life - OMG Edition,2,,その他,Raiser Games,0,1,Xbox One
2018-11-20,エレクトロニック・アーツ,バトルフィールドV,2,YES,その他,エレクトロニック・アーツ,0,1,Xbox One
2018-11-22,SNK,キング・オブ・ザ・モンスターズ2,2,,その他,SNK,0,1,Xbox One
2018-11-26,Frontier Developments,ジュラシック・ワールド・エボリューション,2,,その他,Frontier Developments,0,1,Xbox One
2018-11-27,THQ Nordic,Darksiders III,2,,その他,THQ Nordic,0,1,Xbox One
2018-11-27,MERJ Media,Floor Kids,2,,その他,MERJ Media,0,1,Xbox One
2018-11-29,The Voxel Agents,The Gardens Between,2,,その他,The Voxel Agents,0,1,Xbox One
2018-11-29,SNK,ネオジオカップ'98 〜THE ROAD TO THE VICTORY〜,2,,その他,SNK,0,1,Xbox One
2018-11-30,David Wehle,The First Tree,2,,その他,David Wehle,0,1,Xbox One
2018-12-01,デジカ,ライバル・メガガン,2,,その他,デジカ,0,1,Xbox One
2018-12-04,Modus,Override: Mech City Brawl,2,,その他,Modus,0,1,Xbox One
2018-12-04,Unknown Worlds,Subnautica（サブノーティカ）,2,,その他,Unknown Worlds,0,1,Xbox One
2018-12-04,CD PROJEKT SA,奪われし玉座：ウィッチャーテイルズ,2,,その他,CD PROJEKT SA,0,1,Xbox One
2018-12-05,Sometimes You,Energy Cycle Edge,2,,その他,Sometimes You,0,1,Xbox One
2018-12-05,スクウェア・エニックス,Just Cause 4 ゴールドエディション,2,,その他,スクウェア・エニックス,0,1,Xbox One
2018-12-06,THQ Nordic,Jagged Alliance: Rage!,2,,その他,THQ Nordic,0,1,Xbox One
2018-12-06,スクウェア・エニックス,Just Cause 4,2,,その他,スクウェア・エニックス,0,1,Xbox One
2018-12-06,Sometimes You,The Mooseman,2,,その他,Sometimes You,0,1,Xbox One
2018-12-06,Causal Bit Games / Hound Picked Games,バトルプリンセス マデリーン,2,,その他,Causal Bit Games / Hound Picked Games,0,1,Xbox One
2018-12-07,tinyBuild,Hello Neighbor: Hide and Seek（ハローネイバー ハイドアンドシーク）,2,,その他,tinyBuild,0,1,Xbox One
2018-12-11,Sometimes You,Deep Ones,2,,その他,Sometimes You,0,1,Xbox One
2018-12-11,Raw Fury,Kingdom Two Crowns,2,,その他,Raw Fury,0,1,Xbox One
2018-12-11,Sometimes You,Metropolis: Lux Obscura,2,,その他,Sometimes You,0,1,Xbox One
2018-12-12,Akupara Games,Desert Child,2,,その他,Akupara Games,0,1,Xbox One
2018-12-13,SNKプレイモア,メタルスラッグ5,2,,その他,SNKプレイモア,0,1,Xbox One
2018-12-14,Sold Out Sales & Marketing,Big Crown: Showdown,2,,その他,Sold Out Sales & Marketing,0,1,Xbox One
2018-12-14,Artifex Mundi,King's Heir: Rise to the Throne,2,,その他,Artifex Mundi,0,1,Xbox One
2018-12-18,PQube Limited,Nippon Marathon,2,,その他,PQube Limited,0,1,Xbox One
2018-12-20,Dynamic Voltage Games,Final Star,2,,その他,Dynamic Voltage Games,0,1,Xbox One
2018-12-20,アークシステムワークス,くにおくん ザ・ワールド〜クラシックスコレクション〜,2,,その他,アークシステムワークス,0,1,Xbox One
2018-12-20,タイトー,パズルボブル,2,,その他,タイトー,0,1,Xbox One
2018-12-20,カプコン,鬼武者,2,,その他,カプコン,0,1,Xbox One
2018-12-21,ケムコ,アスディバインハーツII,2,,その他,ケムコ,0,1,Xbox One
2018-12-27,プレイモア,ザ・キング・オブ・ファイターズ2002,2,,その他,プレイモア,0,1,Xbox One
2019-01-04,Flippfly,Race The Sun,2,,その他,Flippfly,0,1,Xbox One
2019-01-10,Chainsawesome Games,Aftercharge,2,,その他,Chainsawesome Games,0,1,Xbox One
2019-01-10,ザウルス,神凰拳,2,,その他,ザウルス,0,1,Xbox One
2019-01-10,SNK,風雲スーパータッグバトル,2,,その他,SNK,0,1,Xbox One
2019-01-11,Graphite Lab,Hive Jump,2,,その他,Graphite Lab,0,1,Xbox One
2019-01-11,バンダイナムコエンターテインメント,テイルズ オブ ヴェスペリア REMASTER,2,,その他,バンダイナムコエンターテインメント,0,1,Xbox One
2019-01-12,ワーナーブラザースエンターテインメント,Hitman: Absolution HD,2,,その他,ワーナーブラザースエンターテインメント,0,1,Xbox One
2019-01-16,Sometimes You,Planet RIX-13,2,,その他,Sometimes You,0,1,Xbox One
2019-01-17,エーディーケイ,NINJA MASTER'S〜覇王忍法帖〜,2,,その他,エーディーケイ,0,1,Xbox One
2019-01-17,バンダイナムコエンターテインメント,エースコンバット7 スカイズ・アンノウン,2,YES,その他,バンダイナムコエンターテインメント,0,1,Xbox One
2019-01-17,バンダイナムコエンターテインメント,ソードアート・オンライン フェイタル・バレット COMPLETE EDITION,2,,その他,バンダイナムコエンターテインメント,0,1,Xbox One
2019-01-18,Milkstone Studios,Farm Together,2,,その他,Milkstone Studios,0,1,Xbox One
2019-01-18,Drinkbox Studios,Guacamelee! 2,2,,その他,Drinkbox Studios,0,1,Xbox One
2019-01-18,ケムコ,アルバスティア戦記,2,,その他,ケムコ,0,1,Xbox One
2019-01-23,ラタライカゲームス,Heroes Trials,2,,その他,ラタライカゲームス,0,1,Xbox One
2019-01-23,Magic Design Studios,Unruly Heroes,2,,その他,Magic Design Studios,0,1,Xbox One
2019-01-25,Anticto,Steamroll,2,,その他,Anticto,0,1,Xbox One
2019-01-25,スクウェア・エニックス,キングダム ハーツIII,2,,その他,スクウェア・エニックス,0,1,Xbox One
2019-01-25,カプコン,バイオハザード RE:2,2,,その他,カプコン,0,1,Xbox One
2019-01-25,カプコン,バイオハザード RE:2 Z Version,2,,その他,カプコン,0,1,Xbox One
2019-01-30,Daedalic Entertainment,Goodbye Deponia,2,,その他,Daedalic Entertainment,0,1,Xbox One
2019-01-31,Whitethorn Digital,Bombfest,2,,その他,Whitethorn Digital,0,1,Xbox One
2019-01-31,バンダイナムコエンターテインメント,ドラゴンボール ファイターズ デラックスエディション,2,,その他,バンダイナムコエンターテインメント,0,1,Xbox One
2019-01-31,エーディーケイ,ワールドヒーローズ パーフェクト,2,,その他,エーディーケイ,0,1,Xbox One
2019-02-01,GraphicDNA,World Enduro Rally,2,,その他,GraphicDNA,0,1,Xbox One
2019-02-04,Electronic Arts,エーペックスレジェンズ,2,,その他,Electronic Arts,0,1,Xbox One
2019-02-06,It's Anecdotal,39 Days to Mars,2,,その他,It's Anecdotal,0,1,Xbox One
2019-02-06,System Era Softworks,ASTRONEER,2,,その他,System Era Softworks,0,1,Xbox One
2019-02-06,ラタライカゲームス,Access Denied,2,,その他,ラタライカゲームス,0,1,Xbox One
2019-02-06,YFC games,Ages of Mages: the last keeper,2,,その他,YFC games,0,1,Xbox One
2019-02-07,Brain Seal Ltd,Dark Quest 2,2,,その他,Brain Seal Ltd,0,1,Xbox One
2019-02-07,タイトー,パズルボブル 2,2,,その他,タイトー,0,1,Xbox One
2019-02-08,ForwardXP,"Please, Don't Touch Anything",2,,その他,ForwardXP,0,1,Xbox One
2019-02-08,"E-Home Entertainment Development Co., LTD",World II: Hunting Boss,2,,その他,"E-Home Entertainment Development Co., LTD",0,1,Xbox One
2019-02-11,Iceberg Interactive,Conarium,2,,その他,Iceberg Interactive,0,1,Xbox One
2019-02-13,スクウェア・エニックス,FINAL FANTASY IX,2,,その他,スクウェア・エニックス,0,1,Xbox One
2019-02-14,Daedalic Entertainment,Deponia Doomsday,2,,その他,Daedalic Entertainment,0,1,Xbox One
2019-02-14,バンダイナムコエンターテインメント,JUMP FORCE,2,,その他,バンダイナムコエンターテインメント,0,1,Xbox One
2019-02-15,Ubisoft,ファークライ ニュードーン,2,,その他,Ubisoft,0,1,Xbox One
2019-02-15,スパイク・チュンソフト,メトロ エクソダス,2,YES,その他,スパイク・チュンソフト,0,1,Xbox One
2019-02-19,The Quantum Astrophysicists Guild,もう少し!：プラットフォーマー,2,,その他,The Quantum Astrophysicists Guild,0,1,Xbox One
2019-02-20,ラタライカゲームス,Daggerhood,2,,その他,ラタライカゲームス,0,1,Xbox One
2019-02-21,Artifex Mundi,Queen's Quest 2: Stories of Forgotten Past (Xbox One Version),2,,その他,Artifex Mundi,0,1,Xbox One
2019-02-21,SNK,ザ・キング・オブ・ファイターズ 2003,2,,その他,SNK,0,1,Xbox One
2019-02-21,カプコン,逆転裁判123 成歩堂セレクション,2,,その他,カプコン,0,1,Xbox One
2019-02-22,エレクトロニック・アーツ,Anthem,2,YES,その他,エレクトロニック・アーツ,0,1,Xbox One
2019-02-26,Ubisoft,トライアルズ ライジング,2,,その他,Ubisoft,0,1,Xbox One
2019-02-27,Merge Games Ltd,Yonder: The Cloud Catcher Chronicles,2,,その他,Merge Games Ltd,0,1,Xbox One
2019-02-27,コーラス・ワールドワイド合同会社,フォーゴットン・アン,2,,その他,コーラス・ワールドワイド合同会社,0,1,Xbox One
2019-02-28,SNK,得点王 炎のリベロ,2,,その他,SNK,0,1,Xbox One
2019-03-01,Sometimes You,Awesome Pea,2,,その他,Sometimes You,0,1,Xbox One
2019-03-01,Groovy Milk,Creepy Road,2,,その他,Groovy Milk,0,1,Xbox One
2019-03-01,BadLand Publishing,Mars: Chaos Menace,2,,その他,BadLand Publishing,0,1,Xbox One
2019-03-01,HumaNature Studios Inc,ToeJam & Earl: Back in the Groove!,2,,その他,HumaNature Studios Inc,0,1,Xbox One
2019-03-01,コーエーテクモゲームス,デッド オア アライブ6,2,,その他,コーエーテクモゲームス,0,1,Xbox One
2019-03-01,ケムコ,空のフォークロア,2,,その他,ケムコ,0,1,Xbox One
2019-03-04,Broken Rules,おじいちゃんの記憶を巡る旅,2,,その他,Broken Rules,0,1,Xbox One
2019-03-05,Wales Interactive,Attack of the Earthlings,2,,その他,Wales Interactive,0,1,Xbox One
2019-03-05,11 bit studios,Beat Cop,2,,その他,11 bit studios,0,1,Xbox One
2019-03-05,MLB,R.B.I. Baseball 19,2,,その他,MLB,0,1,Xbox One
2019-03-06,Merge Games,Crimson Keep,2,,その他,Merge Games,0,1,Xbox One
2019-03-06,ラタライカゲームス,I and Me,2,,その他,ラタライカゲームス,0,1,Xbox One
2019-03-08,KChamp Games,ShellShock Live,2,,その他,KChamp Games,0,1,Xbox One
2019-03-08,カプコン,デビルメイクライ5,2,YES,その他,カプコン,0,1,Xbox One
2019-03-12,Ubisoft,ディビジョン2 - ゴールドエディション,2,,その他,Ubisoft,0,1,Xbox One
2019-03-13,Rising Star Games,RICO,2,,その他,Rising Star Games,0,1,Xbox One
2019-03-15,Sometimes You,Blood Waves,2,,その他,Sometimes You,0,1,Xbox One
2019-03-15,ケムコ,セフィロティックストーリーズ,2,,その他,ケムコ,0,1,Xbox One
2019-03-15,Ubisoft,ディビジョン2,2,,その他,Ubisoft,0,1,Xbox One
2019-03-15,コーエーテクモゲームス,デッド オア アライブ6 Core Fighters,2,,その他,コーエーテクモゲームス,0,1,Xbox One
2019-03-20,PQube,Hell Warders,2,,その他,PQube,0,1,Xbox One
2019-03-21,SNK,ベースボールスターズ2,2,,その他,SNK,0,1,Xbox One
2019-03-22,Four Horses Ltd,Miles & Kilo,2,,その他,Four Horses Ltd,0,1,Xbox One
2019-03-22,フロム・ソフトウェア,SEKIRO: SHADOWS DIE TWICE,2,YES,その他,フロム・ソフトウェア,0,1,Xbox One
2019-03-22,Johnny Ostad,Vosaria: Lair of the Forgotten,2,,その他,Johnny Ostad,0,1,Xbox One
2019-03-23,Rising Star Games,RICO,2,,その他,Rising Star Games,0,1,Xbox One
2019-03-25,1C Online Games,Fell Seal: Arbiter's Mark,2,,その他,1C Online Games,0,1,Xbox One
2019-03-25,Focus Home Interactive,The Technomancer,2,,その他,Focus Home Interactive,0,1,Xbox One
2019-03-26,スクウェア・エニックス,FINAL FANTASY VII,2,,その他,スクウェア・エニックス,0,1,Xbox One
2019-03-26,1C Online Games Ltd.,Fell Seal: Arbiter's Mark（フェルシール：アービターズマーク）,2,,その他,1C Online Games Ltd.,0,1,Xbox One
2019-03-27,"E-Home Entertianment Development Co., LTD",AlienCruise,2,,その他,"E-Home Entertianment Development Co., LTD",0,1,Xbox One
2019-03-27,ラタライカゲームス,METAGAL,2,,その他,ラタライカゲームス,0,1,Xbox One
2019-03-27,Headup GmbH,Windscape,2,,その他,Headup GmbH,0,1,Xbox One
2019-03-29,Zen Studios,Operencia: The Stolen Sun,2,,その他,Zen Studios,0,1,Xbox One
2019-03-29,Ubisoft,アサシン クリード3 リマスター,2,,その他,Ubisoft,0,1,Xbox One
2019-04-02,"E-Home Entertainment Development Co., Ltd",AngerForce:Reloaded,2,,その他,"E-Home Entertainment Development Co., Ltd",0,1,Xbox One
2019-04-02,Mixtvision,FAR: Lone Sails,2,,その他,Mixtvision,0,1,Xbox One
2019-04-03,Magic Pixel Kft.,Zaccaria Pinball,2,,その他,Magic Pixel Kft.,0,1,Xbox One
2019-04-03,2K,ボーダーランズ ゲーム・オブ・ザ・イヤー エディション,2,,その他,2K,0,1,Xbox One
2019-04-04,Artifex Mundi,Modern Tales: Age of Invention,2,,その他,Artifex Mundi,0,1,Xbox One
2019-04-05,Kaneda Games,Smoots World Cup Tennis,2,,その他,Kaneda Games,0,1,Xbox One
2019-04-05,ケムコ,フラン ～Dragons' Odyssey～,2,,その他,ケムコ,0,1,Xbox One
2019-04-09,Three Fields Entertainment,Dangerous Driving,2,,その他,Three Fields Entertainment,0,1,Xbox One
2019-04-09,M2H,Marooners,2,,その他,M2H,0,1,Xbox One
2019-04-09,M2H & BlackMill Games,Verdun,2,,その他,M2H & BlackMill Games,0,1,Xbox One
2019-04-10,KrosafIT,Color Rings Pro,2,,その他,KrosafIT,0,1,Xbox One
2019-04-10,Vertigo Gaming Inc.,"Cook, Serve, Delicious! 2!!",2,,その他,Vertigo Gaming Inc.,0,1,Xbox One
2019-04-10,Abstraction Games B.V.,Shadowgate,2,,その他,Abstraction Games B.V.,0,1,Xbox One
2019-04-10,ラタライカゲームス,Super Weekend Mode,2,,その他,ラタライカゲームス,0,1,Xbox One
2019-04-10,Merge Games Ltd,Vaporum,2,,その他,Merge Games Ltd,0,1,Xbox One
2019-04-11,スクウェア・エニックス,FINAL FANTASY X/X-2 HD Remaster,2,,その他,スクウェア・エニックス,0,1,Xbox One
2019-04-11,"Earthborn Interactive, LLC",Flutter Bombs,2,,その他,"Earthborn Interactive, LLC",0,1,Xbox One
2019-04-12,Repixel8,Velocity G,2,,その他,Repixel8,0,1,Xbox One
2019-04-16,Ripstone,Snooker 19,2,,その他,Ripstone,0,1,Xbox One
2019-04-17,Codemasters,DiRT Rally 2.0,2,,その他,Codemasters,0,1,Xbox One
2019-04-17,ラタライカゲームス,Iron Snout,2,,その他,ラタライカゲームス,0,1,Xbox One
2019-04-17,ケムコ,レヴナントサーガ,2,,その他,ケムコ,0,1,Xbox One
2019-04-18,コナミデジタルエンタテインメント,アニバーサリーコレクション アーケードクラシックス,2,,その他,コナミデジタルエンタテインメント,0,1,Xbox One
2019-04-18,SNK,サムライスピリッツ零SPECIAL,2,,その他,SNK,0,1,Xbox One
2019-04-23,MarsLit Games Srl,Unknown Fate,2,,その他,MarsLit Games Srl,0,1,Xbox One
2019-04-24,Daedalic Entertainment GmbH,Deponia,2,,その他,Daedalic Entertainment GmbH,0,1,Xbox One
2019-04-24,ラタライカゲームス,Zeroptian Invasion,2,,その他,ラタライカゲームス,0,1,Xbox One
2019-04-25,スクウェア・エニックス,FINAL FANTASY XII THE ZODIAC AGE,2,,その他,スクウェア・エニックス,0,1,Xbox One
2019-04-25,Ubisoft,スターリンク バトル・フォー・アトラス,2,,その他,Ubisoft,0,1,Xbox One
2019-04-25,Epic Games Inc.,フォートナイト,2,,その他,Epic Games Inc.,0,1,Xbox One
2019-05-10,Curve Digital,For The King,2,,その他,Curve Digital,0,1,Xbox One
2019-05-10,BadLand Publishing,Lovecraft's Untold Stories,2,,その他,BadLand Publishing,0,1,Xbox One
2019-05-10,Digerati,Reverse Crawl,2,,その他,Digerati,0,1,Xbox One
2019-05-10,ONEVISION GAMES,こうき,2,,その他,ONEVISION GAMES,0,1,Xbox One
2019-05-10,Toydea Inc.,ドラゴンファングZ 竜者ロゼと宿り木の迷宮,2,,その他,Toydea Inc.,0,1,Xbox One
2019-05-14,Rebellion,Sniper Elite V2 Remastered,2,,その他,Rebellion,0,1,Xbox One
2019-05-15,Attu Games,Feudal Alloy,2,,その他,Attu Games,0,1,Xbox One
2019-05-16,コナミデジタルエンタテインメント,悪魔城ドラキュラ アニバーサリーコレクション,2,,その他,コナミデジタルエンタテインメント,0,1,Xbox One
2019-05-17,Crunching Koalas,Darkwood,2,,その他,Crunching Koalas,0,1,Xbox One
2019-05-17,Vidroid,Molecats,2,,その他,Vidroid,0,1,Xbox One
2019-05-21,Turbo Pelvis 3000,Fission Superstar X,2,,その他,Turbo Pelvis 3000,0,1,Xbox One
2019-05-22,ラタライカゲームス,Back in 1995,2,,その他,ラタライカゲームス,0,1,Xbox One
2019-05-22,ケムコ,マレニア国の冒険酒場 ～パティアと腹ペコの神～,2,,その他,ケムコ,0,1,Xbox One
2019-05-23,Curve Digital,American Fugitive,2,,その他,Curve Digital,0,1,Xbox One
2019-05-24,Red Meat Games,Bring To Light,2,,その他,Red Meat Games,0,1,Xbox One
2019-05-24,Digerati,Skelly Selest,2,,その他,Digerati,0,1,Xbox One
2019-05-24,Unfinished Pixel,Super Tennis Blast,2,,その他,Unfinished Pixel,0,1,Xbox One
2019-05-27,Big Ant Studios,Cricket 19,2,,その他,Big Ant Studios,0,1,Xbox One
2019-05-27,Gamedust,Neverout,2,,その他,Gamedust,0,1,Xbox One
2019-05-28,Cherry Pop Game,Snooker Nation Championship,2,,その他,Cherry Pop Game,0,1,Xbox One
2019-05-29,ラタライカゲームス,Warlock's Tower,2,,その他,ラタライカゲームス,0,1,Xbox One
2019-05-31,2tainment GmbH,HELLMUT: THE BADASS FROM HELL,2,,その他,2tainment GmbH,0,1,Xbox One
2019-06-05,ラタライカゲームス,Neon Junctions,2,,その他,ラタライカゲームス,0,1,Xbox One
2019-06-05,ケムコ,アスディバインディオス,2,,その他,ケムコ,0,1,Xbox One
2019-06-06,ベゼスダ・ソフトワークス,RAGE 2,2,YES,その他,ベゼスダ・ソフトワークス,0,1,Xbox One
2019-06-07,PLAYISM,LA-MULANA 2,2,,その他,PLAYISM,0,1,Xbox One
2019-06-07,Digerati,Omensight,2,,その他,Digerati,0,1,Xbox One
2019-06-07,Giant Margarita,Party Golf,2,,その他,Giant Margarita,0,1,Xbox One
2019-06-07,Digerati,Super Blood Hockey,2,,その他,Digerati,0,1,Xbox One
2019-06-09,Billy Goat Entertainment Ltd,絶叫！スーパーマーケット,2,,その他,Billy Goat Entertainment Ltd,0,1,Xbox One
2019-06-12,2BAD GAMES,2URVIVE,2,,その他,2BAD GAMES,0,1,Xbox One
2019-06-12,コーラス・ワールドワイド合同会社,バートラム・フィドルの冒険 エピソード2：惨々たる誤算,2,,その他,コーラス・ワールドワイド合同会社,0,1,Xbox One
2019-06-12,コナミデジタルエンタテインメント,魂斗羅 アニバーサリーコレクション,2,,その他,コナミデジタルエンタテインメント,0,1,Xbox One
2019-06-13,"JoyBits, Inc",Doodle God: Evolution,2,,その他,"JoyBits, Inc",0,1,Xbox One
2019-06-13,Artifex Mundi,Queen's Quest 3: The End of Dawn,2,,その他,Artifex Mundi,0,1,Xbox One
2019-06-14,MythicOwl,Hexologic,2,,その他,MythicOwl,0,1,Xbox One
2019-06-17,Microids,TOKI Juju Densetsu,2,,その他,Microids,0,1,Xbox One
2019-06-18,Toplitz Productions,Another Sight,2,,その他,Toplitz Productions,0,1,Xbox One
2019-06-19,ラタライカゲームス & GrabTheGames,Cybarian: The Time Traveling Warrior,2,,その他,ラタライカゲームス & GrabTheGames,0,1,Xbox One
2019-06-19,ケムコ,忘失のイストリア,2,,その他,ケムコ,0,1,Xbox One
2019-06-20,Digital Tentacle S.L.,Captain Cat,2,,その他,Digital Tentacle S.L.,0,1,Xbox One
2019-06-21,"Skeleton Crew Studio, Inc.",BackSlash,2,,その他,"Skeleton Crew Studio, Inc.",0,1,Xbox One
2019-06-21,アクティビジョン,クラッシュ・バンディクー レーシング - ブッとびニトロ！,2,,その他,アクティビジョン,0,1,Xbox One
2019-06-25,PlayWay SA,Car Mechanic Simulator,2,,その他,PlayWay SA,0,1,Xbox One
2019-06-25,Klabater,We. The Revolution,2,,その他,Klabater,0,1,Xbox One
2019-06-26,ラタライカゲームス,Attack of the Toy Tanks,2,,その他,ラタライカゲームス,0,1,Xbox One
2019-06-26,Dead Drop Studios LLC,Outbreak: Lost Hope,2,,その他,Dead Drop Studios LLC,0,1,Xbox One
2019-06-26,ShuddaHaddaLottaFun LLC,Shadow Fencer Theatre,2,,その他,ShuddaHaddaLottaFun LLC,0,1,Xbox One
2019-06-27,PLAYISM,LA-MULANA 2,2,,その他,PLAYISM,0,1,Xbox One
2019-06-27,SNK,SAMURAI SPIRITS,2,,その他,SNK,0,1,Xbox One
2019-06-28,Artifex Mundi,Irony Curtain: From Matryoshka with Love,2,,その他,Artifex Mundi,0,1,Xbox One
2019-06-28,Soma Games,The Lost Legends of Redwall : The Scout,2,,その他,Soma Games,0,1,Xbox One
2019-07-03,Sometimes You,OVIVO,2,,その他,Sometimes You,0,1,Xbox One
2019-07-03,ラタライカゲームス & GrabTheGames,Paradox Soul,2,,その他,ラタライカゲームス & GrabTheGames,0,1,Xbox One
2019-07-03,ケムコ,レファルシアの幻影,2,,その他,ケムコ,0,1,Xbox One
2019-07-04,"BonusXP, Inc",Stranger Things 3:ザ･ゲーム,2,,その他,"BonusXP, Inc",0,1,Xbox One
2019-07-05,Electronic Arts,Sea of Solitude,2,,その他,Electronic Arts,0,1,Xbox One
2019-07-05,BlitWorks,They Are Billions,2,,その他,BlitWorks,0,1,Xbox One
2019-07-10,ラタライカゲームス,Bouncy Bullets,2,,その他,ラタライカゲームス,0,1,Xbox One
2019-07-10,Hero Concept,Doughlings: Invasion,2,,その他,Hero Concept,0,1,Xbox One
2019-07-10,Sometimes You,Grass Cutter - Mutated Lawns,2,,その他,Sometimes You,0,1,Xbox One
2019-07-10,北京荔枝文化传媒有限责任公司,Paper Dolls Original,2,,その他,北京荔枝文化传媒有限责任公司,0,1,Xbox One
2019-07-11,PQube Ltd,Aggelos,2,,その他,PQube Ltd,0,1,Xbox One
2019-07-11,The Arcade Crew,Blazing Chrome,2,,その他,The Arcade Crew,0,1,Xbox One
2019-07-11,Victory Lap Games,ボンバーパーティー！トーナメント,2,,その他,Victory Lap Games,0,1,Xbox One
2019-07-12,Team Reptile,Lethal League Blaze,2,,その他,Team Reptile,0,1,Xbox One
2019-07-12,tinyBuild,Streets of Rogue,2,,その他,tinyBuild,0,1,Xbox One
2019-07-17,"E-Home Entertianment Development Co., LTD",Initial2: New Stage,2,,その他,"E-Home Entertianment Development Co., LTD",0,1,Xbox One
2019-07-17,ラタライカゲームス,Mochi Mochi Boy,2,,その他,ラタライカゲームス,0,1,Xbox One
2019-07-19,Walnut LLC,CASE: Animatronics,2,,その他,Walnut LLC,0,1,Xbox One
2019-07-19,Steel Arts Software,ウェルカム トゥ ハンウェル,2,,その他,Steel Arts Software,0,1,Xbox One
2019-07-24,ラタライカゲームス,Hoggy2,2,,その他,ラタライカゲームス,0,1,Xbox One
2019-07-25,JanduSoft,Furwind,2,,その他,JanduSoft,0,1,Xbox One
2019-07-25,WayForward,Mighty Switch Force! Collection,2,,その他,WayForward,0,1,Xbox One
